timeframe,trade_index,timestamp,equity,return_pct,series_id,option_type
1m,29,2025-06-03T10:20:00+05:30,0.0,20.0,SENSEX|weekly|2025-06-03,CE
1m,30,2025-06-03T12:51:00+05:30,0.0,20.0,SENSEX|weekly|2025-06-03,PE
1m,31,2025-06-03T15:29:00+05:30,0.0,-99.9635,SENSEX|weekly|2025-06-03,CE
1m,32,2025-06-05T11:59:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-05,CE
1m,33,2025-06-05T13:31:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-05,PE
1m,34,2025-06-05T14:42:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-05,CE
1m,35,2025-06-10T10:54:00+05:30,0.0,20.0,SENSEX|weekly|2025-06-10,PE
1m,36,2025-06-10T15:29:00+05:30,0.0,-99.5074,SENSEX|weekly|2025-06-10,PE
1m,37,2025-06-10T15:29:00+05:30,0.0,-9.2712,SENSEX|weekly|2025-06-10,CE
1m,38,2025-06-12T10:44:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-12,PE
1m,39,2025-06-12T12:04:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-12,PE
1m,40,2025-06-12T13:27:00+05:30,0.0,20.0,NIFTY|weekly|2025-06-12,PE
1m,41,2025-06-12T15:29:00+05:30,0.0,-99.9703,NIFTY|weekly|2025-06-12,CE
1m,42,2025-06-24T15:29:00+05:30,0.0,-78.0275,SENSEX|monthly|2025-06-24,CE
1m,43,2025-06-24T15:29:00+05:30,0.0,-99.9982,SENSEX|monthly|2025-06-24,PE
1m,44,2025-06-26T14:01:00+05:30,0.0,20.0,NIFTY|monthly|2025-06-26,CE
1m,45,2025-06-26T15:29:00+05:30,0.0,-97.0588,NIFTY|monthly|2025-06-26,PE
1m,46,2025-06-26T15:29:00+05:30,0.0,0.4739,NIFTY|monthly|2025-06-26,CE
1m,47,2025-07-08T15:01:00+05:30,0.0,20.0,SENSEX|weekly|2025-07-08,CE
1m,48,2025-07-08T15:29:00+05:30,0.0,-98.0392,SENSEX|weekly|2025-07-08,PE
1m,49,2025-07-15T11:03:00+05:30,0.0,20.0,SENSEX|weekly|2025-07-15,CE
1m,50,2025-07-15T15:29:00+05:30,0.0,-98.5507,SENSEX|weekly|2025-07-15,CE
1m,51,2025-07-15T15:29:00+05:30,0.0,-0.55,SENSEX|weekly|2025-07-15,PE
1m,52,2025-08-05T11:54:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-05,CE
1m,53,2025-08-05T15:29:00+05:30,0.0,-4.6271,SENSEX|weekly|2025-08-05,PE
1m,54,2025-08-12T10:28:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-12,PE
1m,55,2025-08-12T12:19:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-12,CE
1m,56,2025-08-12T13:15:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-12,PE
1m,57,2025-08-12T14:12:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-12,PE
1m,58,2025-08-12T15:29:00+05:30,0.0,-99.9133,SENSEX|weekly|2025-08-12,CE
1m,59,2025-08-14T11:42:00+05:30,0.0,20.0,NIFTY|weekly|2025-08-14,PE
1m,60,2025-08-14T13:29:00+05:30,0.0,20.0,NIFTY|weekly|2025-08-14,PE
1m,61,2025-08-14T14:17:00+05:30,0.0,20.0,NIFTY|weekly|2025-08-14,PE
1m,62,2025-08-14T15:29:00+05:30,0.0,-99.8586,NIFTY|weekly|2025-08-14,CE
1m,63,2025-08-19T12:18:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-19,CE
1m,64,2025-08-19T13:39:00+05:30,0.0,20.0,SENSEX|weekly|2025-08-19,PE
1m,65,2025-08-19T15:29:00+05:30,0.0,5.6846,SENSEX|weekly|2025-08-19,CE
1m,66,2025-08-21T15:29:00+05:30,0.0,-0.6379,NIFTY|weekly|2025-08-21,CE
1m,67,2025-08-21T15:29:00+05:30,0.0,-96.0,NIFTY|weekly|2025-08-21,PE
1m,68,2025-09-04T14:28:00+05:30,0.0,20.0,SENSEX|weekly|2025-09-04,PE
1m,69,2025-09-04T15:29:00+05:30,0.0,-1.3393,SENSEX|weekly|2025-09-04,PE
1m,70,2025-09-11T15:29:00+05:30,0.0,6.3502,SENSEX|weekly|2025-09-11,CE
1m,71,2025-09-18T15:29:00+05:30,0.0,-1.7293,SENSEX|weekly|2025-09-18,CE
1m,72,2025-09-18T15:29:00+05:30,0.0,-97.1429,SENSEX|weekly|2025-09-18,PE
1m,73,2025-10-01T15:29:00+05:30,0.0,-10.2708,SENSEX|weekly|2025-10-01,PE
