bars_to_max,chosen_variant_key,entry_macd,entry_price,entry_rsi,entry_time,exit_price,exit_reason,exit_strategy,exit_time,expiry,expiry_day_only,expiry_kind,holding_bars,holding_minutes,max_possible_price,max_possible_return_pct,option_type,return_pct,rsi_filter,series_id,spot_at_series_start,strike,symbol,timeframe,train_consistency_score,underlying,walkforward_group,walkforward_window
213,series|5m|macd_only|target_30pct,0.300155,425.5,58.2609,2025-05-29T14:10:00+05:30,553.15,target_30pct_hit,target_30pct,2025-06-02 09:20:00+05:30,2025-06-12,False,weekly,94,470,589.55,38.5546,PE,30.0,macd_only,NIFTY|weekly|2025-06-12|ITM2,24884.5,24900.0,NIFTY 25000 PE 12 JUN 25,5m,60.490295,NIFTY,weekly_series,14
54,series|5m|macd_only|target_30pct,0.877947,471.45,57.2529,2025-06-02T14:45:00+05:30,111.75,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-12 15:30:00+05:30,2025-06-12,False,weekly,617,3085,589.55,25.0504,PE,-76.2965,macd_only,NIFTY|weekly|2025-06-12|ITM2,24884.5,24900.0,NIFTY 25000 PE 12 JUN 25,5m,60.490295,NIFTY,weekly_series,14
173,series|5m|macd_only|target_30pct,0.160034,886.35,72.354,2025-06-04T13:50:00+05:30,1152.255,target_30pct_hit,target_30pct,2025-06-05 12:05:00+05:30,2025-06-17,False,weekly,55,275,1666.0,87.9619,CE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM2,81406.4,81400.0,SENSEX 81200 CE 17 JUN 25,5m,60.846781,SENSEX,weekly_series,15
61,series|5m|macd_only|target_30pct,7.022018,1144.6,66.0498,2025-06-06T10:35:00+05:30,1487.98,target_30pct_hit,target_30pct,2025-06-06 11:50:00+05:30,2025-06-17,False,weekly,15,75,1666.0,45.553,CE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM2,81406.4,81400.0,SENSEX 81200 CE 17 JUN 25,5m,60.846781,SENSEX,weekly_series,15
16,series|5m|macd_only|target_30pct,1.275659,1420.0,58.8501,2025-06-06T14:20:00+05:30,383.3,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-17 15:30:00+05:30,2025-06-17,False,weekly,540,2700,1666.0,17.3239,CE,-73.007,macd_only,SENSEX|weekly|2025-06-17|ITM2,81406.4,81400.0,SENSEX 81200 CE 17 JUN 25,5m,60.846781,SENSEX,weekly_series,15
399,series|5m|macd_only|target_30pct,0.610895,838.5,55.2587,2025-06-05T13:55:00+05:30,1090.05,target_30pct_hit,target_30pct,2025-06-13 09:15:00+05:30,2025-06-17,False,weekly,399,1995,1301.55,55.2236,PE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM2,81406.4,81400.0,SENSEX 81600 PE 17 JUN 25,5m,60.846781,SENSEX,weekly_series,15
1,series|5m|macd_only|target_30pct,6.90463,849.4,65.0037,2025-06-13T14:55:00+05:30,16.8,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-17 15:30:00+05:30,2025-06-17,False,weekly,159,795,914.75,7.6937,PE,-98.0221,macd_only,SENSEX|weekly|2025-06-17|ITM2,81406.4,81400.0,SENSEX 81600 PE 17 JUN 25,5m,60.846781,SENSEX,weekly_series,15
300,series|5m|macd_only|target_30pct,4.533258,479.9,74.0977,2025-06-05T12:05:00+05:30,623.87,target_30pct_hit,target_30pct,2025-06-06 11:55:00+05:30,2025-06-19,False,weekly,74,370,728.8,51.865,CE,30.0,macd_only,NIFTY|weekly|2025-06-19|ITM2,24661.6,24650.0,NIFTY 24550 CE 19 JUN 25,5m,60.405015,NIFTY,weekly_series,16
108,series|5m|macd_only|target_30pct,0.14454,661.9,76.2652,2025-06-10T09:20:00+05:30,242.8,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-19 15:30:00+05:30,2025-06-19,False,weekly,598,2990,728.8,10.1073,CE,-63.3177,macd_only,NIFTY|weekly|2025-06-19|ITM2,24661.6,24650.0,NIFTY 24550 CE 19 JUN 25,5m,60.405015,NIFTY,weekly_series,16
400,series|5m|macd_only|target_30pct,0.820664,245.6,57.1627,2025-06-05T13:55:00+05:30,319.28,target_30pct_hit,target_30pct,2025-06-13 09:15:00+05:30,2025-06-19,False,weekly,400,2000,337.25,37.3168,PE,30.0,macd_only,NIFTY|weekly|2025-06-19|ITM2,24661.6,24650.0,NIFTY 24750 PE 19 JUN 25,5m,60.405015,NIFTY,weekly_series,16
1,series|5m|macd_only|target_30pct,1.608754,227.3,66.3882,2025-06-13T14:55:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-19 15:30:00+05:30,2025-06-19,False,weekly,311,1555,247.1,8.711,PE,-99.978,macd_only,NIFTY|weekly|2025-06-19|ITM2,24661.6,24650.0,NIFTY 24750 PE 19 JUN 25,5m,60.405015,NIFTY,weekly_series,16
577,series|5m|macd_only|target_30pct,2.060318,881.15,77.9171,2025-06-17T15:00:00+05:30,1145.495,target_30pct_hit,target_30pct,2025-06-20 15:10:00+05:30,2025-07-01,False,weekly,224,1120,2371.45,169.1312,CE,30.0,macd_only,SENSEX|weekly|2025-07-01|ITM2,81868.05,81900.0,SENSEX 81700 CE 01 JUL 25,5m,59.255313,SENSEX,weekly_series,17
300,series|5m|macd_only|target_30pct,7.247407,853.75,70.1762,2025-06-23T13:20:00+05:30,1109.875,target_30pct_hit,target_30pct,2025-06-24 09:15:00+05:30,2025-07-01,False,weekly,27,135,2371.45,177.7687,CE,30.0,macd_only,SENSEX|weekly|2025-07-01|ITM2,81868.05,81900.0,SENSEX 81700 CE 01 JUL 25,5m,59.255313,SENSEX,weekly_series,17
192,series|5m|macd_only|target_30pct,2.65777,1084.35,61.8837,2025-06-25T09:40:00+05:30,1409.655,target_30pct_hit,target_30pct,2025-06-26 09:30:00+05:30,2025-07-01,False,weekly,74,370,2371.45,118.6978,CE,30.0,macd_only,SENSEX|weekly|2025-07-01|ITM2,81868.05,81900.0,SENSEX 81700 CE 01 JUL 25,5m,59.255313,SENSEX,weekly_series,17
0,series|5m|macd_only|target_30pct,7.704495,2063.0,80.0107,2025-07-01T10:50:00+05:30,1990.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-01 15:30:00+05:30,2025-07-01,False,weekly,56,280,2063.0,0.0,CE,-3.5361,macd_only,SENSEX|weekly|2025-07-01|ITM2,81868.05,81900.0,SENSEX 81700 CE 01 JUL 25,5m,59.255313,SENSEX,weekly_series,17
54,series|5m|macd_only|target_30pct,3.793705,1084.9,66.95,2025-06-18T11:05:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-01 15:30:00+05:30,2025-07-01,False,weekly,735,3675,1235.65,13.8953,PE,-99.9954,macd_only,SENSEX|weekly|2025-07-01|ITM2,81868.05,81900.0,SENSEX 82100 PE 01 JUL 25,5m,59.255313,SENSEX,weekly_series,17
458,series|5m|macd_only|target_30pct,0.338199,368.1,66.8661,2025-06-19T14:00:00+05:30,478.53,target_30pct_hit,target_30pct,2025-06-20 10:30:00+05:30,2025-07-03,False,weekly,34,170,983.45,167.1692,CE,30.0,macd_only,NIFTY|weekly|2025-07-03|ITM2,24783.9,24800.0,NIFTY 24700 CE 03 JUL 25,5m,59.713983,NIFTY,weekly_series,18
324,series|5m|macd_only|target_30pct,0.330481,399.5,52.4806,2025-06-23T12:30:00+05:30,519.35,target_30pct_hit,target_30pct,2025-06-24 09:15:00+05:30,2025-07-03,False,weekly,37,185,983.45,146.1702,CE,30.0,macd_only,NIFTY|weekly|2025-07-03|ITM2,24783.9,24800.0,NIFTY 24700 CE 03 JUL 25,5m,59.713983,NIFTY,weekly_series,18
206,series|5m|macd_only|target_30pct,2.704708,551.5,63.6534,2025-06-25T09:40:00+05:30,716.95,target_30pct_hit,target_30pct,2025-06-26 09:35:00+05:30,2025-07-03,False,weekly,75,375,983.45,78.3228,CE,30.0,macd_only,NIFTY|weekly|2025-07-03|ITM2,24783.9,24800.0,NIFTY 24700 CE 03 JUL 25,5m,59.713983,NIFTY,weekly_series,18
6,series|5m|macd_only|target_30pct,0.575941,838.0,57.6006,2025-07-01T09:20:00+05:30,706.0,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-03 15:30:00+05:30,2025-07-03,False,weekly,224,1120,898.5,7.2196,CE,-15.7518,macd_only,NIFTY|weekly|2025-07-03|ITM2,24783.9,24800.0,NIFTY 24700 CE 03 JUL 25,5m,59.713983,NIFTY,weekly_series,18
5,series|5m|macd_only|target_30pct,0.139314,297.6,55.5003,2025-06-19T15:05:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-03 15:30:00+05:30,2025-07-03,False,weekly,765,3825,324.5,9.039,PE,-99.9832,macd_only,NIFTY|weekly|2025-07-03|ITM2,24783.9,24800.0,NIFTY 24900 PE 03 JUL 25,5m,59.713983,NIFTY,weekly_series,18
222,series|5m|macd_only|target_30pct,0.297647,870.0,55.6709,2025-06-25T09:55:00+05:30,1131.0,target_30pct_hit,target_30pct,2025-06-26 09:30:00+05:30,2025-07-08,False,weekly,71,355,1831.65,110.5345,CE,30.0,macd_only,SENSEX|weekly|2025-07-08|ITM2,82786.27,82700.0,SENSEX 82500 CE 08 JUL 25,5m,60.040919,SENSEX,weekly_series,19
0,series|5m|macd_only|target_30pct,4.37561,1831.65,60.3766,2025-06-30T09:30:00+05:30,1208.65,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-08 15:30:00+05:30,2025-07-08,False,weekly,527,2635,1831.65,0.0,CE,-34.013,macd_only,SENSEX|weekly|2025-07-08|ITM2,82786.27,82700.0,SENSEX 82500 CE 08 JUL 25,5m,60.040919,SENSEX,weekly_series,19
185,series|5m|macd_only|target_30pct,0.066976,273.1,55.5739,2025-06-30T10:45:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-08 15:30:00+05:30,2025-07-08,False,weekly,513,2565,355.0,29.989,PE,-99.9817,macd_only,SENSEX|weekly|2025-07-08|ITM2,82786.27,82700.0,SENSEX 82900 PE 08 JUL 25,5m,60.040919,SENSEX,weekly_series,19
83,series|5m|macd_only|target_30pct,0.247859,392.6,60.6562,2025-06-26T12:10:00+05:30,510.38,target_30pct_hit,target_30pct,2025-06-27 09:15:00+05:30,2025-07-10,False,weekly,41,205,580.75,47.9241,CE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25200 CE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
5,series|5m|macd_only|target_30pct,1.006891,467.45,64.7412,2025-07-01T09:25:00+05:30,155.0,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-10 15:30:00+05:30,2025-07-10,False,weekly,605,3025,485.0,3.7544,CE,-66.8414,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25200 CE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
327,series|5m|macd_only|target_30pct,0.665597,127.1,60.3294,2025-06-30T09:55:00+05:30,165.23,target_30pct_hit,target_30pct,2025-06-30 13:15:00+05:30,2025-07-10,False,weekly,40,200,179.7,41.3847,PE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25400 PE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
169,series|5m|macd_only|target_30pct,0.424124,115.65,58.3301,2025-07-02T10:25:00+05:30,150.345,target_30pct_hit,target_30pct,2025-07-02 13:30:00+05:30,2025-07-10,False,weekly,37,185,179.7,55.3826,PE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25400 PE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
69,series|5m|macd_only|target_30pct,0.26046,106.35,55.53,2025-07-03T12:25:00+05:30,138.255,target_30pct_hit,target_30pct,2025-07-03 14:35:00+05:30,2025-07-10,False,weekly,26,130,179.7,68.9704,PE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25400 PE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
3,series|5m|macd_only|target_30pct,0.290651,142.7,58.4444,2025-07-04T11:35:00+05:30,44.6,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-10 15:30:00+05:30,2025-07-10,False,weekly,351,1755,179.7,25.9285,PE,-68.7456,macd_only,NIFTY|weekly|2025-07-10|ITM2,25282.35,25300.0,NIFTY 25400 PE 10 JUL 25,5m,58.616047,NIFTY,weekly_series,20
0,series|5m|macd_only|target_30pct,0.29108,831.1,51.988,2025-07-03T14:05:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-15 15:30:00+05:30,2025-07-15,False,weekly,624,3120,831.1,0.0,CE,-99.994,macd_only,SENSEX|weekly|2025-07-15|ITM2,83624.92,83600.0,SENSEX 83400 CE 15 JUL 25,5m,59.574846,SENSEX,weekly_series,21
537,series|5m|macd_only|target_30pct,1.152316,727.55,55.5204,2025-07-03T12:35:00+05:30,945.815,target_30pct_hit,target_30pct,2025-07-04 11:40:00+05:30,2025-07-15,False,weekly,64,320,1729.55,137.7225,PE,30.0,macd_only,SENSEX|weekly|2025-07-15|ITM2,83624.92,83600.0,SENSEX 83800 PE 15 JUL 25,5m,59.574846,SENSEX,weekly_series,21
389,series|5m|macd_only|target_30pct,0.089779,798.75,62.508,2025-07-07T12:20:00+05:30,1038.375,target_30pct_hit,target_30pct,2025-07-11 10:35:00+05:30,2025-07-15,False,weekly,282,1410,1729.55,116.5321,PE,30.0,macd_only,SENSEX|weekly|2025-07-15|ITM2,83624.92,83600.0,SENSEX 83800 PE 15 JUL 25,5m,59.574846,SENSEX,weekly_series,21
14,series|5m|macd_only|target_30pct,0.716558,1211.2,54.961,2025-07-15T13:50:00+05:30,1230.7,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-15 15:30:00+05:30,2025-07-15,False,weekly,20,100,1333.1,10.0644,PE,1.61,macd_only,SENSEX|weekly|2025-07-15|ITM2,83624.92,83600.0,SENSEX 83800 PE 15 JUL 25,5m,59.574846,SENSEX,weekly_series,21
1,series|5m|macd_only|target_30pct,2.007229,352.7,68.6978,2025-07-03T13:40:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-17 15:30:00+05:30,2025-07-17,False,weekly,782,3910,362.0,2.6368,CE,-99.9858,macd_only,NIFTY|weekly|2025-07-17|ITM2,25486.2,25500.0,NIFTY 25400 CE 17 JUL 25,5m,60.216221,NIFTY,weekly_series,22
543,series|5m|macd_only|target_30pct,0.455102,251.15,54.8289,2025-07-03T12:15:00+05:30,326.495,target_30pct_hit,target_30pct,2025-07-04 09:40:00+05:30,2025-07-17,False,weekly,45,225,574.45,128.7279,PE,30.0,macd_only,NIFTY|weekly|2025-07-17|ITM2,25486.2,25500.0,NIFTY 25600 PE 17 JUL 25,5m,60.216221,NIFTY,weekly_series,22
476,series|5m|macd_only|target_30pct,0.281283,295.3,52.2745,2025-07-04T11:30:00+05:30,383.89,target_30pct_hit,target_30pct,2025-07-11 10:45:00+05:30,2025-07-17,False,weekly,371,1855,574.45,94.531,PE,30.0,macd_only,NIFTY|weekly|2025-07-17|ITM2,25486.2,25500.0,NIFTY 25600 PE 17 JUL 25,5m,60.216221,NIFTY,weekly_series,22
51,series|5m|macd_only|target_30pct,0.566514,430.2,54.909,2025-07-11T15:15:00+05:30,559.26,target_30pct_hit,target_30pct,2025-07-14 13:10:00+05:30,2025-07-17,False,weekly,51,255,574.45,33.5309,PE,30.0,macd_only,NIFTY|weekly|2025-07-17|ITM2,25486.2,25500.0,NIFTY 25600 PE 17 JUL 25,5m,60.216221,NIFTY,weekly_series,22
168,series|5m|macd_only|target_30pct,0.515123,397.6,55.1982,2025-07-15T13:45:00+05:30,488.95,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-17 15:30:00+05:30,2025-07-17,False,weekly,173,865,495.1,24.5221,PE,22.9754,macd_only,NIFTY|weekly|2025-07-17|ITM2,25486.2,25500.0,NIFTY 25600 PE 17 JUL 25,5m,60.216221,NIFTY,weekly_series,22
34,series|5m|macd_only|target_30pct,1.147878,917.15,62.9154,2025-07-08T12:45:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-22 15:30:00+05:30,2025-07-22,False,weekly,732,3660,967.55,5.4953,CE,-99.9945,macd_only,SENSEX|weekly|2025-07-22|ITM2,83431.57,83500.0,SENSEX 83300 CE 22 JUL 25,5m,61.716417,SENSEX,weekly_series,23
532,series|5m|macd_only|target_30pct,4.092751,632.25,73.1094,2025-07-09T14:30:00+05:30,821.925,target_30pct_hit,target_30pct,2025-07-10 11:05:00+05:30,2025-07-22,False,weekly,34,170,2193.45,246.9276,PE,30.0,macd_only,SENSEX|weekly|2025-07-22|ITM2,83431.57,83500.0,SENSEX 83700 PE 22 JUL 25,5m,61.716417,SENSEX,weekly_series,23
450,series|5m|macd_only|target_30pct,4.85082,820.0,66.8831,2025-07-10T15:05:00+05:30,1066.0,target_30pct_hit,target_30pct,2025-07-11 10:45:00+05:30,2025-07-22,False,weekly,22,110,2193.45,167.4939,PE,30.0,macd_only,SENSEX|weekly|2025-07-22|ITM2,83431.57,83500.0,SENSEX 83700 PE 22 JUL 25,5m,61.716417,SENSEX,weekly_series,23
371,series|5m|macd_only|target_30pct,2.865785,1228.15,88.2998,2025-07-11T15:30:00+05:30,1596.595,target_30pct_hit,target_30pct,2025-07-18 09:55:00+05:30,2025-07-22,False,weekly,302,1510,2193.45,78.5979,PE,30.0,macd_only,SENSEX|weekly|2025-07-22|ITM2,83431.57,83500.0,SENSEX 83700 PE 22 JUL 25,5m,61.716417,SENSEX,weekly_series,23
1,series|5m|macd_only|target_30pct,15.061049,2132.9,87.34,2025-07-21T09:30:00+05:30,1510.0,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-22 15:30:00+05:30,2025-07-22,False,weekly,148,740,2193.45,2.8389,PE,-29.2044,macd_only,SENSEX|weekly|2025-07-22|ITM2,83431.57,83500.0,SENSEX 83700 PE 22 JUL 25,5m,61.716417,SENSEX,weekly_series,23
32,series|5m|macd_only|target_30pct,0.434929,78.5,66.0577,2025-07-14T14:55:00+05:30,102.05,target_30pct_hit,target_30pct,2025-07-15 11:05:00+05:30,2025-07-24,False,weekly,30,150,119.2,51.8471,CE,30.0,macd_only,NIFTY|weekly|2025-07-24|ITM2,25483.0,25500.0,NIFTY 25400 CE 24 JUL 25,5m,61.881679,NIFTY,weekly_series,24
26,series|5m|macd_only|target_30pct,0.001044,69.55,61.8754,2025-07-16T12:10:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-24 15:30:00+05:30,2025-07-24,False,weekly,496,2480,87.75,26.1682,CE,-99.9281,macd_only,NIFTY|weekly|2025-07-24|ITM2,25483.0,25500.0,NIFTY 25400 CE 24 JUL 25,5m,61.881679,NIFTY,weekly_series,24
481,series|5m|macd_only|target_30pct,0.791163,312.7,61.5258,2025-07-10T13:45:00+05:30,406.51,target_30pct_hit,target_30pct,2025-07-11 10:45:00+05:30,2025-07-24,False,weekly,40,200,703.0,124.8161,PE,30.0,macd_only,NIFTY|weekly|2025-07-24|ITM2,25483.0,25500.0,NIFTY 25600 PE 24 JUL 25,5m,61.881679,NIFTY,weekly_series,24
387,series|5m|macd_only|target_30pct,0.466163,449.05,56.7098,2025-07-11T15:15:00+05:30,583.765,target_30pct_hit,target_30pct,2025-07-18 10:20:00+05:30,2025-07-24,False,weekly,320,1600,703.0,56.5527,PE,30.0,macd_only,NIFTY|weekly|2025-07-24|ITM2,25483.0,25500.0,NIFTY 25600 PE 24 JUL 25,5m,61.881679,NIFTY,weekly_series,24
3,series|5m|macd_only|target_30pct,2.192421,645.25,68.6684,2025-07-21T09:20:00+05:30,538.95,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-24 15:30:00+05:30,2025-07-24,False,weekly,302,1510,703.0,8.95,PE,-16.4742,macd_only,NIFTY|weekly|2025-07-24|ITM2,25483.0,25500.0,NIFTY 25600 PE 24 JUL 25,5m,61.881679,NIFTY,weekly_series,24
1,series|5m|macd_only|target_30pct,1.000753,326.9,57.9534,2025-07-28T10:25:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-05 15:30:00+05:30,2025-08-05,False,weekly,517,2585,339.8,3.9462,CE,-99.9847,macd_only,SENSEX|weekly|2025-08-05|ITM2,82449.31,82400.0,SENSEX 82200 CE 05 AUG 25,5m,62.164537,SENSEX,weekly_series,25
509,series|5m|macd_only|target_30pct,2.409095,505.0,66.8371,2025-07-24T09:55:00+05:30,656.5,target_30pct_hit,target_30pct,2025-07-24 12:00:00+05:30,2025-08-05,False,weekly,25,125,2051.4,306.2178,PE,30.0,macd_only,SENSEX|weekly|2025-08-05|ITM2,82449.31,82400.0,SENSEX 82600 PE 05 AUG 25,5m,62.164537,SENSEX,weekly_series,25
441,series|5m|macd_only|target_30pct,11.301254,828.9,77.9166,2025-07-25T09:30:00+05:30,1077.57,target_30pct_hit,target_30pct,2025-07-25 10:50:00+05:30,2025-08-05,False,weekly,16,80,2051.4,147.4846,PE,30.0,macd_only,SENSEX|weekly|2025-08-05|ITM2,82449.31,82400.0,SENSEX 82600 PE 05 AUG 25,5m,62.164537,SENSEX,weekly_series,25
353,series|5m|macd_only|target_30pct,4.848682,1315.0,66.4394,2025-07-28T10:50:00+05:30,1709.5,target_30pct_hit,target_30pct,2025-07-29 10:25:00+05:30,2025-08-05,False,weekly,68,340,2051.4,56.0,PE,30.0,macd_only,SENSEX|weekly|2025-08-05|ITM2,82449.31,82400.0,SENSEX 82600 PE 05 AUG 25,5m,62.164537,SENSEX,weekly_series,25
147,series|5m|macd_only|target_30pct,51.142086,1773.3,89.837,2025-07-31T09:20:00+05:30,1888.0,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-05 15:30:00+05:30,2025-08-05,False,weekly,300,1500,2051.4,15.6826,PE,6.4682,macd_only,SENSEX|weekly|2025-08-05|ITM2,82449.31,82400.0,SENSEX 82600 PE 05 AUG 25,5m,62.164537,SENSEX,weekly_series,25
2,series|5m|macd_only|target_30pct,0.524677,118.0,62.3922,2025-07-28T10:15:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-07 15:30:00+05:30,2025-08-07,False,weekly,671,3355,123.05,4.2797,CE,-99.9576,macd_only,NIFTY|weekly|2025-08-07|ITM2,25219.5,25200.0,NIFTY 25100 CE 07 AUG 25,5m,63.36477,NIFTY,weekly_series,26
738,series|5m|macd_only|target_30pct,0.488996,282.8,55.0172,2025-07-24T15:20:00+05:30,367.64,target_30pct_hit,target_30pct,2025-07-25 09:20:00+05:30,2025-08-07,False,weekly,4,20,956.65,238.2779,PE,30.0,macd_only,NIFTY|weekly|2025-08-07|ITM2,25219.5,25200.0,NIFTY 25300 PE 07 AUG 25,5m,63.36477,NIFTY,weekly_series,26
637,series|5m|macd_only|target_30pct,0.767305,478.85,54.277,2025-07-28T11:05:00+05:30,622.505,target_30pct_hit,target_30pct,2025-07-28 14:15:00+05:30,2025-08-07,False,weekly,38,190,956.65,99.7807,PE,30.0,macd_only,NIFTY|weekly|2025-08-07|ITM2,25219.5,25200.0,NIFTY 25300 PE 07 AUG 25,5m,63.36477,NIFTY,weekly_series,26
571,series|5m|macd_only|target_30pct,1.031056,613.0,57.8153,2025-07-29T10:15:00+05:30,796.9,target_30pct_hit,target_30pct,2025-08-07 09:20:00+05:30,2025-08-07,False,weekly,520,2600,956.65,56.0604,PE,30.0,macd_only,NIFTY|weekly|2025-08-07|ITM2,25219.5,25200.0,NIFTY 25300 PE 07 AUG 25,5m,63.36477,NIFTY,weekly_series,26
27,series|5m|macd_only|target_30pct,1.541004,1044.0,56.1008,2025-07-31T11:25:00+05:30,1357.2,target_30pct_hit,target_30pct,2025-07-31 13:00:00+05:30,2025-08-12,False,weekly,19,95,1558.55,49.2864,CE,30.0,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 80600 CE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
36,series|5m|macd_only|target_30pct,3.605854,809.0,57.9373,2025-08-04T11:15:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-12 15:30:00+05:30,2025-08-12,False,weekly,507,2535,910.15,12.5031,CE,-99.9938,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 80600 CE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
432,series|5m|macd_only|target_30pct,17.629958,591.1,88.3816,2025-07-31T09:15:00+05:30,768.43,target_30pct_hit,target_30pct,2025-08-01 15:10:00+05:30,2025-08-12,False,weekly,147,735,1204.55,103.7811,PE,30.0,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 81000 PE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
274,series|5m|macd_only|target_30pct,3.492288,730.45,56.2025,2025-08-04T09:45:00+05:30,949.585,target_30pct_hit,target_30pct,2025-08-07 10:30:00+05:30,2025-08-12,False,weekly,237,1185,1204.55,64.9052,PE,30.0,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 81000 PE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
66,series|5m|macd_only|target_30pct,1.022487,881.55,61.0276,2025-08-08T10:05:00+05:30,1146.015,target_30pct_hit,target_30pct,2025-08-08 15:15:00+05:30,2025-08-12,False,weekly,62,310,1161.5,31.7566,PE,30.0,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 81000 PE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
47,series|5m|macd_only|target_30pct,11.193016,554.75,64.4579,2025-08-12T11:10:00+05:30,721.175,target_30pct_hit,target_30pct,2025-08-12 14:50:00+05:30,2025-08-12,False,weekly,44,220,840.0,51.4196,PE,30.0,macd_only,SENSEX|weekly|2025-08-12|ITM2,80725.74,80800.0,SENSEX 81000 PE 12 AUG 25,5m,64.085466,SENSEX,weekly_series,27
39,series|5m|macd_only|target_30pct,0.014253,240.8,50.684,2025-08-04T10:35:00+05:30,31.2,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-14 15:30:00+05:30,2025-08-14,False,weekly,667,3335,295.5,22.7159,CE,-87.0432,macd_only,NIFTY|weekly|2025-08-14|ITM2,24699.1,24700.0,NIFTY 24600 CE 14 AUG 25,5m,65.959879,NIFTY,weekly_series,28
362,series|5m|macd_only|target_30pct,2.302021,193.25,66.372,2025-07-31T15:05:00+05:30,251.225,target_30pct_hit,target_30pct,2025-08-01 09:15:00+05:30,2025-08-14,False,weekly,6,30,456.0,135.9638,PE,30.0,macd_only,NIFTY|weekly|2025-08-14|ITM2,24699.1,24700.0,NIFTY 24800 PE 14 AUG 25,5m,65.959879,NIFTY,weekly_series,28
200,series|5m|macd_only|target_30pct,0.593384,238.6,61.8421,2025-08-05T09:35:00+05:30,310.18,target_30pct_hit,target_30pct,2025-08-07 09:15:00+05:30,2025-08-14,False,weekly,148,740,456.0,91.1148,PE,30.0,macd_only,NIFTY|weekly|2025-08-14|ITM2,24699.1,24700.0,NIFTY 24800 PE 14 AUG 25,5m,65.959879,NIFTY,weekly_series,28
62,series|5m|macd_only|target_30pct,0.690823,353.55,62.0071,2025-08-08T10:05:00+05:30,168.15,hold_to_end_target_30pct_not_hit,target_30pct,2025-08-14 15:30:00+05:30,2025-08-14,False,weekly,369,1845,446.95,26.4178,PE,-52.4395,macd_only,NIFTY|weekly|2025-08-14|ITM2,24699.1,24700.0,NIFTY 24800 PE 14 AUG 25,5m,65.959879,NIFTY,weekly_series,28
