date,poc,vah,val,var,ibh,ibl,ibr,ib_broken_up,ib_broken_dn,fa_up,fa_dn,session_high,session_low,open_price,close_price,total_tpos
2026-02-12,60700,60900,60700,200,60856.75,60678.75,178.0,True,True,True,True,60864.4,60597.65,60786.15,60707.8,475
2026-02-13,60200,60400,60200,200,60621.9,60415.95,205.95000000000437,False,True,False,False,60621.9,60073.55,60504.4,60169.7,488
2026-02-16,60400,60900,60300,600,60440.15,59861.1,579.0500000000029,True,False,False,False,61011.3,59861.1,59947.8,60993.85,479
2026-02-17,61100,61200,60600,600,60886.1,60560.0,326.09999999999854,True,False,False,False,61241.6,60560.0,60821.15,61144.15,448
2026-02-18,61200,61400,61200,200,61309.3,61100.9,208.40000000000146,True,False,False,False,61596.85,61100.9,61255.35,61520.4,436
2026-02-19,61000,61500,60900,600,61678.8,61369.8,309.0,False,True,False,False,61678.8,60592.9,61660.85,60660.75,469
2026-02-20,61100,61300,61000,300,61112.75,60562.35,550.4000000000015,True,False,False,False,61360.5,60562.35,60627.85,61140.35,483
2026-02-23,61100,61300,61100,200,61517.8,61067.7,450.1000000000058,False,True,False,True,61517.8,61029.15,61145.55,61275.0,489
2026-02-24,61200,61300,61000,300,61392.1,61109.15,282.9499999999971,True,True,True,False,61435.65,60801.85,61392.1,61072.45,482
2026-02-25,61100,61300,60900,400,61317.55,61145.2,172.35000000000582,False,True,False,False,61317.55,60816.75,61175.05,61012.35,472
2026-02-26,61100,61200,60900,300,61249.7,61061.3,188.39999999999418,True,True,True,True,61284.75,60813.3,61193.9,61097.0,470
2026-02-27,60700,60800,60600,200,61086.45,60684.7,401.75,False,True,False,False,61086.45,60438.95,61057.45,60482.45,478
2026-03-02,59800,60100,59600,500,60177.5,59148.0,1029.5,False,False,False,False,60177.5,59148.0,59204.3,59856.05,492
2026-03-04,58500,58800,58500,300,58996.95,58393.55,603.3999999999942,True,False,True,False,59058.4,58393.55,58447.15,58759.65,506
2026-03-05,58900,59100,58700,400,59088.7,58809.7,279.0,True,True,True,True,59274.35,58506.4,59008.25,58970.25,503
2026-03-06,58200,58500,58200,300,58807.15,58406.85,400.3000000000029,False,True,False,False,58807.15,57696.4,58629.6,57782.4,475
2026-03-09,55700,55900,55400,500,56274.15,55270.6,1003.5500000000029,False,False,False,False,56274.15,55270.6,56121.4,55998.6,557
2026-03-10,56800,57000,56700,300,56745.65,56387.2,358.45000000000437,True,False,False,False,57097.05,56387.2,56583.85,57002.1,503
2026-03-11,56000,56700,55900,800,56938.4,56517.0,421.40000000000146,False,True,False,False,56938.4,55631.95,56790.4,55666.4,492
2026-03-12,55100,55400,55000,400,55239.1,54760.55,478.54999999999563,True,False,True,False,55636.95,54760.55,55008.2,55133.6,552
2026-03-13,54000,54200,53700,500,54713.75,54115.2,598.5500000000029,False,True,False,False,54713.75,53675.7,54592.05,53770.9,488
2026-03-16,53600,54500,53500,1000,54170.5,53630.6,539.9000000000015,True,True,False,True,54664.15,53258.15,53721.5,54287.75,563
2026-03-17,54300,54700,54200,500,54651.0,54113.15,537.8499999999985,True,False,False,False,54996.0,54113.15,54649.1,54838.75,527
2026-03-18,55300,55400,54900,500,55109.3,54689.1,420.20000000000437,True,False,False,False,55554.15,54689.1,54927.05,55324.5,485
2026-03-19,53800,54000,53600,400,54110.55,53437.25,673.3000000000029,True,True,True,True,54150.3,53240.6,53474.55,53693.0,539
2026-03-20,54000,54200,53600,600,54382.45,53548.2,834.25,False,True,False,False,54382.45,53297.55,53548.2,53453.85,539
2026-03-23,51700,52000,51600,400,52665.3,51796.3,869.0,False,True,False,False,52665.3,51323.6,52576.1,51446.15,510
2026-03-24,52000,52800,51900,900,52495.7,51997.2,498.5,True,True,False,True,52949.15,51827.5,52384.8,52745.65,574
2026-03-25,53900,54000,53600,400,53754.2,53024.75,729.4499999999971,True,False,True,False,54146.15,53024.75,53024.75,53689.95,541
2026-03-27,52500,52800,52400,400,53292.5,52615.2,677.3000000000029,False,True,False,False,53292.5,52211.2,53244.25,52364.35,497
2026-03-30,50800,51100,50400,700,51624.5,50888.15,736.3499999999985,False,True,False,False,51624.5,50105.25,51527.9,50403.35,541
2026-04-01,51600,51800,51200,600,51806.25,51420.2,386.0500000000029,True,True,True,True,52025.85,51133.55,51433.9,51526.1,507
2026-04-02,50100,51300,50000,1300,50646.15,50004.3,641.8499999999985,True,True,False,True,51731.95,49954.85,50625.65,51556.2,545
2026-04-06,51500,52500,51300,1200,51879.65,51111.1,768.5500000000029,True,False,False,False,52704.55,51111.1,51747.6,52585.35,554
2026-04-07,52100,52300,52100,200,52290.5,51868.45,422.0500000000029,True,False,False,False,52387.95,51868.45,52258.7,52379.7,361
