strategy,underlying,expiry_kind,expiry,option_type,entry_time,entry_price,exit_time,exit_price,exit_reason,blended_return,max_possible_return,ladder_exits,remaining_at_exit
target_30pct,NIFTY,weekly,2025-06-05,CE,2025-05-26 09:20:00+05:30,527.29,2025-06-05 15:30:00+05:30,50.85,hold_to_end,-90.3564,9.0292,,0.0
target_50pct,NIFTY,weekly,2025-06-05,CE,2025-05-26 09:20:00+05:30,527.29,2025-06-05 15:30:00+05:30,50.85,hold_to_end,-90.3564,9.0292,,0.0
target_75pct,NIFTY,weekly,2025-06-05,CE,2025-05-26 09:20:00+05:30,527.29,2025-06-05 15:30:00+05:30,50.85,hold_to_end,-90.3564,9.0292,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-05,PE,2025-05-22 12:20:00+05:30,330.2,2025-05-23 09:40:00+05:30,231.14,hard_sl,-30.0,16.0509,,1.0
target_30pct,NIFTY,weekly,2025-06-05,PE,2025-05-22 12:20:00+05:30,330.2,2025-06-05 15:30:00+05:30,0.05,hold_to_end,-99.9849,16.0509,,0.0
target_50pct,NIFTY,weekly,2025-06-05,PE,2025-05-22 12:20:00+05:30,330.2,2025-06-05 15:30:00+05:30,0.05,hold_to_end,-99.9849,16.0509,,0.0
target_75pct,NIFTY,weekly,2025-06-05,PE,2025-05-22 12:20:00+05:30,330.2,2025-06-05 15:30:00+05:30,0.05,hold_to_end,-99.9849,16.0509,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-12,CE,2025-05-29 15:05:00+05:30,278.2,2025-06-02 09:15:00+05:30,194.74,hard_sl,-30.0,21.4234,,1.0
target_30pct,NIFTY,weekly,2025-06-12,CE,2025-05-29 15:05:00+05:30,278.2,2025-06-12 15:30:00+05:30,0.05,hold_to_end,-99.982,21.4234,,0.0
target_50pct,NIFTY,weekly,2025-06-12,CE,2025-05-29 15:05:00+05:30,278.2,2025-06-12 15:30:00+05:30,0.05,hold_to_end,-99.982,21.4234,,0.0
target_75pct,NIFTY,weekly,2025-06-12,CE,2025-05-29 15:05:00+05:30,278.2,2025-06-12 15:30:00+05:30,0.05,hold_to_end,-99.982,21.4234,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-12,PE,2025-05-29 14:15:00+05:30,366.0,2025-06-02 09:20:00+05:30,468.4,trail_stop,28.5847,42.8552,30.0,0.7
target_30pct,NIFTY,weekly,2025-06-12,PE,2025-05-29 14:15:00+05:30,366.0,2025-06-02 09:20:00+05:30,475.8,target_30pct_hit,30.0,42.8552,,0.0
target_50pct,NIFTY,weekly,2025-06-12,PE,2025-05-29 14:15:00+05:30,366.0,2025-06-12 15:30:00+05:30,11.85,hold_to_end,-96.7623,42.8552,,0.0
target_75pct,NIFTY,weekly,2025-06-12,PE,2025-05-29 14:15:00+05:30,366.0,2025-06-12 15:30:00+05:30,11.85,hold_to_end,-96.7623,42.8552,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-12,PE,2025-06-02 14:45:00+05:30,413.45,2025-06-05 09:30:00+05:30,289.415,hard_sl,-30.0,26.4603,,1.0
target_30pct,NIFTY,weekly,2025-06-12,PE,2025-06-02 14:45:00+05:30,413.45,2025-06-12 15:30:00+05:30,11.85,hold_to_end,-97.1339,26.4603,,0.0
target_50pct,NIFTY,weekly,2025-06-12,PE,2025-06-02 14:45:00+05:30,413.45,2025-06-12 15:30:00+05:30,11.85,hold_to_end,-97.1339,26.4603,,0.0
target_75pct,NIFTY,weekly,2025-06-12,PE,2025-06-02 14:45:00+05:30,413.45,2025-06-12 15:30:00+05:30,11.85,hold_to_end,-97.1339,26.4603,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-19,CE,2025-06-05 12:00:00+05:30,368.0,2025-06-05 12:30:00+05:30,443.55,trail_stop,23.3709,73.9946,30.0,0.7
target_30pct,NIFTY,weekly,2025-06-19,CE,2025-06-05 12:00:00+05:30,368.0,2025-06-05 12:20:00+05:30,478.4,target_30pct_hit,30.0,73.9946,,0.0
target_50pct,NIFTY,weekly,2025-06-19,CE,2025-06-05 12:00:00+05:30,368.0,2025-06-06 11:55:00+05:30,552.0,target_50pct_hit,50.0,73.9946,,0.0
target_75pct,NIFTY,weekly,2025-06-19,CE,2025-06-05 12:00:00+05:30,368.0,2025-06-19 15:30:00+05:30,143.3,hold_to_end,-61.0598,73.9946,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-19,CE,2025-06-06 10:35:00+05:30,415.6,2025-06-06 12:20:00+05:30,529.94,trail_stop,28.2584,54.0664,30.0,0.7
target_30pct,NIFTY,weekly,2025-06-19,CE,2025-06-06 10:35:00+05:30,415.6,2025-06-06 11:55:00+05:30,540.28,target_30pct_hit,30.0,54.0664,,0.0
target_50pct,NIFTY,weekly,2025-06-19,CE,2025-06-06 10:35:00+05:30,415.6,2025-06-11 11:20:00+05:30,623.4,target_50pct_hit,50.0,54.0664,,0.0
target_75pct,NIFTY,weekly,2025-06-19,CE,2025-06-06 10:35:00+05:30,415.6,2025-06-19 15:30:00+05:30,143.3,hold_to_end,-65.5197,54.0664,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-19,CE,2025-06-09 15:30:00+05:30,569.35,2025-06-12 13:35:00+05:30,398.545,hard_sl,-30.0,12.4616,,1.0
target_30pct,NIFTY,weekly,2025-06-19,CE,2025-06-09 15:30:00+05:30,569.35,2025-06-19 15:30:00+05:30,143.3,hold_to_end,-74.8309,12.4616,,0.0
target_50pct,NIFTY,weekly,2025-06-19,CE,2025-06-09 15:30:00+05:30,569.35,2025-06-19 15:30:00+05:30,143.3,hold_to_end,-74.8309,12.4616,,0.0
target_75pct,NIFTY,weekly,2025-06-19,CE,2025-06-09 15:30:00+05:30,569.35,2025-06-19 15:30:00+05:30,143.3,hold_to_end,-74.8309,12.4616,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-19,PE,2025-06-05 13:55:00+05:30,202.55,2025-06-06 10:50:00+05:30,141.785,hard_sl,-30.0,37.4229,,1.0
target_30pct,NIFTY,weekly,2025-06-19,PE,2025-06-05 13:55:00+05:30,202.55,2025-06-13 09:15:00+05:30,263.315,target_30pct_hit,30.0,37.4229,,0.0
target_50pct,NIFTY,weekly,2025-06-19,PE,2025-06-05 13:55:00+05:30,202.55,2025-06-19 15:30:00+05:30,0.05,hold_to_end,-99.9753,37.4229,,0.0
target_75pct,NIFTY,weekly,2025-06-19,PE,2025-06-05 13:55:00+05:30,202.55,2025-06-19 15:30:00+05:30,0.05,hold_to_end,-99.9753,37.4229,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-06-19,PE,2025-06-13 14:55:00+05:30,178.05,2025-06-16 09:15:00+05:30,124.635,hard_sl,-30.0,10.0814,,1.0
target_30pct,NIFTY,weekly,2025-06-19,PE,2025-06-13 14:55:00+05:30,178.05,2025-06-19 15:30:00+05:30,0.05,hold_to_end,-99.9719,10.0814,,0.0
target_50pct,NIFTY,weekly,2025-06-19,PE,2025-06-13 14:55:00+05:30,178.05,2025-06-19 15:30:00+05:30,0.05,hold_to_end,-99.9719,10.0814,,0.0
target_75pct,NIFTY,weekly,2025-06-19,PE,2025-06-13 14:55:00+05:30,178.05,2025-06-19 15:30:00+05:30,0.05,hold_to_end,-99.9719,10.0814,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-03,CE,2025-06-19 14:00:00+05:30,307.1,2025-06-20 10:30:00+05:30,400.24,trail_stop,31.1973,189.8079,30.0|40.0,0.6
target_30pct,NIFTY,weekly,2025-07-03,CE,2025-06-19 14:00:00+05:30,307.1,2025-06-20 10:30:00+05:30,399.23,target_30pct_hit,30.0,189.8079,,0.0
target_50pct,NIFTY,weekly,2025-07-03,CE,2025-06-19 14:00:00+05:30,307.1,2025-06-20 13:20:00+05:30,460.65,target_50pct_hit,50.0,189.8079,,0.0
target_75pct,NIFTY,weekly,2025-07-03,CE,2025-06-19 14:00:00+05:30,307.1,2025-06-24 09:20:00+05:30,537.425,target_75pct_hit,75.0,189.8079,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-03,CE,2025-06-23 12:35:00+05:30,330.65,2025-06-23 14:05:00+05:30,398.885,trail_stop,23.4456,169.1668,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-03,CE,2025-06-23 12:35:00+05:30,330.65,2025-06-23 14:05:00+05:30,429.845,target_30pct_hit,30.0,169.1668,,0.0
target_50pct,NIFTY,weekly,2025-07-03,CE,2025-06-23 12:35:00+05:30,330.65,2025-06-24 09:15:00+05:30,495.975,target_50pct_hit,50.0,169.1668,,0.0
target_75pct,NIFTY,weekly,2025-07-03,CE,2025-06-23 12:35:00+05:30,330.65,2025-06-24 11:15:00+05:30,578.6375,target_75pct_hit,75.0,169.1668,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-03,CE,2025-06-24 09:15:00+05:30,523.55,2025-06-24 15:05:00+05:30,366.485,hard_sl,-30.0,69.9933,,1.0
target_30pct,NIFTY,weekly,2025-07-03,CE,2025-06-24 09:15:00+05:30,523.55,2025-06-26 13:20:00+05:30,680.615,target_30pct_hit,30.0,69.9933,,0.0
target_50pct,NIFTY,weekly,2025-07-03,CE,2025-06-24 09:15:00+05:30,523.55,2025-06-27 09:15:00+05:30,785.325,target_50pct_hit,50.0,69.9933,,0.0
target_75pct,NIFTY,weekly,2025-07-03,CE,2025-06-24 09:15:00+05:30,523.55,2025-07-03 15:30:00+05:30,605.95,hold_to_end,15.7387,69.9933,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-03,CE,2025-07-01 09:20:00+05:30,745.0,2025-07-03 15:30:00+05:30,605.95,hold_to_end,-18.6644,8.8322,,1.0
target_30pct,NIFTY,weekly,2025-07-03,CE,2025-07-01 09:20:00+05:30,745.0,2025-07-03 15:30:00+05:30,605.95,hold_to_end,-18.6644,8.8322,,0.0
target_50pct,NIFTY,weekly,2025-07-03,CE,2025-07-01 09:20:00+05:30,745.0,2025-07-03 15:30:00+05:30,605.95,hold_to_end,-18.6644,8.8322,,0.0
target_75pct,NIFTY,weekly,2025-07-03,CE,2025-07-01 09:20:00+05:30,745.0,2025-07-03 15:30:00+05:30,605.95,hold_to_end,-18.6644,8.8322,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-03,PE,2025-06-19 15:00:00+05:30,252.0,2025-06-20 10:15:00+05:30,176.4,hard_sl,-30.0,9.3056,,1.0
target_30pct,NIFTY,weekly,2025-07-03,PE,2025-06-19 15:00:00+05:30,252.0,2025-07-03 15:30:00+05:30,0.05,hold_to_end,-99.9802,9.3056,,0.0
target_50pct,NIFTY,weekly,2025-07-03,PE,2025-06-19 15:00:00+05:30,252.0,2025-07-03 15:30:00+05:30,0.05,hold_to_end,-99.9802,9.3056,,0.0
target_75pct,NIFTY,weekly,2025-07-03,PE,2025-06-19 15:00:00+05:30,252.0,2025-07-03 15:30:00+05:30,0.05,hold_to_end,-99.9802,9.3056,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,CE,2025-06-26 12:10:00+05:30,331.2,2025-06-27 09:15:00+05:30,445.88,trail_stop,33.7754,50.6944,30.0|40.0,0.6
target_30pct,NIFTY,weekly,2025-07-10,CE,2025-06-26 12:10:00+05:30,331.2,2025-06-27 09:15:00+05:30,430.56,target_30pct_hit,30.0,50.6944,,0.0
target_50pct,NIFTY,weekly,2025-07-10,CE,2025-06-26 12:10:00+05:30,331.2,2025-06-27 12:45:00+05:30,496.8,target_50pct_hit,50.0,50.6944,,0.0
target_75pct,NIFTY,weekly,2025-07-10,CE,2025-06-26 12:10:00+05:30,331.2,2025-07-10 15:30:00+05:30,55.1,hold_to_end,-83.3635,50.6944,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,CE,2025-07-01 09:25:00+05:30,392.5,2025-07-02 13:25:00+05:30,274.75,hard_sl,-30.0,4.0255,,1.0
target_30pct,NIFTY,weekly,2025-07-10,CE,2025-07-01 09:25:00+05:30,392.5,2025-07-10 15:30:00+05:30,55.1,hold_to_end,-85.9618,4.0255,,0.0
target_50pct,NIFTY,weekly,2025-07-10,CE,2025-07-01 09:25:00+05:30,392.5,2025-07-10 15:30:00+05:30,55.1,hold_to_end,-85.9618,4.0255,,0.0
target_75pct,NIFTY,weekly,2025-07-10,CE,2025-07-01 09:25:00+05:30,392.5,2025-07-10 15:30:00+05:30,55.1,hold_to_end,-85.9618,4.0255,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,PE,2025-06-30 10:00:00+05:30,99.8,2025-06-30 13:15:00+05:30,123.12,trail_stop,25.3567,34.3186,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-10,PE,2025-06-30 10:00:00+05:30,99.8,2025-06-30 13:15:00+05:30,129.74,target_30pct_hit,30.0,34.3186,,0.0
target_50pct,NIFTY,weekly,2025-07-10,PE,2025-06-30 10:00:00+05:30,99.8,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9499,34.3186,,0.0
target_75pct,NIFTY,weekly,2025-07-10,PE,2025-06-30 10:00:00+05:30,99.8,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9499,34.3186,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,PE,2025-07-02 10:25:00+05:30,85.05,2025-07-02 13:30:00+05:30,121.495,trail_stop,39.4256,52.8513,30.0|40.0|50.0,0.5
target_30pct,NIFTY,weekly,2025-07-10,PE,2025-07-02 10:25:00+05:30,85.05,2025-07-02 13:30:00+05:30,110.565,target_30pct_hit,30.0,52.8513,,0.0
target_50pct,NIFTY,weekly,2025-07-10,PE,2025-07-02 10:25:00+05:30,85.05,2025-07-02 13:30:00+05:30,127.575,target_50pct_hit,50.0,52.8513,,0.0
target_75pct,NIFTY,weekly,2025-07-10,PE,2025-07-02 10:25:00+05:30,85.05,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9412,52.8513,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,PE,2025-07-03 13:05:00+05:30,75.8,2025-07-03 14:35:00+05:30,96.42,trail_stop,28.0422,71.504,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-10,PE,2025-07-03 13:05:00+05:30,75.8,2025-07-03 14:35:00+05:30,98.54,target_30pct_hit,30.0,71.504,,0.0
target_50pct,NIFTY,weekly,2025-07-10,PE,2025-07-03 13:05:00+05:30,75.8,2025-07-03 14:40:00+05:30,113.7,target_50pct_hit,50.0,71.504,,0.0
target_75pct,NIFTY,weekly,2025-07-10,PE,2025-07-03 13:05:00+05:30,75.8,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.934,71.504,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-10,PE,2025-07-04 11:40:00+05:30,108.35,2025-07-04 14:40:00+05:30,75.845,hard_sl,-30.0,19.9815,,1.0
target_30pct,NIFTY,weekly,2025-07-10,PE,2025-07-04 11:40:00+05:30,108.35,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9539,19.9815,,0.0
target_50pct,NIFTY,weekly,2025-07-10,PE,2025-07-04 11:40:00+05:30,108.35,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9539,19.9815,,0.0
target_75pct,NIFTY,weekly,2025-07-10,PE,2025-07-04 11:40:00+05:30,108.35,2025-07-10 15:30:00+05:30,0.05,hold_to_end,-99.9539,19.9815,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-17,CE,2025-07-03 13:40:00+05:30,293.0,2025-07-03 15:30:00+05:30,205.1,hard_sl,-30.0,2.0137,,1.0
target_30pct,NIFTY,weekly,2025-07-17,CE,2025-07-03 13:40:00+05:30,293.0,2025-07-17 15:30:00+05:30,0.05,hold_to_end,-99.9829,2.0137,,0.0
target_50pct,NIFTY,weekly,2025-07-17,CE,2025-07-03 13:40:00+05:30,293.0,2025-07-17 15:30:00+05:30,0.05,hold_to_end,-99.9829,2.0137,,0.0
target_75pct,NIFTY,weekly,2025-07-17,CE,2025-07-03 13:40:00+05:30,293.0,2025-07-17 15:30:00+05:30,0.05,hold_to_end,-99.9829,2.0137,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-17,PE,2025-07-03 12:15:00+05:30,204.0,2025-07-04 09:40:00+05:30,249.6,trail_stop,24.6471,134.6569,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-17,PE,2025-07-03 12:15:00+05:30,204.0,2025-07-04 09:40:00+05:30,265.2,target_30pct_hit,30.0,134.6569,,0.0
target_50pct,NIFTY,weekly,2025-07-17,PE,2025-07-03 12:15:00+05:30,204.0,2025-07-11 10:45:00+05:30,306.0,target_50pct_hit,50.0,134.6569,,0.0
target_75pct,NIFTY,weekly,2025-07-17,PE,2025-07-03 12:15:00+05:30,204.0,2025-07-11 11:10:00+05:30,357.0,target_75pct_hit,75.0,134.6569,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-17,PE,2025-07-04 11:30:00+05:30,239.5,2025-07-08 12:35:00+05:30,167.65,hard_sl,-30.0,99.8747,,1.0
target_30pct,NIFTY,weekly,2025-07-17,PE,2025-07-04 11:30:00+05:30,239.5,2025-07-11 10:45:00+05:30,311.35,target_30pct_hit,30.0,99.8747,,0.0
target_50pct,NIFTY,weekly,2025-07-17,PE,2025-07-04 11:30:00+05:30,239.5,2025-07-11 12:05:00+05:30,359.25,target_50pct_hit,50.0,99.8747,,0.0
target_75pct,NIFTY,weekly,2025-07-17,PE,2025-07-04 11:30:00+05:30,239.5,2025-07-14 09:25:00+05:30,419.125,target_75pct_hit,75.0,99.8747,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-17,PE,2025-07-11 15:15:00+05:30,342.8,2025-07-14 09:25:00+05:30,414.22,trail_stop,23.584,39.6441,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-17,PE,2025-07-11 15:15:00+05:30,342.8,2025-07-14 09:25:00+05:30,445.64,target_30pct_hit,30.0,39.6441,,0.0
target_50pct,NIFTY,weekly,2025-07-17,PE,2025-07-11 15:15:00+05:30,342.8,2025-07-17 15:30:00+05:30,388.95,hold_to_end,13.4627,39.6441,,0.0
target_75pct,NIFTY,weekly,2025-07-17,PE,2025-07-11 15:15:00+05:30,342.8,2025-07-17 15:30:00+05:30,388.95,hold_to_end,13.4627,39.6441,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-17,PE,2025-07-15 13:45:00+05:30,304.05,2025-07-17 15:30:00+05:30,388.95,hold_to_end,28.5461,30.2417,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-17,PE,2025-07-15 13:45:00+05:30,304.05,2025-07-17 15:05:00+05:30,395.265,target_30pct_hit,30.0,30.2417,,0.0
target_50pct,NIFTY,weekly,2025-07-17,PE,2025-07-15 13:45:00+05:30,304.05,2025-07-17 15:30:00+05:30,388.95,hold_to_end,27.923,30.2417,,0.0
target_75pct,NIFTY,weekly,2025-07-17,PE,2025-07-15 13:45:00+05:30,304.05,2025-07-17 15:30:00+05:30,388.95,hold_to_end,27.923,30.2417,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,CE,2025-07-14 14:55:00+05:30,55.55,2025-07-15 11:05:00+05:30,75.545,trail_stop,34.5968,51.9352,30.0|40.0,0.6
target_30pct,NIFTY,weekly,2025-07-24,CE,2025-07-14 14:55:00+05:30,55.55,2025-07-15 11:05:00+05:30,72.215,target_30pct_hit,30.0,51.9352,,0.0
target_50pct,NIFTY,weekly,2025-07-24,CE,2025-07-14 14:55:00+05:30,55.55,2025-07-15 11:10:00+05:30,83.325,target_50pct_hit,50.0,51.9352,,0.0
target_75pct,NIFTY,weekly,2025-07-24,CE,2025-07-14 14:55:00+05:30,55.55,2025-07-24 15:30:00+05:30,0.05,hold_to_end,-99.91,51.9352,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,CE,2025-07-16 12:15:00+05:30,45.75,2025-07-17 14:15:00+05:30,32.025,hard_sl,-30.0,26.5574,,1.0
target_30pct,NIFTY,weekly,2025-07-24,CE,2025-07-16 12:15:00+05:30,45.75,2025-07-24 15:30:00+05:30,0.05,hold_to_end,-99.8907,26.5574,,0.0
target_50pct,NIFTY,weekly,2025-07-24,CE,2025-07-16 12:15:00+05:30,45.75,2025-07-24 15:30:00+05:30,0.05,hold_to_end,-99.8907,26.5574,,0.0
target_75pct,NIFTY,weekly,2025-07-24,CE,2025-07-16 12:15:00+05:30,45.75,2025-07-24 15:30:00+05:30,0.05,hold_to_end,-99.8907,26.5574,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,PE,2025-07-10 13:45:00+05:30,255.15,2025-07-11 10:45:00+05:30,321.035,trail_stop,27.0754,137.7033,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-24,PE,2025-07-10 13:45:00+05:30,255.15,2025-07-11 10:35:00+05:30,331.695,target_30pct_hit,30.0,137.7033,,0.0
target_50pct,NIFTY,weekly,2025-07-24,PE,2025-07-10 13:45:00+05:30,255.15,2025-07-11 11:10:00+05:30,382.725,target_50pct_hit,50.0,137.7033,,0.0
target_75pct,NIFTY,weekly,2025-07-24,PE,2025-07-10 13:45:00+05:30,255.15,2025-07-14 09:25:00+05:30,446.5125,target_75pct_hit,75.0,137.7033,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,PE,2025-07-11 15:15:00+05:30,372.25,2025-07-14 13:25:00+05:30,446.775,trail_stop,23.0141,62.9281,30.0,0.7
target_30pct,NIFTY,weekly,2025-07-24,PE,2025-07-11 15:15:00+05:30,372.25,2025-07-14 13:10:00+05:30,483.925,target_30pct_hit,30.0,62.9281,,0.0
target_50pct,NIFTY,weekly,2025-07-24,PE,2025-07-11 15:15:00+05:30,372.25,2025-07-21 09:25:00+05:30,558.375,target_50pct_hit,50.0,62.9281,,0.0
target_75pct,NIFTY,weekly,2025-07-24,PE,2025-07-11 15:15:00+05:30,372.25,2025-07-24 15:30:00+05:30,438.8,hold_to_end,17.8778,62.9281,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,PE,2025-07-15 13:45:00+05:30,334.25,2025-07-18 10:20:00+05:30,506.575,trail_stop,44.6223,81.451,30.0|40.0|50.0|60.0,0.4
target_30pct,NIFTY,weekly,2025-07-24,PE,2025-07-15 13:45:00+05:30,334.25,2025-07-18 09:45:00+05:30,434.525,target_30pct_hit,30.0,81.451,,0.0
target_50pct,NIFTY,weekly,2025-07-24,PE,2025-07-15 13:45:00+05:30,334.25,2025-07-18 10:20:00+05:30,501.375,target_50pct_hit,50.0,81.451,,0.0
target_75pct,NIFTY,weekly,2025-07-24,PE,2025-07-15 13:45:00+05:30,334.25,2025-07-21 09:25:00+05:30,584.9375,target_75pct_hit,75.0,81.451,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-07-24,PE,2025-07-21 09:20:00+05:30,551.0,2025-07-21 15:25:00+05:30,385.7,hard_sl,-30.0,10.0726,,1.0
target_30pct,NIFTY,weekly,2025-07-24,PE,2025-07-21 09:20:00+05:30,551.0,2025-07-24 15:30:00+05:30,438.8,hold_to_end,-20.363,10.0726,,0.0
target_50pct,NIFTY,weekly,2025-07-24,PE,2025-07-21 09:20:00+05:30,551.0,2025-07-24 15:30:00+05:30,438.8,hold_to_end,-20.363,10.0726,,0.0
target_75pct,NIFTY,weekly,2025-07-24,PE,2025-07-21 09:20:00+05:30,551.0,2025-07-24 15:30:00+05:30,438.8,hold_to_end,-20.363,10.0726,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-07,CE,2025-07-28 10:15:00+05:30,86.5,2025-07-28 12:15:00+05:30,60.55,hard_sl,-30.0,4.3931,,1.0
target_30pct,NIFTY,weekly,2025-08-07,CE,2025-07-28 10:15:00+05:30,86.5,2025-08-07 15:30:00+05:30,0.05,hold_to_end,-99.9422,4.3931,,0.0
target_50pct,NIFTY,weekly,2025-08-07,CE,2025-07-28 10:15:00+05:30,86.5,2025-08-07 15:30:00+05:30,0.05,hold_to_end,-99.9422,4.3931,,0.0
target_75pct,NIFTY,weekly,2025-08-07,CE,2025-07-28 10:15:00+05:30,86.5,2025-08-07 15:30:00+05:30,0.05,hold_to_end,-99.9422,4.3931,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-07,PE,2025-07-24 15:20:00+05:30,223.55,2025-07-25 09:15:00+05:30,276.045,trail_stop,25.4377,284.0752,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-07,PE,2025-07-24 15:20:00+05:30,223.55,2025-07-25 09:15:00+05:30,290.615,target_30pct_hit,30.0,284.0752,,0.0
target_50pct,NIFTY,weekly,2025-08-07,PE,2025-07-24 15:20:00+05:30,223.55,2025-07-25 09:25:00+05:30,335.325,target_50pct_hit,50.0,284.0752,,0.0
target_75pct,NIFTY,weekly,2025-08-07,PE,2025-07-24 15:20:00+05:30,223.55,2025-07-25 11:50:00+05:30,391.2125,target_75pct_hit,75.0,284.0752,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-07,PE,2025-07-28 11:05:00+05:30,400.0,2025-07-28 14:40:00+05:30,498.85,trail_stop,26.2988,114.65,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-07,PE,2025-07-28 11:05:00+05:30,400.0,2025-07-28 13:35:00+05:30,520.0,target_30pct_hit,30.0,114.65,,0.0
target_50pct,NIFTY,weekly,2025-08-07,PE,2025-07-28 11:05:00+05:30,400.0,2025-08-01 15:05:00+05:30,600.0,target_50pct_hit,50.0,114.65,,0.0
target_75pct,NIFTY,weekly,2025-08-07,PE,2025-07-28 11:05:00+05:30,400.0,2025-08-07 09:20:00+05:30,700.0,target_75pct_hit,75.0,114.65,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-07,PE,2025-07-29 10:15:00+05:30,521.3,2025-07-30 09:30:00+05:30,364.91,hard_sl,-30.0,64.7036,,1.0
target_30pct,NIFTY,weekly,2025-08-07,PE,2025-07-29 10:15:00+05:30,521.3,2025-08-07 09:15:00+05:30,677.69,target_30pct_hit,30.0,64.7036,,0.0
target_50pct,NIFTY,weekly,2025-08-07,PE,2025-07-29 10:15:00+05:30,521.3,2025-08-07 10:45:00+05:30,781.95,target_50pct_hit,50.0,64.7036,,0.0
target_75pct,NIFTY,weekly,2025-08-07,PE,2025-07-29 10:15:00+05:30,521.3,2025-08-07 15:30:00+05:30,605.0,hold_to_end,16.056,64.7036,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-14,CE,2025-08-04 10:40:00+05:30,193.05,2025-08-05 13:25:00+05:30,135.135,hard_sl,-30.0,21.7301,,1.0
target_30pct,NIFTY,weekly,2025-08-14,CE,2025-08-04 10:40:00+05:30,193.05,2025-08-14 15:30:00+05:30,0.05,hold_to_end,-99.9741,21.7301,,0.0
target_50pct,NIFTY,weekly,2025-08-14,CE,2025-08-04 10:40:00+05:30,193.05,2025-08-14 15:30:00+05:30,0.05,hold_to_end,-99.9741,21.7301,,0.0
target_75pct,NIFTY,weekly,2025-08-14,CE,2025-08-04 10:40:00+05:30,193.05,2025-08-14 15:30:00+05:30,0.05,hold_to_end,-99.9741,21.7301,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-14,PE,2025-07-31 15:05:00+05:30,153.0,2025-08-01 09:15:00+05:30,189.7,trail_stop,25.7908,141.6013,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-14,PE,2025-07-31 15:05:00+05:30,153.0,2025-08-01 09:15:00+05:30,198.9,target_30pct_hit,30.0,141.6013,,0.0
