strategy,underlying,expiry_kind,expiry,option_type,entry_time,entry_price,exit_time,exit_price,exit_reason,blended_return,max_possible_return,ladder_exits,remaining_at_exit
target_50pct,NIFTY,weekly,2025-08-14,PE,2025-07-31 15:05:00+05:30,153.0,2025-08-01 11:45:00+05:30,229.5,target_50pct_hit,50.0,141.6013,,0.0
target_75pct,NIFTY,weekly,2025-08-14,PE,2025-07-31 15:05:00+05:30,153.0,2025-08-01 15:10:00+05:30,267.75,target_75pct_hit,75.0,141.6013,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-14,PE,2025-08-05 09:40:00+05:30,208.3,2025-08-07 09:15:00+05:30,257.17,trail_stop,25.4229,77.4604,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-14,PE,2025-08-05 09:40:00+05:30,208.3,2025-08-07 09:15:00+05:30,270.79,target_30pct_hit,30.0,77.4604,,0.0
target_50pct,NIFTY,weekly,2025-08-14,PE,2025-08-05 09:40:00+05:30,208.3,2025-08-07 10:50:00+05:30,312.45,target_50pct_hit,50.0,77.4604,,0.0
target_75pct,NIFTY,weekly,2025-08-14,PE,2025-08-05 09:40:00+05:30,208.3,2025-08-07 13:35:00+05:30,364.525,target_75pct_hit,75.0,77.4604,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-14,PE,2025-08-08 10:10:00+05:30,268.15,2025-08-08 15:15:00+05:30,332.985,trail_stop,25.925,34.1786,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-14,PE,2025-08-08 10:10:00+05:30,268.15,2025-08-08 15:15:00+05:30,348.595,target_30pct_hit,30.0,34.1786,,0.0
target_50pct,NIFTY,weekly,2025-08-14,PE,2025-08-08 10:10:00+05:30,268.15,2025-08-14 15:30:00+05:30,68.7,hold_to_end,-74.38,34.1786,,0.0
target_75pct,NIFTY,weekly,2025-08-14,PE,2025-08-08 10:10:00+05:30,268.15,2025-08-14 15:30:00+05:30,68.7,hold_to_end,-74.38,34.1786,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-14,PE,2025-08-12 11:05:00+05:30,173.75,2025-08-12 12:25:00+05:30,121.625,hard_sl,-30.0,27.7698,,1.0
target_30pct,NIFTY,weekly,2025-08-14,PE,2025-08-12 11:05:00+05:30,173.75,2025-08-14 15:30:00+05:30,68.7,hold_to_end,-60.4604,27.7698,,0.0
target_50pct,NIFTY,weekly,2025-08-14,PE,2025-08-12 11:05:00+05:30,173.75,2025-08-14 15:30:00+05:30,68.7,hold_to_end,-60.4604,27.7698,,0.0
target_75pct,NIFTY,weekly,2025-08-14,PE,2025-08-12 11:05:00+05:30,173.75,2025-08-14 15:30:00+05:30,68.7,hold_to_end,-60.4604,27.7698,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,CE,2025-08-07 14:25:00+05:30,199.0,2025-08-07 15:05:00+05:30,257.95,trail_stop,29.7362,226.2563,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-21,CE,2025-08-07 14:25:00+05:30,199.0,2025-08-07 15:05:00+05:30,258.7,target_30pct_hit,30.0,226.2563,,0.0
target_50pct,NIFTY,weekly,2025-08-21,CE,2025-08-07 14:25:00+05:30,199.0,2025-08-07 15:25:00+05:30,298.5,target_50pct_hit,50.0,226.2563,,0.0
target_75pct,NIFTY,weekly,2025-08-21,CE,2025-08-07 14:25:00+05:30,199.0,2025-08-18 09:15:00+05:30,348.25,target_75pct_hit,75.0,226.2563,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,CE,2025-08-11 10:30:00+05:30,174.2,2025-08-11 15:15:00+05:30,223.73,trail_stop,28.903,272.7038,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-21,CE,2025-08-11 10:30:00+05:30,174.2,2025-08-11 14:35:00+05:30,226.46,target_30pct_hit,30.0,272.7038,,0.0
target_50pct,NIFTY,weekly,2025-08-21,CE,2025-08-11 10:30:00+05:30,174.2,2025-08-12 09:35:00+05:30,261.3,target_50pct_hit,50.0,272.7038,,0.0
target_75pct,NIFTY,weekly,2025-08-21,CE,2025-08-11 10:30:00+05:30,174.2,2025-08-12 10:05:00+05:30,304.85,target_75pct_hit,75.0,272.7038,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,CE,2025-08-12 12:30:00+05:30,253.0,2025-08-12 15:05:00+05:30,177.1,hard_sl,-30.0,156.6206,,1.0
target_30pct,NIFTY,weekly,2025-08-21,CE,2025-08-12 12:30:00+05:30,253.0,2025-08-18 09:15:00+05:30,328.9,target_30pct_hit,30.0,156.6206,,0.0
target_50pct,NIFTY,weekly,2025-08-21,CE,2025-08-12 12:30:00+05:30,253.0,2025-08-18 09:15:00+05:30,379.5,target_50pct_hit,50.0,156.6206,,0.0
target_75pct,NIFTY,weekly,2025-08-21,CE,2025-08-12 12:30:00+05:30,253.0,2025-08-18 09:15:00+05:30,442.75,target_75pct_hit,75.0,156.6206,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,CE,2025-08-18 13:20:00+05:30,489.0,2025-08-21 12:30:00+05:30,596.2,trail_stop,24.3456,32.771,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-21,CE,2025-08-18 13:20:00+05:30,489.0,2025-08-21 10:05:00+05:30,635.7,target_30pct_hit,30.0,32.771,,0.0
target_50pct,NIFTY,weekly,2025-08-21,CE,2025-08-18 13:20:00+05:30,489.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,19.4479,32.771,,0.0
target_75pct,NIFTY,weekly,2025-08-21,CE,2025-08-18 13:20:00+05:30,489.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,19.4479,32.771,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,CE,2025-08-21 12:45:00+05:30,620.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,-5.7903,4.7177,,1.0
target_30pct,NIFTY,weekly,2025-08-21,CE,2025-08-21 12:45:00+05:30,620.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,-5.7903,4.7177,,0.0
target_50pct,NIFTY,weekly,2025-08-21,CE,2025-08-21 12:45:00+05:30,620.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,-5.7903,4.7177,,0.0
target_75pct,NIFTY,weekly,2025-08-21,CE,2025-08-21 12:45:00+05:30,620.0,2025-08-21 15:30:00+05:30,584.1,hold_to_end,-5.7903,4.7177,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,PE,2025-08-08 10:10:00+05:30,187.4,2025-08-08 15:15:00+05:30,232.26,trail_stop,25.7567,33.9381,30.0,0.7
target_30pct,NIFTY,weekly,2025-08-21,PE,2025-08-08 10:10:00+05:30,187.4,2025-08-08 15:15:00+05:30,243.62,target_30pct_hit,30.0,33.9381,,0.0
target_50pct,NIFTY,weekly,2025-08-21,PE,2025-08-08 10:10:00+05:30,187.4,2025-08-21 15:30:00+05:30,0.05,hold_to_end,-99.9733,33.9381,,0.0
target_75pct,NIFTY,weekly,2025-08-21,PE,2025-08-08 10:10:00+05:30,187.4,2025-08-21 15:30:00+05:30,0.05,hold_to_end,-99.9733,33.9381,,0.0
staggered_30_sl30_trail10,NIFTY,weekly,2025-08-21,PE,2025-08-12 11:10:00+05:30,130.75,2025-08-12 12:40:00+05:30,91.525,hard_sl,-30.0,11.5488,,1.0
target_30pct,NIFTY,weekly,2025-08-21,PE,2025-08-12 11:10:00+05:30,130.75,2025-08-21 15:30:00+05:30,0.05,hold_to_end,-99.9618,11.5488,,0.0
target_50pct,NIFTY,weekly,2025-08-21,PE,2025-08-12 11:10:00+05:30,130.75,2025-08-21 15:30:00+05:30,0.05,hold_to_end,-99.9618,11.5488,,0.0
target_75pct,NIFTY,weekly,2025-08-21,PE,2025-08-12 11:10:00+05:30,130.75,2025-08-21 15:30:00+05:30,0.05,hold_to_end,-99.9618,11.5488,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-08,CE,2025-04-07 15:10:00+05:30,30.25,2025-04-07 15:20:00+05:30,21.175,hard_sl,-30.0,25.6198,,1.0
target_30pct,SENSEX,weekly,2025-04-08,CE,2025-04-07 15:10:00+05:30,30.25,2025-04-08 15:30:00+05:30,0.05,hold_to_end,-99.8347,25.6198,,0.0
target_50pct,SENSEX,weekly,2025-04-08,CE,2025-04-07 15:10:00+05:30,30.25,2025-04-08 15:30:00+05:30,0.05,hold_to_end,-99.8347,25.6198,,0.0
target_75pct,SENSEX,weekly,2025-04-08,CE,2025-04-07 15:10:00+05:30,30.25,2025-04-08 15:30:00+05:30,0.05,hold_to_end,-99.8347,25.6198,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-08,PE,2025-04-03 14:30:00+05:30,332.05,2025-04-04 09:15:00+05:30,509.445,trail_stop,45.3697,1134.031,30.0|40.0|50.0|60.0,0.4
target_30pct,SENSEX,weekly,2025-04-08,PE,2025-04-03 14:30:00+05:30,332.05,2025-04-04 09:15:00+05:30,431.665,target_30pct_hit,30.0,1134.031,,0.0
target_50pct,SENSEX,weekly,2025-04-08,PE,2025-04-03 14:30:00+05:30,332.05,2025-04-04 09:15:00+05:30,498.075,target_50pct_hit,50.0,1134.031,,0.0
target_75pct,SENSEX,weekly,2025-04-08,PE,2025-04-03 14:30:00+05:30,332.05,2025-04-04 09:20:00+05:30,581.0875,target_75pct_hit,75.0,1134.031,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-08,PE,2025-04-08 15:05:00+05:30,1892.9,2025-04-08 15:30:00+05:30,1877.4,hold_to_end,-0.8188,0.1268,,1.0
target_30pct,SENSEX,weekly,2025-04-08,PE,2025-04-08 15:05:00+05:30,1892.9,2025-04-08 15:30:00+05:30,1877.4,hold_to_end,-0.8188,0.1268,,0.0
target_50pct,SENSEX,weekly,2025-04-08,PE,2025-04-08 15:05:00+05:30,1892.9,2025-04-08 15:30:00+05:30,1877.4,hold_to_end,-0.8188,0.1268,,0.0
target_75pct,SENSEX,weekly,2025-04-08,PE,2025-04-08 15:05:00+05:30,1892.9,2025-04-08 15:30:00+05:30,1877.4,hold_to_end,-0.8188,0.1268,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,CE,2025-04-07 14:30:00+05:30,135.1,2025-04-07 15:10:00+05:30,197.64,trail_stop,41.1458,467.0244,30.0|40.0|50.0,0.5
target_30pct,SENSEX,weekly,2025-04-15,CE,2025-04-07 14:30:00+05:30,135.1,2025-04-07 15:10:00+05:30,175.63,target_30pct_hit,30.0,467.0244,,0.0
target_50pct,SENSEX,weekly,2025-04-15,CE,2025-04-07 14:30:00+05:30,135.1,2025-04-07 15:10:00+05:30,202.65,target_50pct_hit,50.0,467.0244,,0.0
target_75pct,SENSEX,weekly,2025-04-15,CE,2025-04-07 14:30:00+05:30,135.1,2025-04-07 15:30:00+05:30,236.425,target_75pct_hit,75.0,467.0244,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,CE,2025-04-08 11:10:00+05:30,196.8,2025-04-08 12:25:00+05:30,240.47,trail_stop,24.533,289.253,30.0,0.7
target_30pct,SENSEX,weekly,2025-04-15,CE,2025-04-08 11:10:00+05:30,196.8,2025-04-08 12:25:00+05:30,255.84,target_30pct_hit,30.0,289.253,,0.0
target_50pct,SENSEX,weekly,2025-04-15,CE,2025-04-08 11:10:00+05:30,196.8,2025-04-08 12:40:00+05:30,295.2,target_50pct_hit,50.0,289.253,,0.0
target_75pct,SENSEX,weekly,2025-04-15,CE,2025-04-08 11:10:00+05:30,196.8,2025-04-15 09:15:00+05:30,344.4,target_75pct_hit,75.0,289.253,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,CE,2025-04-09 15:10:00+05:30,130.7,2025-04-11 09:15:00+05:30,261.4,fully_laddered,58.0,486.1132,30.0|40.0|50.0|60.0|70.0|80.0|90.0|100.0,0.0
target_30pct,SENSEX,weekly,2025-04-15,CE,2025-04-09 15:10:00+05:30,130.7,2025-04-11 09:15:00+05:30,169.91,target_30pct_hit,30.0,486.1132,,0.0
target_50pct,SENSEX,weekly,2025-04-15,CE,2025-04-09 15:10:00+05:30,130.7,2025-04-11 09:15:00+05:30,196.05,target_50pct_hit,50.0,486.1132,,0.0
target_75pct,SENSEX,weekly,2025-04-15,CE,2025-04-09 15:10:00+05:30,130.7,2025-04-11 09:15:00+05:30,228.725,target_75pct_hit,75.0,486.1132,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,CE,2025-04-11 14:55:00+05:30,273.55,2025-04-15 09:15:00+05:30,547.1,fully_laddered,58.0,180.0402,30.0|40.0|50.0|60.0|70.0|80.0|90.0|100.0,0.0
target_30pct,SENSEX,weekly,2025-04-15,CE,2025-04-11 14:55:00+05:30,273.55,2025-04-15 09:15:00+05:30,355.615,target_30pct_hit,30.0,180.0402,,0.0
target_50pct,SENSEX,weekly,2025-04-15,CE,2025-04-11 14:55:00+05:30,273.55,2025-04-15 09:15:00+05:30,410.325,target_50pct_hit,50.0,180.0402,,0.0
target_75pct,SENSEX,weekly,2025-04-15,CE,2025-04-11 14:55:00+05:30,273.55,2025-04-15 09:15:00+05:30,478.7125,target_75pct_hit,75.0,180.0402,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,PE,2025-04-03 14:30:00+05:30,470.3,2025-04-04 09:20:00+05:30,735.92,trail_stop,46.5915,703.5935,30.0|40.0|50.0|60.0,0.4
target_30pct,SENSEX,weekly,2025-04-15,PE,2025-04-03 14:30:00+05:30,470.3,2025-04-04 09:15:00+05:30,611.39,target_30pct_hit,30.0,703.5935,,0.0
target_50pct,SENSEX,weekly,2025-04-15,PE,2025-04-03 14:30:00+05:30,470.3,2025-04-04 09:20:00+05:30,705.45,target_50pct_hit,50.0,703.5935,,0.0
target_75pct,SENSEX,weekly,2025-04-15,PE,2025-04-03 14:30:00+05:30,470.3,2025-04-04 09:25:00+05:30,823.025,target_75pct_hit,75.0,703.5935,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-15,PE,2025-04-09 09:15:00+05:30,2462.3,2025-04-11 09:20:00+05:30,1723.61,hard_sl,-30.0,12.8741,,1.0
target_30pct,SENSEX,weekly,2025-04-15,PE,2025-04-09 09:15:00+05:30,2462.3,2025-04-15 15:30:00+05:30,0.05,hold_to_end,-99.998,12.8741,,0.0
target_50pct,SENSEX,weekly,2025-04-15,PE,2025-04-09 09:15:00+05:30,2462.3,2025-04-15 15:30:00+05:30,0.05,hold_to_end,-99.998,12.8741,,0.0
target_75pct,SENSEX,weekly,2025-04-15,PE,2025-04-09 09:15:00+05:30,2462.3,2025-04-15 15:30:00+05:30,0.05,hold_to_end,-99.998,12.8741,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-22,CE,2025-04-09 12:15:00+05:30,1171.25,2025-04-11 09:15:00+05:30,1832.825,trail_stop,46.5938,392.4739,30.0|40.0|50.0|60.0,0.4
target_30pct,SENSEX,weekly,2025-04-22,CE,2025-04-09 12:15:00+05:30,1171.25,2025-04-11 09:15:00+05:30,1522.625,target_30pct_hit,30.0,392.4739,,0.0
target_50pct,SENSEX,weekly,2025-04-22,CE,2025-04-09 12:15:00+05:30,1171.25,2025-04-11 09:15:00+05:30,1756.875,target_50pct_hit,50.0,392.4739,,0.0
target_75pct,SENSEX,weekly,2025-04-22,CE,2025-04-09 12:15:00+05:30,1171.25,2025-04-11 09:50:00+05:30,2049.6875,target_75pct_hit,75.0,392.4739,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-22,CE,2025-04-15 09:25:00+05:30,2955.45,2025-04-22 15:30:00+05:30,5600.75,hold_to_end,56.9506,95.1682,30.0|40.0|50.0|60.0|70.0|80.0|90.0,0.1
target_30pct,SENSEX,weekly,2025-04-22,CE,2025-04-15 09:25:00+05:30,2955.45,2025-04-17 13:00:00+05:30,3842.085,target_30pct_hit,30.0,95.1682,,0.0
target_50pct,SENSEX,weekly,2025-04-22,CE,2025-04-15 09:25:00+05:30,2955.45,2025-04-17 13:50:00+05:30,4433.175,target_50pct_hit,50.0,95.1682,,0.0
target_75pct,SENSEX,weekly,2025-04-22,CE,2025-04-15 09:25:00+05:30,2955.45,2025-04-21 10:05:00+05:30,5172.0375,target_75pct_hit,75.0,95.1682,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-04-22,PE,2025-04-09 13:50:00+05:30,1134.85,2025-04-11 09:15:00+05:30,794.395,hard_sl,-30.0,4.1944,,1.0
target_30pct,SENSEX,weekly,2025-04-22,PE,2025-04-09 13:50:00+05:30,1134.85,2025-04-22 15:30:00+05:30,0.05,hold_to_end,-99.9956,4.1944,,0.0
target_50pct,SENSEX,weekly,2025-04-22,PE,2025-04-09 13:50:00+05:30,1134.85,2025-04-22 15:30:00+05:30,0.05,hold_to_end,-99.9956,4.1944,,0.0
target_75pct,SENSEX,weekly,2025-04-22,PE,2025-04-09 13:50:00+05:30,1134.85,2025-04-22 15:30:00+05:30,0.05,hold_to_end,-99.9956,4.1944,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-06,CE,2025-04-23 09:15:00+05:30,909.05,2025-04-25 09:55:00+05:30,636.335,hard_sl,-30.0,61.7073,,1.0
target_30pct,SENSEX,weekly,2025-05-06,CE,2025-04-23 09:15:00+05:30,909.05,2025-05-02 09:30:00+05:30,1181.765,target_30pct_hit,30.0,61.7073,,0.0
target_50pct,SENSEX,weekly,2025-05-06,CE,2025-04-23 09:15:00+05:30,909.05,2025-05-02 09:50:00+05:30,1363.575,target_50pct_hit,50.0,61.7073,,0.0
target_75pct,SENSEX,weekly,2025-05-06,CE,2025-04-23 09:15:00+05:30,909.05,2025-05-06 15:30:00+05:30,642.8,hold_to_end,-29.2888,61.7073,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-06,CE,2025-05-02 13:45:00+05:30,918.5,2025-05-02 14:35:00+05:30,642.95,hard_sl,-30.0,21.2847,,1.0
target_30pct,SENSEX,weekly,2025-05-06,CE,2025-05-02 13:45:00+05:30,918.5,2025-05-06 15:30:00+05:30,642.8,hold_to_end,-30.0163,21.2847,,0.0
target_50pct,SENSEX,weekly,2025-05-06,CE,2025-05-02 13:45:00+05:30,918.5,2025-05-06 15:30:00+05:30,642.8,hold_to_end,-30.0163,21.2847,,0.0
target_75pct,SENSEX,weekly,2025-05-06,CE,2025-05-02 13:45:00+05:30,918.5,2025-05-06 15:30:00+05:30,642.8,hold_to_end,-30.0163,21.2847,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-06,PE,2025-04-22 12:45:00+05:30,984.45,2025-04-23 09:20:00+05:30,689.115,hard_sl,-30.0,62.5273,,1.0
target_30pct,SENSEX,weekly,2025-05-06,PE,2025-04-22 12:45:00+05:30,984.45,2025-04-25 10:05:00+05:30,1279.785,target_30pct_hit,30.0,62.5273,,0.0
target_50pct,SENSEX,weekly,2025-05-06,PE,2025-04-22 12:45:00+05:30,984.45,2025-04-25 10:30:00+05:30,1476.675,target_50pct_hit,50.0,62.5273,,0.0
target_75pct,SENSEX,weekly,2025-05-06,PE,2025-04-22 12:45:00+05:30,984.45,2025-05-06 15:30:00+05:30,0.05,hold_to_end,-99.9949,62.5273,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-06,PE,2025-04-25 15:30:00+05:30,1286.0,2025-04-28 09:35:00+05:30,900.2,hard_sl,-30.0,2.6827,,1.0
target_30pct,SENSEX,weekly,2025-05-06,PE,2025-04-25 15:30:00+05:30,1286.0,2025-05-06 15:30:00+05:30,0.05,hold_to_end,-99.9961,2.6827,,0.0
target_50pct,SENSEX,weekly,2025-05-06,PE,2025-04-25 15:30:00+05:30,1286.0,2025-05-06 15:30:00+05:30,0.05,hold_to_end,-99.9961,2.6827,,0.0
target_75pct,SENSEX,weekly,2025-05-06,PE,2025-04-25 15:30:00+05:30,1286.0,2025-05-06 15:30:00+05:30,0.05,hold_to_end,-99.9961,2.6827,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-13,CE,2025-04-29 13:10:00+05:30,893.3,2025-05-02 10:25:00+05:30,1279.62,trail_stop,39.6232,143.4568,30.0|40.0|50.0,0.5
target_30pct,SENSEX,weekly,2025-05-13,CE,2025-04-29 13:10:00+05:30,893.3,2025-05-02 09:35:00+05:30,1161.29,target_30pct_hit,30.0,143.4568,,0.0
target_50pct,SENSEX,weekly,2025-05-13,CE,2025-04-29 13:10:00+05:30,893.3,2025-05-02 10:05:00+05:30,1339.95,target_50pct_hit,50.0,143.4568,,0.0
target_75pct,SENSEX,weekly,2025-05-13,CE,2025-04-29 13:10:00+05:30,893.3,2025-05-12 13:35:00+05:30,1563.275,target_75pct_hit,75.0,143.4568,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-13,CE,2025-05-02 13:45:00+05:30,966.0,2025-05-06 10:00:00+05:30,676.2,hard_sl,-30.0,125.1346,,1.0
target_30pct,SENSEX,weekly,2025-05-13,CE,2025-05-02 13:45:00+05:30,966.0,2025-05-12 10:00:00+05:30,1255.8,target_30pct_hit,30.0,125.1346,,0.0
target_50pct,SENSEX,weekly,2025-05-13,CE,2025-05-02 13:45:00+05:30,966.0,2025-05-12 12:35:00+05:30,1449.0,target_50pct_hit,50.0,125.1346,,0.0
target_75pct,SENSEX,weekly,2025-05-13,CE,2025-05-02 13:45:00+05:30,966.0,2025-05-12 14:15:00+05:30,1690.5,target_75pct_hit,75.0,125.1346,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-13,PE,2025-04-29 12:25:00+05:30,1106.35,2025-05-02 09:30:00+05:30,774.445,hard_sl,-30.0,58.7472,,1.0
target_30pct,SENSEX,weekly,2025-05-13,PE,2025-04-29 12:25:00+05:30,1106.35,2025-05-09 09:15:00+05:30,1438.255,target_30pct_hit,30.0,58.7472,,0.0
target_50pct,SENSEX,weekly,2025-05-13,PE,2025-04-29 12:25:00+05:30,1106.35,2025-05-09 09:15:00+05:30,1659.525,target_50pct_hit,50.0,58.7472,,0.0
target_75pct,SENSEX,weekly,2025-05-13,PE,2025-04-29 12:25:00+05:30,1106.35,2025-05-13 15:30:00+05:30,0.05,hold_to_end,-99.9955,58.7472,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-13,PE,2025-05-13 10:40:00+05:30,71.05,2025-05-13 10:50:00+05:30,49.735,hard_sl,-30.0,36.1717,,1.0
target_30pct,SENSEX,weekly,2025-05-13,PE,2025-05-13 10:40:00+05:30,71.05,2025-05-13 15:30:00+05:30,0.05,hold_to_end,-99.9296,36.1717,,0.0
target_50pct,SENSEX,weekly,2025-05-13,PE,2025-05-13 10:40:00+05:30,71.05,2025-05-13 15:30:00+05:30,0.05,hold_to_end,-99.9296,36.1717,,0.0
target_75pct,SENSEX,weekly,2025-05-13,PE,2025-05-13 10:40:00+05:30,71.05,2025-05-13 15:30:00+05:30,0.05,hold_to_end,-99.9296,36.1717,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-20,CE,2025-05-06 13:40:00+05:30,1037.55,2025-05-09 09:30:00+05:30,726.285,hard_sl,-30.0,119.9749,,1.0
target_30pct,SENSEX,weekly,2025-05-20,CE,2025-05-06 13:40:00+05:30,1037.55,2025-05-12 10:15:00+05:30,1348.815,target_30pct_hit,30.0,119.9749,,0.0
target_50pct,SENSEX,weekly,2025-05-20,CE,2025-05-06 13:40:00+05:30,1037.55,2025-05-12 11:25:00+05:30,1556.325,target_50pct_hit,50.0,119.9749,,0.0
target_75pct,SENSEX,weekly,2025-05-20,CE,2025-05-06 13:40:00+05:30,1037.55,2025-05-12 12:40:00+05:30,1815.7125,target_75pct_hit,75.0,119.9749,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-20,CE,2025-05-14 09:30:00+05:30,1286.1,2025-05-14 12:50:00+05:30,900.27,hard_sl,-30.0,70.6749,,1.0
target_30pct,SENSEX,weekly,2025-05-20,CE,2025-05-14 09:30:00+05:30,1286.1,2025-05-15 13:15:00+05:30,1671.93,target_30pct_hit,30.0,70.6749,,0.0
target_50pct,SENSEX,weekly,2025-05-20,CE,2025-05-14 09:30:00+05:30,1286.1,2025-05-15 13:45:00+05:30,1929.15,target_50pct_hit,50.0,70.6749,,0.0
target_75pct,SENSEX,weekly,2025-05-20,CE,2025-05-14 09:30:00+05:30,1286.1,2025-05-20 15:30:00+05:30,584.65,hold_to_end,-54.5409,70.6749,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-20,CE,2025-05-16 12:55:00+05:30,1873.8,2025-05-20 09:55:00+05:30,1311.66,hard_sl,-30.0,2.6257,,1.0
target_30pct,SENSEX,weekly,2025-05-20,CE,2025-05-16 12:55:00+05:30,1873.8,2025-05-20 15:30:00+05:30,584.65,hold_to_end,-68.7987,2.6257,,0.0
target_50pct,SENSEX,weekly,2025-05-20,CE,2025-05-16 12:55:00+05:30,1873.8,2025-05-20 15:30:00+05:30,584.65,hold_to_end,-68.7987,2.6257,,0.0
target_75pct,SENSEX,weekly,2025-05-20,CE,2025-05-16 12:55:00+05:30,1873.8,2025-05-20 15:30:00+05:30,584.65,hold_to_end,-68.7987,2.6257,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-20,PE,2025-05-06 15:25:00+05:30,908.55,2025-05-08 14:55:00+05:30,1244.895,trail_stop,35.212,91.2333,30.0|40.0,0.6
target_30pct,SENSEX,weekly,2025-05-20,PE,2025-05-06 15:25:00+05:30,908.55,2025-05-08 14:55:00+05:30,1181.115,target_30pct_hit,30.0,91.2333,,0.0
target_50pct,SENSEX,weekly,2025-05-20,PE,2025-05-06 15:25:00+05:30,908.55,2025-05-09 09:20:00+05:30,1362.825,target_50pct_hit,50.0,91.2333,,0.0
target_75pct,SENSEX,weekly,2025-05-20,PE,2025-05-06 15:25:00+05:30,908.55,2025-05-09 10:00:00+05:30,1589.9625,target_75pct_hit,75.0,91.2333,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-05-20,PE,2025-05-13 13:30:00+05:30,524.95,2025-05-14 09:20:00+05:30,367.465,hard_sl,-30.0,3.6765,,1.0
target_30pct,SENSEX,weekly,2025-05-20,PE,2025-05-13 13:30:00+05:30,524.95,2025-05-20 15:30:00+05:30,0.1,hold_to_end,-99.981,3.6765,,0.0
target_50pct,SENSEX,weekly,2025-05-20,PE,2025-05-13 13:30:00+05:30,524.95,2025-05-20 15:30:00+05:30,0.1,hold_to_end,-99.981,3.6765,,0.0
target_75pct,SENSEX,weekly,2025-05-20,PE,2025-05-13 13:30:00+05:30,524.95,2025-05-20 15:30:00+05:30,0.1,hold_to_end,-99.981,3.6765,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-06-03,CE,2025-05-21 09:45:00+05:30,939.7,2025-05-22 09:20:00+05:30,657.79,hard_sl,-30.0,31.4249,,1.0
target_30pct,SENSEX,weekly,2025-06-03,CE,2025-05-21 09:45:00+05:30,939.7,2025-05-26 09:50:00+05:30,1221.61,target_30pct_hit,30.0,31.4249,,0.0
target_50pct,SENSEX,weekly,2025-06-03,CE,2025-05-21 09:45:00+05:30,939.7,2025-06-03 15:30:00+05:30,0.05,hold_to_end,-99.9947,31.4249,,0.0
target_75pct,SENSEX,weekly,2025-06-03,CE,2025-05-21 09:45:00+05:30,939.7,2025-06-03 15:30:00+05:30,0.05,hold_to_end,-99.9947,31.4249,,0.0
staggered_30_sl30_trail10,SENSEX,weekly,2025-06-03,CE,2025-05-26 15:20:00+05:30,1054.0,2025-05-27 09:25:00+05:30,737.8,hard_sl,-30.0,13.852,,1.0
