underlying,expiry,option_type,direction,spot_vs_ema,target,entry_time,entry_price,return_pct,exit_reason,max_possible_return_pct
360ONE,2025-07-31,PE,bearish,below,20,2025-07-08 05:15:00+00:00,42.0,-52.381,stop_loss,178.5714
360ONE,2025-07-31,PE,bearish,below,30,2025-07-08 05:15:00+00:00,42.0,-52.381,stop_loss,178.5714
360ONE,2025-07-31,PE,bearish,below,50,2025-07-08 05:15:00+00:00,42.0,-52.381,stop_loss,178.5714
360ONE,2025-07-31,PE,bearish,below,75,2025-07-08 05:15:00+00:00,42.0,-52.381,stop_loss,178.5714
360ONE,2025-07-31,PE,bearish,below,20,2025-07-22 04:45:00+00:00,32.0,20,target_20pct,265.625
360ONE,2025-07-31,PE,bearish,below,30,2025-07-22 04:45:00+00:00,32.0,30,target_30pct,265.625
360ONE,2025-07-31,PE,bearish,below,50,2025-07-22 04:45:00+00:00,32.0,50,target_50pct,265.625
360ONE,2025-07-31,PE,bearish,below,75,2025-07-22 04:45:00+00:00,32.0,75,target_75pct,265.625
360ONE,2025-08-28,PE,bearish,below,20,2025-08-01 08:45:00+00:00,31.7,20,target_20pct,47.9495
360ONE,2025-08-28,PE,bearish,below,30,2025-08-01 08:45:00+00:00,31.7,30,target_30pct,47.9495
360ONE,2025-08-28,PE,bearish,below,50,2025-08-01 08:45:00+00:00,31.7,-54.1009,stop_loss,47.9495
360ONE,2025-08-28,PE,bearish,below,75,2025-08-01 08:45:00+00:00,31.7,-54.1009,stop_loss,47.9495
360ONE,2025-08-28,PE,bearish,below,20,2025-08-28 04:15:00+00:00,12.0,20,target_20pct,43.3333
360ONE,2025-08-28,PE,bearish,below,30,2025-08-28 04:15:00+00:00,12.0,30,target_30pct,43.3333
360ONE,2025-08-28,PE,bearish,below,50,2025-08-28 04:15:00+00:00,12.0,43.3333,hold_to_end,43.3333
360ONE,2025-08-28,PE,bearish,below,75,2025-08-28 04:15:00+00:00,12.0,43.3333,hold_to_end,43.3333
360ONE,2025-09-30,PE,bearish,below,20,2025-09-04 08:15:00+00:00,32.95,-50.6829,stop_loss,21.8513
360ONE,2025-09-30,PE,bearish,below,30,2025-09-04 08:15:00+00:00,32.95,-50.6829,stop_loss,21.8513
360ONE,2025-09-30,PE,bearish,below,50,2025-09-04 08:15:00+00:00,32.95,-50.6829,stop_loss,21.8513
360ONE,2025-09-30,PE,bearish,below,75,2025-09-04 08:15:00+00:00,32.95,-50.6829,stop_loss,21.8513
360ONE,2025-09-30,PE,bearish,below,20,2025-09-22 05:15:00+00:00,5.25,20,target_20pct,664.7619
360ONE,2025-09-30,PE,bearish,below,30,2025-09-22 05:15:00+00:00,5.25,30,target_30pct,664.7619
360ONE,2025-09-30,PE,bearish,below,50,2025-09-22 05:15:00+00:00,5.25,50,target_50pct,664.7619
360ONE,2025-09-30,PE,bearish,below,75,2025-09-22 05:15:00+00:00,5.25,75,target_75pct,664.7619
360ONE,2025-09-30,PE,bearish,below,20,2025-09-30 09:15:00+00:00,22.4,-33.0357,hold_to_end,0.0
360ONE,2025-09-30,PE,bearish,below,30,2025-09-30 09:15:00+00:00,22.4,-33.0357,hold_to_end,0.0
360ONE,2025-09-30,PE,bearish,below,50,2025-09-30 09:15:00+00:00,22.4,-33.0357,hold_to_end,0.0
360ONE,2025-09-30,PE,bearish,below,75,2025-09-30 09:15:00+00:00,22.4,-33.0357,hold_to_end,0.0
360ONE,2025-10-28,CE,bullish,above,20,2025-10-01 09:15:00+00:00,44.3,20,target_20pct,261.1738
360ONE,2025-10-28,CE,bullish,above,30,2025-10-01 09:15:00+00:00,44.3,30,target_30pct,261.1738
360ONE,2025-10-28,CE,bullish,above,50,2025-10-01 09:15:00+00:00,44.3,50,target_50pct,261.1738
360ONE,2025-10-28,CE,bullish,above,75,2025-10-01 09:15:00+00:00,44.3,75,target_75pct,261.1738
360ONE,2025-11-25,PE,bearish,below,20,2025-10-29 03:45:00+00:00,38.55,20,target_20pct,117.2503
360ONE,2025-11-25,PE,bearish,below,30,2025-10-29 03:45:00+00:00,38.55,30,target_30pct,117.2503
360ONE,2025-11-25,PE,bearish,below,50,2025-10-29 03:45:00+00:00,38.55,50,target_50pct,117.2503
360ONE,2025-11-25,PE,bearish,below,75,2025-10-29 03:45:00+00:00,38.55,75,target_75pct,117.2503
360ONE,2025-11-25,PE,bearish,below,20,2025-11-14 05:15:00+00:00,70.2,-50.1425,stop_loss,18.0199
360ONE,2025-11-25,PE,bearish,below,30,2025-11-14 05:15:00+00:00,70.2,-50.1425,stop_loss,18.0199
360ONE,2025-11-25,PE,bearish,below,50,2025-11-14 05:15:00+00:00,70.2,-50.1425,stop_loss,18.0199
360ONE,2025-11-25,PE,bearish,below,75,2025-11-14 05:15:00+00:00,70.2,-50.1425,stop_loss,18.0199
360ONE,2025-11-25,PE,bearish,below,20,2025-11-25 05:15:00+00:00,24.6,-71.3415,stop_loss,13.6179
360ONE,2025-11-25,PE,bearish,below,30,2025-11-25 05:15:00+00:00,24.6,-71.3415,stop_loss,13.6179
360ONE,2025-11-25,PE,bearish,below,50,2025-11-25 05:15:00+00:00,24.6,-71.3415,stop_loss,13.6179
360ONE,2025-11-25,PE,bearish,below,75,2025-11-25 05:15:00+00:00,24.6,-71.3415,stop_loss,13.6179
360ONE,2025-12-30,CE,bullish,above,20,2025-11-26 04:45:00+00:00,43.5,20,target_20pct,72.9885
360ONE,2025-12-30,CE,bullish,above,30,2025-11-26 04:45:00+00:00,43.5,30,target_30pct,72.9885
360ONE,2025-12-30,CE,bullish,above,50,2025-11-26 04:45:00+00:00,43.5,50,target_50pct,72.9885
360ONE,2025-12-30,CE,bullish,above,75,2025-11-26 04:45:00+00:00,43.5,-52.9885,stop_loss,72.9885
360ONE,2025-12-30,CE,bullish,above,20,2025-12-08 03:45:00+00:00,42.25,-51.5976,stop_loss,78.1065
360ONE,2025-12-30,CE,bullish,above,30,2025-12-08 03:45:00+00:00,42.25,-51.5976,stop_loss,78.1065
360ONE,2025-12-30,CE,bullish,above,50,2025-12-08 03:45:00+00:00,42.25,-51.5976,stop_loss,78.1065
360ONE,2025-12-30,CE,bullish,above,75,2025-12-08 03:45:00+00:00,42.25,-51.5976,stop_loss,78.1065
360ONE,2025-12-30,CE,bullish,above,20,2025-12-11 06:45:00+00:00,28.0,20,target_20pct,168.75
360ONE,2025-12-30,CE,bullish,above,30,2025-12-11 06:45:00+00:00,28.0,-50.8929,stop_loss,168.75
360ONE,2025-12-30,CE,bullish,above,50,2025-12-11 06:45:00+00:00,28.0,-50.8929,stop_loss,168.75
360ONE,2025-12-30,CE,bullish,above,75,2025-12-11 06:45:00+00:00,28.0,-50.8929,stop_loss,168.75
360ONE,2025-12-30,CE,bullish,above,20,2025-12-17 05:15:00+00:00,29.5,-53.3898,stop_loss,155.0847
360ONE,2025-12-30,CE,bullish,above,30,2025-12-17 05:15:00+00:00,29.5,-53.3898,stop_loss,155.0847
360ONE,2025-12-30,CE,bullish,above,50,2025-12-17 05:15:00+00:00,29.5,-53.3898,stop_loss,155.0847
360ONE,2025-12-30,CE,bullish,above,75,2025-12-17 05:15:00+00:00,29.5,-53.3898,stop_loss,155.0847
360ONE,2025-12-30,CE,bullish,above,20,2025-12-22 08:15:00+00:00,25.7,20,target_20pct,192.8016
360ONE,2025-12-30,CE,bullish,above,30,2025-12-22 08:15:00+00:00,25.7,30,target_30pct,192.8016
360ONE,2025-12-30,CE,bullish,above,50,2025-12-22 08:15:00+00:00,25.7,50,target_50pct,192.8016
360ONE,2025-12-30,CE,bullish,above,75,2025-12-22 08:15:00+00:00,25.7,75,target_75pct,192.8016
360ONE,2026-01-27,CE,bullish,above,20,2025-12-31 08:15:00+00:00,52.5,20,target_20pct,62.4762
360ONE,2026-01-27,CE,bullish,above,30,2025-12-31 08:15:00+00:00,52.5,-50.8571,stop_loss,62.4762
360ONE,2026-01-27,CE,bullish,above,50,2025-12-31 08:15:00+00:00,52.5,-50.8571,stop_loss,62.4762
360ONE,2026-01-27,CE,bullish,above,75,2025-12-31 08:15:00+00:00,52.5,-50.8571,stop_loss,62.4762
360ONE,2026-01-27,CE,bullish,above,20,2026-01-07 09:45:00+00:00,62.2,-52.6527,stop_loss,37.1383
360ONE,2026-01-27,CE,bullish,above,30,2026-01-07 09:45:00+00:00,62.2,-52.6527,stop_loss,37.1383
360ONE,2026-01-27,CE,bullish,above,50,2026-01-07 09:45:00+00:00,62.2,-52.6527,stop_loss,37.1383
360ONE,2026-01-27,CE,bullish,above,75,2026-01-07 09:45:00+00:00,62.2,-52.6527,stop_loss,37.1383
360ONE,2026-01-27,CE,bullish,above,20,2026-01-16 03:45:00+00:00,69.0,-63.0435,stop_loss,23.6232
360ONE,2026-01-27,CE,bullish,above,30,2026-01-16 03:45:00+00:00,69.0,-63.0435,stop_loss,23.6232
360ONE,2026-01-27,CE,bullish,above,50,2026-01-16 03:45:00+00:00,69.0,-63.0435,stop_loss,23.6232
360ONE,2026-01-27,CE,bullish,above,75,2026-01-16 03:45:00+00:00,69.0,-63.0435,stop_loss,23.6232
360ONE,2026-02-24,PE,bearish,below,20,2026-02-01 05:45:00+00:00,36.85,20,target_20pct,93.6228
360ONE,2026-02-24,PE,bearish,below,30,2026-02-01 05:45:00+00:00,36.85,30,target_30pct,93.6228
360ONE,2026-02-24,PE,bearish,below,50,2026-02-01 05:45:00+00:00,36.85,50,target_50pct,93.6228
360ONE,2026-02-24,PE,bearish,below,75,2026-02-01 05:45:00+00:00,36.85,75,target_75pct,93.6228
360ONE,2026-02-24,PE,bearish,below,20,2026-02-06 04:15:00+00:00,28.0,20,target_20pct,37.8571
360ONE,2026-02-24,PE,bearish,below,30,2026-02-06 04:15:00+00:00,28.0,30,target_30pct,37.8571
360ONE,2026-02-24,PE,bearish,below,50,2026-02-06 04:15:00+00:00,28.0,-53.5714,stop_loss,37.8571
360ONE,2026-02-24,PE,bearish,below,75,2026-02-06 04:15:00+00:00,28.0,-53.5714,stop_loss,37.8571
360ONE,2026-02-24,PE,bearish,below,20,2026-02-12 03:45:00+00:00,25.9,20,target_20pct,40.3475
360ONE,2026-02-24,PE,bearish,below,30,2026-02-12 03:45:00+00:00,25.9,30,target_30pct,40.3475
360ONE,2026-02-24,PE,bearish,below,50,2026-02-12 03:45:00+00:00,25.9,-61.0039,stop_loss,40.3475
360ONE,2026-02-24,PE,bearish,below,75,2026-02-12 03:45:00+00:00,25.9,-61.0039,stop_loss,40.3475
360ONE,2026-02-24,PE,bearish,below,20,2026-02-16 08:15:00+00:00,25.8,20,target_20pct,39.1473
360ONE,2026-02-24,PE,bearish,below,30,2026-02-16 08:15:00+00:00,25.8,30,target_30pct,39.1473
360ONE,2026-02-24,PE,bearish,below,50,2026-02-16 08:15:00+00:00,25.8,-60.8527,stop_loss,39.1473
360ONE,2026-02-24,PE,bearish,below,75,2026-02-16 08:15:00+00:00,25.8,-60.8527,stop_loss,39.1473
360ONE,2026-02-24,PE,bearish,below,20,2026-02-20 09:45:00+00:00,25.9,-61.0039,stop_loss,0.0
360ONE,2026-02-24,PE,bearish,below,30,2026-02-20 09:45:00+00:00,25.9,-61.0039,stop_loss,0.0
360ONE,2026-02-24,PE,bearish,below,50,2026-02-20 09:45:00+00:00,25.9,-61.0039,stop_loss,0.0
360ONE,2026-02-24,PE,bearish,below,75,2026-02-20 09:45:00+00:00,25.9,-61.0039,stop_loss,0.0
ABB,2025-04-24,CE,bullish,below,20,2025-03-26 04:45:00+00:00,208.35,20,target_20pct,27.6698
ABB,2025-04-24,CE,bullish,below,30,2025-03-26 04:45:00+00:00,208.35,-63.6429,stop_loss,27.6698
ABB,2025-04-24,CE,bullish,below,50,2025-03-26 04:45:00+00:00,208.35,-63.6429,stop_loss,27.6698
ABB,2025-04-24,CE,bullish,below,75,2025-03-26 04:45:00+00:00,208.35,-63.6429,stop_loss,27.6698
ABB,2025-04-24,CE,bullish,below,20,2025-03-27 09:47:00+00:00,216.0,-64.9306,stop_loss,15.8565
ABB,2025-04-24,CE,bullish,below,30,2025-03-27 09:47:00+00:00,216.0,-64.9306,stop_loss,15.8565
ABB,2025-04-24,CE,bullish,below,50,2025-03-27 09:47:00+00:00,216.0,-64.9306,stop_loss,15.8565
ABB,2025-04-24,CE,bullish,below,75,2025-03-27 09:47:00+00:00,216.0,-64.9306,stop_loss,15.8565
ABB,2025-04-24,CE,bullish,below,20,2025-04-07 22:00:00+00:00,42.75,20,target_20pct,339.2982
ABB,2025-04-24,CE,bullish,below,30,2025-04-07 22:00:00+00:00,42.75,30,target_30pct,339.2982
ABB,2025-04-24,CE,bullish,below,50,2025-04-07 22:00:00+00:00,42.75,50,target_50pct,339.2982
ABB,2025-04-24,CE,bullish,below,75,2025-04-07 22:00:00+00:00,42.75,75,target_75pct,339.2982
ABB,2025-04-24,CE,bullish,below,20,2025-04-17 04:45:00+00:00,126.0,20,target_20pct,49.0476
ABB,2025-04-24,CE,bullish,below,30,2025-04-17 04:45:00+00:00,126.0,30,target_30pct,49.0476
ABB,2025-04-24,CE,bullish,below,50,2025-04-17 04:45:00+00:00,126.0,-55.1587,stop_loss,49.0476
ABB,2025-04-24,CE,bullish,below,75,2025-04-17 04:45:00+00:00,126.0,-55.1587,stop_loss,49.0476
ABB,2025-04-24,CE,bullish,below,20,2025-04-23 07:45:00+00:00,106.7,-29.7563,hold_to_end,9.6532
ABB,2025-04-24,CE,bullish,below,30,2025-04-23 07:45:00+00:00,106.7,-29.7563,hold_to_end,9.6532
ABB,2025-04-24,CE,bullish,below,50,2025-04-23 07:45:00+00:00,106.7,-29.7563,hold_to_end,9.6532
ABB,2025-04-24,CE,bullish,below,75,2025-04-23 07:45:00+00:00,106.7,-29.7563,hold_to_end,9.6532
ABB,2025-05-29,CE,bullish,above,20,2025-04-29 05:45:00+00:00,291.7,-54.0967,stop_loss,92.6637
ABB,2025-05-29,CE,bullish,above,30,2025-04-29 05:45:00+00:00,291.7,-54.0967,stop_loss,92.6637
ABB,2025-05-29,CE,bullish,above,50,2025-04-29 05:45:00+00:00,291.7,-54.0967,stop_loss,92.6637
ABB,2025-05-29,CE,bullish,above,75,2025-04-29 05:45:00+00:00,291.7,-54.0967,stop_loss,92.6637
ABB,2025-05-29,CE,bullish,above,20,2025-05-09 08:15:00+00:00,195.6,20,target_20pct,187.3211
ABB,2025-05-29,CE,bullish,above,30,2025-05-09 08:15:00+00:00,195.6,30,target_30pct,187.3211
ABB,2025-05-29,CE,bullish,above,50,2025-05-09 08:15:00+00:00,195.6,50,target_50pct,187.3211
ABB,2025-05-29,CE,bullish,above,75,2025-05-09 08:15:00+00:00,195.6,75,target_75pct,187.3211
ABB,2025-05-29,CE,bullish,above,20,2025-05-15 03:45:00+00:00,265.2,20,target_20pct,111.9155
ABB,2025-05-29,CE,bullish,above,30,2025-05-15 03:45:00+00:00,265.2,30,target_30pct,111.9155
ABB,2025-05-29,CE,bullish,above,50,2025-05-15 03:45:00+00:00,265.2,50,target_50pct,111.9155
ABB,2025-05-29,CE,bullish,above,75,2025-05-15 03:45:00+00:00,265.2,75,target_75pct,111.9155
ABB,2025-05-29,CE,bullish,above,20,2025-05-21 06:15:00+00:00,383.3,20,target_20pct,46.6214
ABB,2025-05-29,CE,bullish,above,30,2025-05-21 06:15:00+00:00,383.3,30,target_30pct,46.6214
ABB,2025-05-29,CE,bullish,above,50,2025-05-21 06:15:00+00:00,383.3,46.6214,hold_to_end,46.6214
ABB,2025-05-29,CE,bullish,above,75,2025-05-21 06:15:00+00:00,383.3,46.6214,hold_to_end,46.6214
ABB,2025-06-26,CE,bullish,above,20,2025-05-21 09:15:00+00:00,223.0,20,target_20pct,39.574
ABB,2025-06-26,CE,bullish,above,30,2025-05-21 09:15:00+00:00,223.0,30,target_30pct,39.574
ABB,2025-06-26,CE,bullish,above,50,2025-05-21 09:15:00+00:00,223.0,-51.5471,stop_loss,39.574
ABB,2025-06-26,CE,bullish,above,75,2025-05-21 09:15:00+00:00,223.0,-51.5471,stop_loss,39.574
ABB,2025-06-26,CE,bullish,above,20,2025-05-28 05:15:00+00:00,266.1,-51.5032,stop_loss,16.9673
ABB,2025-06-26,CE,bullish,above,30,2025-05-28 05:15:00+00:00,266.1,-51.5032,stop_loss,16.9673
ABB,2025-06-26,CE,bullish,above,50,2025-05-28 05:15:00+00:00,266.1,-51.5032,stop_loss,16.9673
ABB,2025-06-26,CE,bullish,above,75,2025-05-28 05:15:00+00:00,266.1,-51.5032,stop_loss,16.9673
ABB,2025-06-26,CE,bullish,above,20,2025-06-17 04:15:00+00:00,148.0,-56.8243,stop_loss,13.8514
ABB,2025-06-26,CE,bullish,above,30,2025-06-17 04:15:00+00:00,148.0,-56.8243,stop_loss,13.8514
ABB,2025-06-26,CE,bullish,above,50,2025-06-17 04:15:00+00:00,148.0,-56.8243,stop_loss,13.8514
ABB,2025-06-26,CE,bullish,above,75,2025-06-17 04:15:00+00:00,148.0,-56.8243,stop_loss,13.8514
ABB,2025-06-26,CE,bullish,above,20,2025-06-24 05:45:00+00:00,79.75,-54.232,stop_loss,12.2257
ABB,2025-06-26,CE,bullish,above,30,2025-06-24 05:45:00+00:00,79.75,-54.232,stop_loss,12.2257
ABB,2025-06-26,CE,bullish,above,50,2025-06-24 05:45:00+00:00,79.75,-54.232,stop_loss,12.2257
ABB,2025-06-26,CE,bullish,above,75,2025-06-24 05:45:00+00:00,79.75,-54.232,stop_loss,12.2257
ABB,2025-07-31,CE,bullish,above,20,2025-06-26 07:45:00+00:00,179.0,20,target_20pct,56.4246
ABB,2025-07-31,CE,bullish,above,30,2025-06-26 07:45:00+00:00,179.0,30,target_30pct,56.4246
ABB,2025-07-31,CE,bullish,above,50,2025-06-26 07:45:00+00:00,179.0,50,target_50pct,56.4246
ABB,2025-07-31,CE,bullish,above,75,2025-06-26 07:45:00+00:00,179.0,-53.8547,stop_loss,56.4246
ABB,2025-07-31,CE,bullish,above,20,2025-07-09 06:15:00+00:00,102.55,-51.0483,stop_loss,4.7782
ABB,2025-07-31,CE,bullish,above,30,2025-07-09 06:15:00+00:00,102.55,-51.0483,stop_loss,4.7782
ABB,2025-07-31,CE,bullish,above,50,2025-07-09 06:15:00+00:00,102.55,-51.0483,stop_loss,4.7782
ABB,2025-07-31,CE,bullish,above,75,2025-07-09 06:15:00+00:00,102.55,-51.0483,stop_loss,4.7782
ABB,2025-07-31,CE,bullish,above,20,2025-07-18 03:45:00+00:00,29.0,20,target_20pct,24.1379
ABB,2025-07-31,CE,bullish,above,30,2025-07-18 03:45:00+00:00,29.0,-51.5517,stop_loss,24.1379
ABB,2025-07-31,CE,bullish,above,50,2025-07-18 03:45:00+00:00,29.0,-51.5517,stop_loss,24.1379
ABB,2025-07-31,CE,bullish,above,75,2025-07-18 03:45:00+00:00,29.0,-51.5517,stop_loss,24.1379
ABB,2025-08-28,PE,bearish,below,20,2025-07-23 06:15:00+00:00,132.0,20,target_20pct,314.5455
ABB,2025-08-28,PE,bearish,below,30,2025-07-23 06:15:00+00:00,132.0,30,target_30pct,314.5455
ABB,2025-08-28,PE,bearish,below,50,2025-07-23 06:15:00+00:00,132.0,50,target_50pct,314.5455
ABB,2025-08-28,PE,bearish,below,75,2025-07-23 06:15:00+00:00,132.0,75,target_75pct,314.5455
ABB,2025-08-28,PE,bearish,below,20,2025-07-31 09:45:00+00:00,191.9,20,target_20pct,185.1485
ABB,2025-08-28,PE,bearish,below,30,2025-07-31 09:45:00+00:00,191.9,30,target_30pct,185.1485
ABB,2025-08-28,PE,bearish,below,50,2025-07-31 09:45:00+00:00,191.9,50,target_50pct,185.1485
ABB,2025-08-28,PE,bearish,below,75,2025-07-31 09:45:00+00:00,191.9,75,target_75pct,185.1485
ABB,2025-08-28,PE,bearish,below,20,2025-08-08 09:45:00+00:00,490.25,3.4166,hold_to_end,11.6165
ABB,2025-08-28,PE,bearish,below,30,2025-08-08 09:45:00+00:00,490.25,3.4166,hold_to_end,11.6165
ABB,2025-08-28,PE,bearish,below,50,2025-08-08 09:45:00+00:00,490.25,3.4166,hold_to_end,11.6165
ABB,2025-08-28,PE,bearish,below,75,2025-08-08 09:45:00+00:00,490.25,3.4166,hold_to_end,11.6165
ABB,2025-09-30,CE,bullish,above,20,2025-09-01 05:15:00+00:00,198.35,20,target_20pct,141.6436
ABB,2025-09-30,CE,bullish,above,30,2025-09-01 05:15:00+00:00,198.35,30,target_30pct,141.6436
ABB,2025-09-30,CE,bullish,above,50,2025-09-01 05:15:00+00:00,198.35,50,target_50pct,141.6436
ABB,2025-09-30,CE,bullish,above,75,2025-09-01 05:15:00+00:00,198.35,75,target_75pct,141.6436
ABB,2025-09-30,CE,bullish,above,20,2025-09-08 07:45:00+00:00,230.5,20,target_20pct,107.9393
ABB,2025-09-30,CE,bullish,above,30,2025-09-08 07:45:00+00:00,230.5,30,target_30pct,107.9393
ABB,2025-09-30,CE,bullish,above,50,2025-09-08 07:45:00+00:00,230.5,50,target_50pct,107.9393
ABB,2025-09-30,CE,bullish,above,75,2025-09-08 07:45:00+00:00,230.5,75,target_75pct,107.9393
ABB,2025-10-28,PE,bearish,below,20,2025-10-13 05:45:00+00:00,115.95,20,target_20pct,27.4256
ABB,2025-10-28,PE,bearish,below,30,2025-10-13 05:45:00+00:00,115.95,-53.5144,stop_loss,27.4256
ABB,2025-10-28,PE,bearish,below,50,2025-10-13 05:45:00+00:00,115.95,-53.5144,stop_loss,27.4256
ABB,2025-10-28,PE,bearish,below,75,2025-10-13 05:45:00+00:00,115.95,-53.5144,stop_loss,27.4256
ABB,2025-11-25,CE,bullish,above,20,2025-10-10 06:15:00+00:00,234.3,-74.4985,stop_loss,3.2864
ABB,2025-11-25,CE,bullish,above,30,2025-10-10 06:15:00+00:00,234.3,-74.4985,stop_loss,3.2864
ABB,2025-11-25,CE,bullish,above,50,2025-10-10 06:15:00+00:00,234.3,-74.4985,stop_loss,3.2864
ABB,2025-11-25,CE,bullish,above,75,2025-10-10 06:15:00+00:00,234.3,-74.4985,stop_loss,3.2864
ABB,2025-11-25,CE,bullish,above,20,2025-11-17 09:15:00+00:00,25.0,20,target_20pct,47.8
ABB,2025-11-25,CE,bullish,above,30,2025-11-17 09:15:00+00:00,25.0,30,target_30pct,47.8
ABB,2025-11-25,CE,bullish,above,50,2025-11-17 09:15:00+00:00,25.0,-56.0,stop_loss,47.8
ABB,2025-11-25,CE,bullish,above,75,2025-11-17 09:15:00+00:00,25.0,-56.0,stop_loss,47.8
ABB,2025-11-25,CE,bullish,above,20,2025-11-20 04:45:00+00:00,29.25,20,target_20pct,21.8803
ABB,2025-11-25,CE,bullish,above,30,2025-11-20 04:45:00+00:00,29.25,-62.3932,stop_loss,21.8803
ABB,2025-11-25,CE,bullish,above,50,2025-11-20 04:45:00+00:00,29.25,-62.3932,stop_loss,21.8803
ABB,2025-11-25,CE,bullish,above,75,2025-11-20 04:45:00+00:00,29.25,-62.3932,stop_loss,21.8803
ABB,2025-12-30,CE,bullish,above,20,2025-11-26 04:15:00+00:00,156.9,20,target_20pct,48.8846
ABB,2025-12-30,CE,bullish,above,30,2025-11-26 04:15:00+00:00,156.9,30,target_30pct,48.8846
ABB,2025-12-30,CE,bullish,above,50,2025-11-26 04:15:00+00:00,156.9,-58.993,stop_loss,48.8846
ABB,2025-12-30,CE,bullish,above,75,2025-11-26 04:15:00+00:00,156.9,-58.993,stop_loss,48.8846
ABB,2025-12-30,CE,bullish,above,20,2025-12-02 08:15:00+00:00,188.2,-51.1158,stop_loss,24.1233
ABB,2025-12-30,CE,bullish,above,30,2025-12-02 08:15:00+00:00,188.2,-51.1158,stop_loss,24.1233
ABB,2025-12-30,CE,bullish,above,50,2025-12-02 08:15:00+00:00,188.2,-51.1158,stop_loss,24.1233
ABB,2025-12-30,CE,bullish,above,75,2025-12-02 08:15:00+00:00,188.2,-51.1158,stop_loss,24.1233
ABB,2025-12-30,CE,bullish,above,20,2025-12-10 04:45:00+00:00,148.25,20,target_20pct,57.5717
ABB,2025-12-30,CE,bullish,above,30,2025-12-10 04:45:00+00:00,148.25,30,target_30pct,57.5717
ABB,2025-12-30,CE,bullish,above,50,2025-12-10 04:45:00+00:00,148.25,50,target_50pct,57.5717
ABB,2025-12-30,CE,bullish,above,75,2025-12-10 04:45:00+00:00,148.25,-51.5413,stop_loss,57.5717
ABB,2025-12-30,CE,bullish,above,20,2025-12-22 04:15:00+00:00,140.0,20,target_20pct,25.5714
ABB,2025-12-30,CE,bullish,above,30,2025-12-22 04:15:00+00:00,140.0,-60.9286,stop_loss,25.5714
ABB,2025-12-30,CE,bullish,above,50,2025-12-22 04:15:00+00:00,140.0,-60.9286,stop_loss,25.5714
ABB,2025-12-30,CE,bullish,above,75,2025-12-22 04:15:00+00:00,140.0,-60.9286,stop_loss,25.5714
ABB,2026-01-27,PE,bearish,below,20,2026-01-05 08:15:00+00:00,101.25,-53.2346,stop_loss,383.8519
ABB,2026-01-27,PE,bearish,below,30,2026-01-05 08:15:00+00:00,101.25,-53.2346,stop_loss,383.8519
ABB,2026-01-27,PE,bearish,below,50,2026-01-05 08:15:00+00:00,101.25,-53.2346,stop_loss,383.8519
ABB,2026-01-27,PE,bearish,below,75,2026-01-05 08:15:00+00:00,101.25,-53.2346,stop_loss,383.8519
ABB,2026-01-27,PE,bearish,below,20,2026-01-08 06:45:00+00:00,83.55,20,target_20pct,486.3555
ABB,2026-01-27,PE,bearish,below,30,2026-01-08 06:45:00+00:00,83.55,30,target_30pct,486.3555
ABB,2026-01-27,PE,bearish,below,50,2026-01-08 06:45:00+00:00,83.55,50,target_50pct,486.3555
ABB,2026-01-27,PE,bearish,below,75,2026-01-08 06:45:00+00:00,83.55,75,target_75pct,486.3555
ABB,2026-01-27,PE,bearish,below,20,2026-01-23 06:15:00+00:00,426.05,5.152,hold_to_end,11.677
ABB,2026-01-27,PE,bearish,below,30,2026-01-23 06:15:00+00:00,426.05,5.152,hold_to_end,11.677
ABB,2026-01-27,PE,bearish,below,50,2026-01-23 06:15:00+00:00,426.05,5.152,hold_to_end,11.677
ABB,2026-01-27,PE,bearish,below,75,2026-01-23 06:15:00+00:00,426.05,5.152,hold_to_end,11.677
ABB,2026-02-24,PE,bearish,below,20,2026-02-17 07:45:00+00:00,5.1,20,target_20pct,51.9608
ABB,2026-02-24,PE,bearish,below,30,2026-02-17 07:45:00+00:00,5.1,30,target_30pct,51.9608
ABB,2026-02-24,PE,bearish,below,50,2026-02-17 07:45:00+00:00,5.1,50,target_50pct,51.9608
ABB,2026-02-24,PE,bearish,below,75,2026-02-17 07:45:00+00:00,5.1,-65.6863,stop_loss,51.9608
ABCAPITAL,2025-04-24,CE,bullish,below,20,2025-03-24 06:45:00+00:00,8.1,20,target_20pct,162.3457
ABCAPITAL,2025-04-24,CE,bullish,below,30,2025-03-24 06:45:00+00:00,8.1,30,target_30pct,162.3457
ABCAPITAL,2025-04-24,CE,bullish,below,50,2025-03-24 06:45:00+00:00,8.1,-53.7037,stop_loss,162.3457
ABCAPITAL,2025-04-24,CE,bullish,below,75,2025-03-24 06:45:00+00:00,8.1,-53.7037,stop_loss,162.3457
ABCAPITAL,2025-04-24,CE,bullish,below,20,2025-04-04 05:45:00+00:00,10.1,-62.8713,stop_loss,110.396
ABCAPITAL,2025-04-24,CE,bullish,below,30,2025-04-04 05:45:00+00:00,10.1,-62.8713,stop_loss,110.396
ABCAPITAL,2025-04-24,CE,bullish,below,50,2025-04-04 05:45:00+00:00,10.1,-62.8713,stop_loss,110.396
ABCAPITAL,2025-04-24,CE,bullish,below,75,2025-04-04 05:45:00+00:00,10.1,-62.8713,stop_loss,110.396
ABCAPITAL,2025-04-24,CE,bullish,below,20,2025-04-08 03:45:00+00:00,6.5,20,target_20pct,226.9231
