underlying,expiry,option_type,direction,spot_vs_ema,target,entry_time,entry_price,return_pct,exit_reason,max_possible_return_pct
SAMMAANCAP,2025-09-30,PE,bearish,below,75,2025-09-05 05:15:00+00:00,5.05,-57.4257,stop_loss,18.8119
SAMMAANCAP,2025-09-30,PE,bearish,below,20,2025-09-23 06:15:00+00:00,2.3,20,target_20pct,108.6957
SAMMAANCAP,2025-09-30,PE,bearish,below,30,2025-09-23 06:15:00+00:00,2.3,30,target_30pct,108.6957
SAMMAANCAP,2025-09-30,PE,bearish,below,50,2025-09-23 06:15:00+00:00,2.3,50,target_50pct,108.6957
SAMMAANCAP,2025-09-30,PE,bearish,below,75,2025-09-23 06:15:00+00:00,2.3,75,target_75pct,108.6957
SAMMAANCAP,2025-10-28,CE,bullish,above,20,2025-10-10 05:45:00+00:00,6.7,-52.2388,stop_loss,280.597
SAMMAANCAP,2025-10-28,CE,bullish,above,30,2025-10-10 05:45:00+00:00,6.7,-52.2388,stop_loss,280.597
SAMMAANCAP,2025-10-28,CE,bullish,above,50,2025-10-10 05:45:00+00:00,6.7,-52.2388,stop_loss,280.597
SAMMAANCAP,2025-10-28,CE,bullish,above,75,2025-10-10 05:45:00+00:00,6.7,-52.2388,stop_loss,280.597
SAMMAANCAP,2025-10-28,CE,bullish,above,20,2025-10-15 08:45:00+00:00,4.65,20,target_20pct,448.3871
SAMMAANCAP,2025-10-28,CE,bullish,above,30,2025-10-15 08:45:00+00:00,4.65,30,target_30pct,448.3871
SAMMAANCAP,2025-10-28,CE,bullish,above,50,2025-10-15 08:45:00+00:00,4.65,50,target_50pct,448.3871
SAMMAANCAP,2025-10-28,CE,bullish,above,75,2025-10-15 08:45:00+00:00,4.65,75,target_75pct,448.3871
SAMMAANCAP,2025-10-28,CE,bullish,above,20,2025-10-17 07:15:00+00:00,5.0,20,target_20pct,410.0
SAMMAANCAP,2025-10-28,CE,bullish,above,30,2025-10-17 07:15:00+00:00,5.0,30,target_30pct,410.0
SAMMAANCAP,2025-10-28,CE,bullish,above,50,2025-10-17 07:15:00+00:00,5.0,50,target_50pct,410.0
SAMMAANCAP,2025-10-28,CE,bullish,above,75,2025-10-17 07:15:00+00:00,5.0,75,target_75pct,410.0
SAMMAANCAP,2025-11-25,CE,bullish,above,20,2025-10-31 04:15:00+00:00,10.75,-60.8372,stop_loss,17.6744
SAMMAANCAP,2025-11-25,CE,bullish,above,30,2025-10-31 04:15:00+00:00,10.75,-60.8372,stop_loss,17.6744
SAMMAANCAP,2025-11-25,CE,bullish,above,50,2025-10-31 04:15:00+00:00,10.75,-60.8372,stop_loss,17.6744
SAMMAANCAP,2025-11-25,CE,bullish,above,75,2025-10-31 04:15:00+00:00,10.75,-60.8372,stop_loss,17.6744
SAMMAANCAP,2025-11-25,CE,bullish,above,20,2025-11-17 07:15:00+00:00,3.23,20,target_20pct,45.2012
SAMMAANCAP,2025-11-25,CE,bullish,above,30,2025-11-17 07:15:00+00:00,3.23,30,target_30pct,45.2012
SAMMAANCAP,2025-11-25,CE,bullish,above,50,2025-11-17 07:15:00+00:00,3.23,-59.7523,stop_loss,45.2012
SAMMAANCAP,2025-11-25,CE,bullish,above,75,2025-11-17 07:15:00+00:00,3.23,-59.7523,stop_loss,45.2012
SAMMAANCAP,2025-12-30,PE,bearish,below,20,2025-12-02 08:45:00+00:00,5.4,20,target_20pct,189.8148
SAMMAANCAP,2025-12-30,PE,bearish,below,30,2025-12-02 08:45:00+00:00,5.4,30,target_30pct,189.8148
SAMMAANCAP,2025-12-30,PE,bearish,below,50,2025-12-02 08:45:00+00:00,5.4,50,target_50pct,189.8148
SAMMAANCAP,2025-12-30,PE,bearish,below,75,2025-12-02 08:45:00+00:00,5.4,75,target_75pct,189.8148
SAMMAANCAP,2025-12-30,PE,bearish,below,20,2025-12-04 09:15:00+00:00,7.0,20,target_20pct,123.5714
SAMMAANCAP,2025-12-30,PE,bearish,below,30,2025-12-04 09:15:00+00:00,7.0,30,target_30pct,123.5714
SAMMAANCAP,2025-12-30,PE,bearish,below,50,2025-12-04 09:15:00+00:00,7.0,50,target_50pct,123.5714
SAMMAANCAP,2025-12-30,PE,bearish,below,75,2025-12-04 09:15:00+00:00,7.0,75,target_75pct,123.5714
SAMMAANCAP,2025-12-30,PE,bearish,below,20,2025-12-10 06:45:00+00:00,12.5,20,target_20pct,25.2
SAMMAANCAP,2025-12-30,PE,bearish,below,30,2025-12-10 06:45:00+00:00,12.5,19.12,hold_to_end,25.2
SAMMAANCAP,2025-12-30,PE,bearish,below,50,2025-12-10 06:45:00+00:00,12.5,19.12,hold_to_end,25.2
SAMMAANCAP,2025-12-30,PE,bearish,below,75,2025-12-10 06:45:00+00:00,12.5,19.12,hold_to_end,25.2
SAMMAANCAP,2025-12-30,PE,bearish,below,20,2025-12-22 08:45:00+00:00,12.5,20,target_20pct,20.0
SAMMAANCAP,2025-12-30,PE,bearish,below,30,2025-12-22 08:45:00+00:00,12.5,19.12,hold_to_end,20.0
SAMMAANCAP,2025-12-30,PE,bearish,below,50,2025-12-22 08:45:00+00:00,12.5,19.12,hold_to_end,20.0
SAMMAANCAP,2025-12-30,PE,bearish,below,75,2025-12-22 08:45:00+00:00,12.5,19.12,hold_to_end,20.0
SAMMAANCAP,2025-12-30,PE,bearish,below,20,2025-12-30 04:15:00+00:00,13.46,10.6241,hold_to_end,10.6241
SAMMAANCAP,2025-12-30,PE,bearish,below,30,2025-12-30 04:15:00+00:00,13.46,10.6241,hold_to_end,10.6241
SAMMAANCAP,2025-12-30,PE,bearish,below,50,2025-12-30 04:15:00+00:00,13.46,10.6241,hold_to_end,10.6241
SAMMAANCAP,2025-12-30,PE,bearish,below,75,2025-12-30 04:15:00+00:00,13.46,10.6241,hold_to_end,10.6241
SAMMAANCAP,2026-01-27,PE,bearish,below,20,2026-01-08 07:15:00+00:00,4.2,20,target_20pct,117.381
SAMMAANCAP,2026-01-27,PE,bearish,below,30,2026-01-08 07:15:00+00:00,4.2,30,target_30pct,117.381
SAMMAANCAP,2026-01-27,PE,bearish,below,50,2026-01-08 07:15:00+00:00,4.2,50,target_50pct,117.381
SAMMAANCAP,2026-01-27,PE,bearish,below,75,2026-01-08 07:15:00+00:00,4.2,75,target_75pct,117.381
SAMMAANCAP,2026-01-27,PE,bearish,below,20,2026-01-09 08:45:00+00:00,5.5,20,target_20pct,66.0
SAMMAANCAP,2026-01-27,PE,bearish,below,30,2026-01-09 08:45:00+00:00,5.5,30,target_30pct,66.0
SAMMAANCAP,2026-01-27,PE,bearish,below,50,2026-01-09 08:45:00+00:00,5.5,50,target_50pct,66.0
SAMMAANCAP,2026-01-27,PE,bearish,below,75,2026-01-09 08:45:00+00:00,5.5,18.1818,hold_to_end,66.0
SAMMAANCAP,2026-01-27,PE,bearish,below,20,2026-01-27 06:15:00+00:00,6.22,20,target_20pct,46.7846
SAMMAANCAP,2026-01-27,PE,bearish,below,30,2026-01-27 06:15:00+00:00,6.22,30,target_30pct,46.7846
SAMMAANCAP,2026-01-27,PE,bearish,below,50,2026-01-27 06:15:00+00:00,6.22,4.5016,hold_to_end,46.7846
SAMMAANCAP,2026-01-27,PE,bearish,below,75,2026-01-27 06:15:00+00:00,6.22,4.5016,hold_to_end,46.7846
SAMMAANCAP,2026-02-24,PE,bearish,below,20,2026-02-01 08:15:00+00:00,3.39,-55.7522,stop_loss,0.0
SAMMAANCAP,2026-02-24,PE,bearish,below,30,2026-02-01 08:15:00+00:00,3.39,-55.7522,stop_loss,0.0
SAMMAANCAP,2026-02-24,PE,bearish,below,50,2026-02-01 08:15:00+00:00,3.39,-55.7522,stop_loss,0.0
SAMMAANCAP,2026-02-24,PE,bearish,below,75,2026-02-01 08:15:00+00:00,3.39,-55.7522,stop_loss,0.0
SBICARD,2025-04-24,CE,bullish,below,20,2025-03-18 04:45:00+00:00,21.25,20,target_20pct,221.1765
SBICARD,2025-04-24,CE,bullish,below,30,2025-03-18 04:45:00+00:00,21.25,30,target_30pct,221.1765
SBICARD,2025-04-24,CE,bullish,below,50,2025-03-18 04:45:00+00:00,21.25,50,target_50pct,221.1765
SBICARD,2025-04-24,CE,bullish,below,75,2025-03-18 04:45:00+00:00,21.25,75,target_75pct,221.1765
SBICARD,2025-04-24,CE,bullish,below,20,2025-03-25 03:45:00+00:00,34.15,-51.5373,stop_loss,99.8536
SBICARD,2025-04-24,CE,bullish,below,30,2025-03-25 03:45:00+00:00,34.15,-51.5373,stop_loss,99.8536
SBICARD,2025-04-24,CE,bullish,below,50,2025-03-25 03:45:00+00:00,34.15,-51.5373,stop_loss,99.8536
SBICARD,2025-04-24,CE,bullish,below,75,2025-03-25 03:45:00+00:00,34.15,-51.5373,stop_loss,99.8536
SBICARD,2025-04-24,CE,bullish,below,20,2025-04-08 03:45:00+00:00,17.75,20,target_20pct,284.507
SBICARD,2025-04-24,CE,bullish,below,30,2025-04-08 03:45:00+00:00,17.75,30,target_30pct,284.507
SBICARD,2025-04-24,CE,bullish,below,50,2025-04-08 03:45:00+00:00,17.75,50,target_50pct,284.507
SBICARD,2025-04-24,CE,bullish,below,75,2025-04-08 03:45:00+00:00,17.75,75,target_75pct,284.507
SBICARD,2025-04-24,CE,bullish,below,20,2025-04-22 08:45:00+00:00,52.5,20,target_20pct,30.0
SBICARD,2025-04-24,CE,bullish,below,30,2025-04-22 08:45:00+00:00,52.5,30,target_30pct,30.0
SBICARD,2025-04-24,CE,bullish,below,50,2025-04-22 08:45:00+00:00,52.5,29.1429,hold_to_end,30.0
SBICARD,2025-04-24,CE,bullish,below,75,2025-04-22 08:45:00+00:00,52.5,29.1429,hold_to_end,30.0
SBICARD,2025-05-29,CE,bullish,above,20,2025-05-02 04:45:00+00:00,31.0,20,target_20pct,55.0
SBICARD,2025-05-29,CE,bullish,above,30,2025-05-02 04:45:00+00:00,31.0,30,target_30pct,55.0
SBICARD,2025-05-29,CE,bullish,above,50,2025-05-02 04:45:00+00:00,31.0,50,target_50pct,55.0
SBICARD,2025-05-29,CE,bullish,above,75,2025-05-02 04:45:00+00:00,31.0,-57.0968,stop_loss,55.0
SBICARD,2025-05-29,CE,bullish,above,20,2025-05-07 04:45:00+00:00,35.4,20,target_20pct,35.7345
SBICARD,2025-05-29,CE,bullish,above,30,2025-05-07 04:45:00+00:00,35.4,30,target_30pct,35.7345
SBICARD,2025-05-29,CE,bullish,above,50,2025-05-07 04:45:00+00:00,35.4,-51.4124,stop_loss,35.7345
SBICARD,2025-05-29,CE,bullish,above,75,2025-05-07 04:45:00+00:00,35.4,-51.4124,stop_loss,35.7345
SBICARD,2025-05-29,CE,bullish,above,20,2025-05-12 06:15:00+00:00,33.35,20,target_20pct,37.931
SBICARD,2025-05-29,CE,bullish,above,30,2025-05-12 06:15:00+00:00,33.35,30,target_30pct,37.931
SBICARD,2025-05-29,CE,bullish,above,50,2025-05-12 06:15:00+00:00,33.35,-60.1199,stop_loss,37.931
SBICARD,2025-05-29,CE,bullish,above,75,2025-05-12 06:15:00+00:00,33.35,-60.1199,stop_loss,37.931
SBICARD,2025-05-29,CE,bullish,above,20,2025-05-26 03:45:00+00:00,27.7,20,target_20pct,47.2563
SBICARD,2025-05-29,CE,bullish,above,30,2025-05-26 03:45:00+00:00,27.7,30,target_30pct,47.2563
SBICARD,2025-05-29,CE,bullish,above,50,2025-05-26 03:45:00+00:00,27.7,16.5704,hold_to_end,47.2563
SBICARD,2025-05-29,CE,bullish,above,75,2025-05-26 03:45:00+00:00,27.7,16.5704,hold_to_end,47.2563
SBICARD,2025-06-26,CE,bullish,above,20,2025-06-04 04:15:00+00:00,39.75,20,target_20pct,152.8302
SBICARD,2025-06-26,CE,bullish,above,30,2025-06-04 04:15:00+00:00,39.75,30,target_30pct,152.8302
SBICARD,2025-06-26,CE,bullish,above,50,2025-06-04 04:15:00+00:00,39.75,50,target_50pct,152.8302
SBICARD,2025-06-26,CE,bullish,above,75,2025-06-04 04:15:00+00:00,39.75,75,target_75pct,152.8302
SBICARD,2025-07-31,CE,bullish,above,20,2025-07-08 08:45:00+00:00,10.45,20,target_20pct,59.8086
SBICARD,2025-07-31,CE,bullish,above,30,2025-07-08 08:45:00+00:00,10.45,30,target_30pct,59.8086
SBICARD,2025-07-31,CE,bullish,above,50,2025-07-08 08:45:00+00:00,10.45,50,target_50pct,59.8086
SBICARD,2025-07-31,CE,bullish,above,75,2025-07-08 08:45:00+00:00,10.45,-55.5024,stop_loss,59.8086
SBICARD,2025-07-31,CE,bullish,above,20,2025-07-17 08:45:00+00:00,5.25,-57.1429,stop_loss,8.5714
SBICARD,2025-07-31,CE,bullish,above,30,2025-07-17 08:45:00+00:00,5.25,-57.1429,stop_loss,8.5714
SBICARD,2025-07-31,CE,bullish,above,50,2025-07-17 08:45:00+00:00,5.25,-57.1429,stop_loss,8.5714
SBICARD,2025-07-31,CE,bullish,above,75,2025-07-17 08:45:00+00:00,5.25,-57.1429,stop_loss,8.5714
SBICARD,2025-08-28,PE,bearish,below,20,2025-08-05 08:45:00+00:00,21.1,20,target_20pct,52.1327
SBICARD,2025-08-28,PE,bearish,below,30,2025-08-05 08:45:00+00:00,21.1,30,target_30pct,52.1327
SBICARD,2025-08-28,PE,bearish,below,50,2025-08-05 08:45:00+00:00,21.1,50,target_50pct,52.1327
SBICARD,2025-08-28,PE,bearish,below,75,2025-08-05 08:45:00+00:00,21.1,-55.6872,stop_loss,52.1327
SBICARD,2025-08-28,PE,bearish,below,20,2025-08-08 05:15:00+00:00,26.4,-54.9242,stop_loss,14.9621
SBICARD,2025-08-28,PE,bearish,below,30,2025-08-08 05:15:00+00:00,26.4,-54.9242,stop_loss,14.9621
SBICARD,2025-08-28,PE,bearish,below,50,2025-08-08 05:15:00+00:00,26.4,-54.9242,stop_loss,14.9621
SBICARD,2025-08-28,PE,bearish,below,75,2025-08-08 05:15:00+00:00,26.4,-54.9242,stop_loss,14.9621
SBICARD,2025-08-28,PE,bearish,below,20,2025-08-26 04:45:00+00:00,6.1,20,target_20pct,113.1148
SBICARD,2025-08-28,PE,bearish,below,30,2025-08-26 04:45:00+00:00,6.1,30,target_30pct,113.1148
SBICARD,2025-08-28,PE,bearish,below,50,2025-08-26 04:45:00+00:00,6.1,50,target_50pct,113.1148
SBICARD,2025-08-28,PE,bearish,below,75,2025-08-26 04:45:00+00:00,6.1,75,target_75pct,113.1148
SBICARD,2025-09-30,PE,bearish,below,20,2025-09-03 07:15:00+00:00,17.75,-54.3662,stop_loss,1.1268
SBICARD,2025-09-30,PE,bearish,below,30,2025-09-03 07:15:00+00:00,17.75,-54.3662,stop_loss,1.1268
SBICARD,2025-09-30,PE,bearish,below,50,2025-09-03 07:15:00+00:00,17.75,-54.3662,stop_loss,1.1268
SBICARD,2025-09-30,PE,bearish,below,75,2025-09-03 07:15:00+00:00,17.75,-54.3662,stop_loss,1.1268
SBICARD,2025-10-28,CE,bullish,above,20,2025-09-24 04:45:00+00:00,30.25,20,target_20pct,250.4132
SBICARD,2025-10-28,CE,bullish,above,30,2025-09-24 04:45:00+00:00,30.25,30,target_30pct,250.4132
SBICARD,2025-10-28,CE,bullish,above,50,2025-09-24 04:45:00+00:00,30.25,50,target_50pct,250.4132
SBICARD,2025-10-28,CE,bullish,above,75,2025-09-24 04:45:00+00:00,30.25,75,target_75pct,250.4132
SBICARD,2025-10-28,CE,bullish,above,20,2025-10-01 09:15:00+00:00,29.5,20,target_20pct,259.322
SBICARD,2025-10-28,CE,bullish,above,30,2025-10-01 09:15:00+00:00,29.5,30,target_30pct,259.322
SBICARD,2025-10-28,CE,bullish,above,50,2025-10-01 09:15:00+00:00,29.5,50,target_50pct,259.322
SBICARD,2025-10-28,CE,bullish,above,75,2025-10-01 09:15:00+00:00,29.5,75,target_75pct,259.322
SBICARD,2025-10-28,CE,bullish,above,20,2025-10-13 05:15:00+00:00,59.25,20,target_20pct,78.903
SBICARD,2025-10-28,CE,bullish,above,30,2025-10-13 05:15:00+00:00,59.25,30,target_30pct,78.903
SBICARD,2025-10-28,CE,bullish,above,50,2025-10-13 05:15:00+00:00,59.25,50,target_50pct,78.903
SBICARD,2025-10-28,CE,bullish,above,75,2025-10-13 05:15:00+00:00,59.25,75,target_75pct,78.903
SBICARD,2025-11-25,CE,bullish,above,20,2025-10-15 05:15:00+00:00,37.25,20,target_20pct,56.3758
SBICARD,2025-11-25,CE,bullish,above,30,2025-10-15 05:15:00+00:00,37.25,30,target_30pct,56.3758
SBICARD,2025-11-25,CE,bullish,above,50,2025-10-15 05:15:00+00:00,37.25,50,target_50pct,56.3758
SBICARD,2025-11-25,CE,bullish,above,75,2025-10-15 05:15:00+00:00,37.25,-50.7383,stop_loss,56.3758
SBICARD,2025-11-25,CE,bullish,above,20,2025-11-04 05:15:00+00:00,15.9,-59.1195,stop_loss,3.7736
SBICARD,2025-11-25,CE,bullish,above,30,2025-11-04 05:15:00+00:00,15.9,-59.1195,stop_loss,3.7736
SBICARD,2025-11-25,CE,bullish,above,50,2025-11-04 05:15:00+00:00,15.9,-59.1195,stop_loss,3.7736
SBICARD,2025-11-25,CE,bullish,above,75,2025-11-04 05:15:00+00:00,15.9,-59.1195,stop_loss,3.7736
SBICARD,2025-11-25,CE,bullish,above,20,2025-11-13 05:15:00+00:00,7.1,20,target_20pct,74.6479
SBICARD,2025-11-25,CE,bullish,above,30,2025-11-13 05:15:00+00:00,7.1,30,target_30pct,74.6479
SBICARD,2025-11-25,CE,bullish,above,50,2025-11-13 05:15:00+00:00,7.1,50,target_50pct,74.6479
SBICARD,2025-11-25,CE,bullish,above,75,2025-11-13 05:15:00+00:00,7.1,-54.2254,stop_loss,74.6479
SBICARD,2025-11-25,CE,bullish,above,20,2025-11-17 07:45:00+00:00,9.05,20,target_20pct,37.0166
SBICARD,2025-11-25,CE,bullish,above,30,2025-11-17 07:45:00+00:00,9.05,30,target_30pct,37.0166
SBICARD,2025-11-25,CE,bullish,above,50,2025-11-17 07:45:00+00:00,9.05,-51.3812,stop_loss,37.0166
SBICARD,2025-11-25,CE,bullish,above,75,2025-11-17 07:45:00+00:00,9.05,-51.3812,stop_loss,37.0166
SBICARD,2025-11-25,CE,bullish,above,20,2025-11-24 04:15:00+00:00,7.45,-59.0604,stop_loss,17.4497
SBICARD,2025-11-25,CE,bullish,above,30,2025-11-24 04:15:00+00:00,7.45,-59.0604,stop_loss,17.4497
SBICARD,2025-11-25,CE,bullish,above,50,2025-11-24 04:15:00+00:00,7.45,-59.0604,stop_loss,17.4497
SBICARD,2025-11-25,CE,bullish,above,75,2025-11-24 04:15:00+00:00,7.45,-59.0604,stop_loss,17.4497
SBICARD,2025-12-30,CE,bullish,above,20,2025-11-20 07:45:00+00:00,25.0,20,target_20pct,54.8
SBICARD,2025-12-30,CE,bullish,above,30,2025-11-20 07:45:00+00:00,25.0,30,target_30pct,54.8
SBICARD,2025-12-30,CE,bullish,above,50,2025-11-20 07:45:00+00:00,25.0,50,target_50pct,54.8
SBICARD,2025-12-30,CE,bullish,above,75,2025-11-20 07:45:00+00:00,25.0,-50.6,stop_loss,54.8
SBICARD,2025-12-30,CE,bullish,above,20,2025-12-02 04:45:00+00:00,33.5,-50.3284,stop_loss,13.2836
SBICARD,2025-12-30,CE,bullish,above,30,2025-12-02 04:45:00+00:00,33.5,-50.3284,stop_loss,13.2836
SBICARD,2025-12-30,CE,bullish,above,50,2025-12-02 04:45:00+00:00,33.5,-50.3284,stop_loss,13.2836
SBICARD,2025-12-30,CE,bullish,above,75,2025-12-02 04:45:00+00:00,33.5,-50.3284,stop_loss,13.2836
SBICARD,2025-12-30,CE,bullish,above,20,2025-12-05 06:15:00+00:00,27.35,20,target_20pct,21.5722
SBICARD,2025-12-30,CE,bullish,above,30,2025-12-05 06:15:00+00:00,27.35,-50.6399,stop_loss,21.5722
SBICARD,2025-12-30,CE,bullish,above,50,2025-12-05 06:15:00+00:00,27.35,-50.6399,stop_loss,21.5722
SBICARD,2025-12-30,CE,bullish,above,75,2025-12-05 06:15:00+00:00,27.35,-50.6399,stop_loss,21.5722
SBICARD,2025-12-30,CE,bullish,above,20,2025-12-11 05:45:00+00:00,19.14,20,target_20pct,34.2738
SBICARD,2025-12-30,CE,bullish,above,30,2025-12-11 05:45:00+00:00,19.14,30,target_30pct,34.2738
SBICARD,2025-12-30,CE,bullish,above,50,2025-12-11 05:45:00+00:00,19.14,-52.9781,stop_loss,34.2738
SBICARD,2025-12-30,CE,bullish,above,75,2025-12-11 05:45:00+00:00,19.14,-52.9781,stop_loss,34.2738
SBICARD,2025-12-30,CE,bullish,above,20,2025-12-19 07:15:00+00:00,6.7,20,target_20pct,150.7463
SBICARD,2025-12-30,CE,bullish,above,30,2025-12-19 07:15:00+00:00,6.7,30,target_30pct,150.7463
SBICARD,2025-12-30,CE,bullish,above,50,2025-12-19 07:15:00+00:00,6.7,50,target_50pct,150.7463
SBICARD,2025-12-30,CE,bullish,above,75,2025-12-19 07:15:00+00:00,6.7,75,target_75pct,150.7463
SBICARD,2025-12-30,CE,bullish,above,20,2025-12-24 04:45:00+00:00,14.15,-56.1837,stop_loss,18.7279
SBICARD,2025-12-30,CE,bullish,above,30,2025-12-24 04:45:00+00:00,14.15,-56.1837,stop_loss,18.7279
SBICARD,2025-12-30,CE,bullish,above,50,2025-12-24 04:45:00+00:00,14.15,-56.1837,stop_loss,18.7279
SBICARD,2025-12-30,CE,bullish,above,75,2025-12-24 04:45:00+00:00,14.15,-56.1837,stop_loss,18.7279
SBICARD,2026-01-27,CE,bullish,above,20,2025-12-31 04:45:00+00:00,23.35,20,target_20pct,165.5246
SBICARD,2026-01-27,CE,bullish,above,30,2025-12-31 04:45:00+00:00,23.35,30,target_30pct,165.5246
SBICARD,2026-01-27,CE,bullish,above,50,2025-12-31 04:45:00+00:00,23.35,50,target_50pct,165.5246
SBICARD,2026-01-27,CE,bullish,above,75,2025-12-31 04:45:00+00:00,23.35,75,target_75pct,165.5246
SBICARD,2026-02-24,PE,bearish,below,20,2026-01-28 08:45:00+00:00,41.15,20,target_20pct,93.8032
SBICARD,2026-02-24,PE,bearish,below,30,2026-01-28 08:45:00+00:00,41.15,30,target_30pct,93.8032
SBICARD,2026-02-24,PE,bearish,below,50,2026-01-28 08:45:00+00:00,41.15,50,target_50pct,93.8032
SBICARD,2026-02-24,PE,bearish,below,75,2026-01-28 08:45:00+00:00,41.15,75,target_75pct,93.8032
SBICARD,2026-02-24,PE,bearish,below,20,2026-02-05 05:15:00+00:00,59.0,-50.678,stop_loss,0.5932
SBICARD,2026-02-24,PE,bearish,below,30,2026-02-05 05:15:00+00:00,59.0,-50.678,stop_loss,0.5932
SBICARD,2026-02-24,PE,bearish,below,50,2026-02-05 05:15:00+00:00,59.0,-50.678,stop_loss,0.5932
SBICARD,2026-02-24,PE,bearish,below,75,2026-02-05 05:15:00+00:00,59.0,-50.678,stop_loss,0.5932
SBICARD,2026-02-24,PE,bearish,below,20,2026-02-23 09:45:00+00:00,22.15,20,target_20pct,91.8736
SBICARD,2026-02-24,PE,bearish,below,30,2026-02-23 09:45:00+00:00,22.15,30,target_30pct,91.8736
SBICARD,2026-02-24,PE,bearish,below,50,2026-02-23 09:45:00+00:00,22.15,50,target_50pct,91.8736
SBICARD,2026-02-24,PE,bearish,below,75,2026-02-23 09:45:00+00:00,22.15,75,target_75pct,91.8736
SBILIFE,2025-04-24,CE,bullish,below,20,2025-03-27 08:16:00+00:00,45.65,-53.012,stop_loss,58.7076
SBILIFE,2025-04-24,CE,bullish,below,30,2025-03-27 08:16:00+00:00,45.65,-53.012,stop_loss,58.7076
SBILIFE,2025-04-24,CE,bullish,below,50,2025-03-27 08:16:00+00:00,45.65,-53.012,stop_loss,58.7076
SBILIFE,2025-04-24,CE,bullish,below,75,2025-03-27 08:16:00+00:00,45.65,-53.012,stop_loss,58.7076
SBILIFE,2025-04-24,CE,bullish,below,20,2025-04-08 08:47:00+00:00,10.0,20,target_20pct,624.5
SBILIFE,2025-04-24,CE,bullish,below,30,2025-04-08 08:47:00+00:00,10.0,30,target_30pct,624.5
SBILIFE,2025-04-24,CE,bullish,below,50,2025-04-08 08:47:00+00:00,10.0,50,target_50pct,624.5
SBILIFE,2025-04-24,CE,bullish,below,75,2025-04-08 08:47:00+00:00,10.0,75,target_75pct,624.5
SBILIFE,2025-04-24,CE,bullish,below,20,2025-04-15 03:45:00+00:00,19.3,20,target_20pct,275.3886
SBILIFE,2025-04-24,CE,bullish,below,30,2025-04-15 03:45:00+00:00,19.3,30,target_30pct,275.3886
SBILIFE,2025-04-24,CE,bullish,below,50,2025-04-15 03:45:00+00:00,19.3,50,target_50pct,275.3886
SBILIFE,2025-04-24,CE,bullish,below,75,2025-04-15 03:45:00+00:00,19.3,75,target_75pct,275.3886
SBILIFE,2025-04-24,CE,bullish,below,20,2025-04-17 06:16:00+00:00,29.0,20,target_20pct,149.8276
SBILIFE,2025-04-24,CE,bullish,below,30,2025-04-17 06:16:00+00:00,29.0,30,target_30pct,149.8276
SBILIFE,2025-04-24,CE,bullish,below,50,2025-04-17 06:16:00+00:00,29.0,50,target_50pct,149.8276
SBILIFE,2025-04-24,CE,bullish,below,75,2025-04-17 06:16:00+00:00,29.0,75,target_75pct,149.8276
SBILIFE,2025-04-24,CE,bullish,below,20,2025-04-24 04:17:00+00:00,58.65,-27.11,hold_to_end,9.0367
SBILIFE,2025-04-24,CE,bullish,below,30,2025-04-24 04:17:00+00:00,58.65,-27.11,hold_to_end,9.0367
SBILIFE,2025-04-24,CE,bullish,below,50,2025-04-24 04:17:00+00:00,58.65,-27.11,hold_to_end,9.0367
SBILIFE,2025-04-24,CE,bullish,below,75,2025-04-24 04:17:00+00:00,58.65,-27.11,hold_to_end,9.0367
SBILIFE,2025-05-29,CE,bullish,above,20,2025-05-12 05:45:00+00:00,88.6,20,target_20pct,62.5282
SBILIFE,2025-05-29,CE,bullish,above,30,2025-05-12 05:45:00+00:00,88.6,30,target_30pct,62.5282
SBILIFE,2025-05-29,CE,bullish,above,50,2025-05-12 05:45:00+00:00,88.6,50,target_50pct,62.5282
SBILIFE,2025-05-29,CE,bullish,above,75,2025-05-12 05:45:00+00:00,88.6,62.5282,hold_to_end,62.5282
SBILIFE,2025-05-29,CE,bullish,above,20,2025-05-23 06:45:00+00:00,120.05,19.95,hold_to_end,19.95
SBILIFE,2025-05-29,CE,bullish,above,30,2025-05-23 06:45:00+00:00,120.05,19.95,hold_to_end,19.95
SBILIFE,2025-05-29,CE,bullish,above,50,2025-05-23 06:45:00+00:00,120.05,19.95,hold_to_end,19.95
SBILIFE,2025-05-29,CE,bullish,above,75,2025-05-23 06:45:00+00:00,120.05,19.95,hold_to_end,19.95
SBILIFE,2025-06-26,CE,bullish,above,20,2025-06-09 05:45:00+00:00,19.9,20,target_20pct,112.0603
SBILIFE,2025-06-26,CE,bullish,above,30,2025-06-09 05:45:00+00:00,19.9,-53.7688,stop_loss,112.0603
SBILIFE,2025-06-26,CE,bullish,above,50,2025-06-09 05:45:00+00:00,19.9,-53.7688,stop_loss,112.0603
SBILIFE,2025-06-26,CE,bullish,above,75,2025-06-09 05:45:00+00:00,19.9,-53.7688,stop_loss,112.0603
SBILIFE,2025-06-26,CE,bullish,above,20,2025-06-16 06:15:00+00:00,14.15,-53.3569,stop_loss,198.2332
SBILIFE,2025-06-26,CE,bullish,above,30,2025-06-16 06:15:00+00:00,14.15,-53.3569,stop_loss,198.2332
SBILIFE,2025-06-26,CE,bullish,above,50,2025-06-16 06:15:00+00:00,14.15,-53.3569,stop_loss,198.2332
SBILIFE,2025-06-26,CE,bullish,above,75,2025-06-16 06:15:00+00:00,14.15,-53.3569,stop_loss,198.2332
