bars_to_max,chosen_variant_key,entry_macd,entry_price,entry_rsi,entry_time,exit_price,exit_reason,exit_strategy,exit_time,expiry,expiry_day_only,expiry_kind,holding_bars,holding_minutes,max_possible_price,max_possible_return_pct,option_type,return_pct,rsi_filter,series_id,spot_at_series_start,strike,symbol,timeframe,train_consistency_score,underlying,walkforward_group,walkforward_window
317,series|5m|macd_only|trail_after_20pct_dd10pct,0.433591,396.25,64.8644,2025-05-02T14:30:00+05:30,503.85,trail_after_20pct_dd10pct,trail_after_20pct_dd10pct,2025-05-09 09:15:00+05:30,2025-05-15,False,weekly,317,1585,636.04,60.5148,PE,27.1546,macd_only,NIFTY|weekly|2025-05-15|ITM1,24431.25,24450.0,NIFTY 24500 PE 15 MAY 25,5m,73.505867,NIFTY,weekly_series,8
10,series|5m|macd_only|trail_after_20pct_dd10pct,0.104142,90.95,55.5521,2025-05-13T09:45:00+05:30,100.95,trail_after_20pct_dd10pct,trail_after_20pct_dd10pct,2025-05-13 09:55:00+05:30,2025-05-15,False,weekly,2,10,150.0,64.9258,PE,10.9951,macd_only,NIFTY|weekly|2025-05-15|ITM1,24431.25,24450.0,NIFTY 24500 PE 15 MAY 25,5m,73.505867,NIFTY,weekly_series,8
3,series|5m|macd_only|trail_after_20pct_dd10pct,0.158063,110.0,55.5367,2025-05-13T12:45:00+05:30,122.8,trail_after_20pct_dd10pct,trail_after_20pct_dd10pct,2025-05-13 13:05:00+05:30,2025-05-15,False,weekly,4,20,144.4,31.2727,PE,11.6364,macd_only,NIFTY|weekly|2025-05-15|ITM1,24431.25,24450.0,NIFTY 24500 PE 15 MAY 25,5m,73.505867,NIFTY,weekly_series,8
0,series|5m|macd_only|trail_after_20pct_dd10pct,0.056829,123.15,55.147,2025-05-13T15:10:00+05:30,0.05,hold_to_end_trail_after_20pct_dd10pct,trail_after_20pct_dd10pct,2025-05-15 15:30:00+05:30,2025-05-15,False,weekly,156,780,124.5,1.0962,PE,-99.9594,macd_only,NIFTY|weekly|2025-05-15|ITM1,24431.25,24450.0,NIFTY 24500 PE 15 MAY 25,5m,73.505867,NIFTY,weekly_series,8
241,series|5m|macd_only|trail_after_30pct_dd15pct,4.416071,1128.55,66.0012,2025-05-07T14:15:00+05:30,1998.35,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-13 09:20:00+05:30,2025-05-20,False,weekly,242,1210,2372.4,110.2166,CE,77.0723,macd_only,SENSEX|weekly|2025-05-20|ITM1,80736.0,80600.0,SENSEX 80500 CE 20 MAY 25,5m,70.554055,SENSEX,weekly_series,9
133,series|5m|macd_only|trail_after_30pct_dd15pct,8.289085,1378.0,59.5887,2025-05-14T09:30:00+05:30,1945.65,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-15 15:15:00+05:30,2025-05-20,False,weekly,145,725,2295.4,66.5747,CE,41.1938,macd_only,SENSEX|weekly|2025-05-20|ITM1,80736.0,80600.0,SENSEX 80500 CE 20 MAY 25,5m,70.554055,SENSEX,weekly_series,9
8,series|5m|macd_only|trail_after_30pct_dd15pct,3.841402,1947.75,56.7022,2025-05-16T12:50:00+05:30,685.25,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-20 15:30:00+05:30,2025-05-20,False,weekly,184,920,2030.75,4.2613,CE,-64.8184,macd_only,SENSEX|weekly|2025-05-20|ITM1,80736.0,80600.0,SENSEX 80500 CE 20 MAY 25,5m,70.554055,SENSEX,weekly_series,9
107,series|5m|macd_only|trail_after_30pct_dd15pct,1.726273,994.75,66.0286,2025-05-07T13:45:00+05:30,1459.15,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-09 11:35:00+05:30,2025-05-20,False,weekly,124,620,1800.0,80.95,PE,46.6851,macd_only,SENSEX|weekly|2025-05-20|ITM1,80736.0,80600.0,SENSEX 80700 PE 20 MAY 25,5m,70.554055,SENSEX,weekly_series,9
28,series|5m|macd_only|trail_after_30pct_dd15pct,2.318741,1654.85,58.0658,2025-05-09T12:25:00+05:30,0.05,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-20 15:30:00+05:30,2025-05-20,False,weekly,492,2460,1773.1,7.1457,PE,-99.997,macd_only,SENSEX|weekly|2025-05-20|ITM1,80736.0,80600.0,SENSEX 80700 PE 20 MAY 25,5m,70.554055,SENSEX,weekly_series,9
145,series|10m|rsi_60|trail_after_30pct_dd15pct,7.96767,370.55,85.4538,2025-05-12T09:20:00+05:30,603.25,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-13 09:20:00+05:30,2025-05-22,False,weekly,38,380,756.45,104.1425,CE,62.7985,rsi_60,NIFTY|weekly|2025-05-22|ITM1,24437.25,24450.0,NIFTY 24400 CE 22 MAY 25,10m,71.952925,NIFTY,weekly_series,10
22,series|10m|rsi_60|trail_after_30pct_dd15pct,0.498777,449.15,63.7161,2025-05-15T10:50:00+05:30,630.0,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-16 09:40:00+05:30,2025-05-22,False,weekly,31,310,756.45,68.4181,CE,40.2649,rsi_60,NIFTY|weekly|2025-05-22|ITM1,24437.25,24450.0,NIFTY 24400 CE 22 MAY 25,10m,71.952925,NIFTY,weekly_series,10
2,series|10m|rsi_60|trail_after_30pct_dd15pct,0.623543,544.0,72.0102,2025-05-21T10:20:00+05:30,209.75,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-22 15:30:00+05:30,2025-05-22,False,weekly,69,690,591.95,8.8143,CE,-61.443,rsi_60,NIFTY|weekly|2025-05-22|ITM1,24437.25,24450.0,NIFTY 24400 CE 22 MAY 25,10m,71.952925,NIFTY,weekly_series,10
0,series|10m|rsi_60|trail_after_30pct_dd15pct,0.200005,190.45,60.3129,2025-05-14T13:00:00+05:30,0.05,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-22 15:30:00+05:30,2025-05-22,False,weekly,243,2430,217.6,14.2557,PE,-99.9737,rsi_60,NIFTY|weekly|2025-05-22|ITM1,24437.25,24450.0,NIFTY 24500 PE 22 MAY 25,10m,71.952925,NIFTY,weekly_series,10
164,series|5m|macd_only|trail_after_30pct_dd15pct,0.574936,910.25,56.4198,2025-05-21T15:10:00+05:30,1086.2,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-26 10:30:00+05:30,2025-06-03,False,weekly,171,855,1279.65,40.5823,CE,19.3299,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 81900 CE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
47,series|5m|macd_only|trail_after_30pct_dd15pct,0.288039,1124.9,55.7074,2025-05-26T14:00:00+05:30,0.05,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-06-03 15:30:00+05:30,2025-06-03,False,weekly,474,2370,1255.0,11.5655,CE,-99.9956,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 81900 CE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
83,series|5m|macd_only|trail_after_30pct_dd15pct,12.182973,1227.8,72.2521,2025-05-21T12:15:00+05:30,1125.0,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-23 09:45:00+05:30,2025-06-03,False,weekly,98,490,1720.05,40.092,PE,-8.3727,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 82100 PE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
390,series|5m|macd_only|trail_after_30pct_dd15pct,1.195949,1028.15,55.5132,2025-05-23T14:55:00+05:30,982.65,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-05-27 11:05:00+05:30,2025-06-03,False,weekly,105,525,1609.2,56.5141,PE,-4.4254,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 82100 PE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
265,series|5m|macd_only|trail_after_30pct_dd15pct,3.64883,1115.25,53.3789,2025-05-27T12:45:00+05:30,1336.2,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-06-02 10:00:00+05:30,2025-06-03,False,weekly,270,1350,1609.2,44.2905,PE,19.8117,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 82100 PE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
56,series|5m|macd_only|trail_after_30pct_dd15pct,4.220693,1150.0,57.2772,2025-06-02T14:45:00+05:30,1282.05,trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-06-03 14:05:00+05:30,2025-06-03,False,weekly,68,340,1556.75,35.3696,PE,11.4826,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 82100 PE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
0,series|5m|macd_only|trail_after_30pct_dd15pct,3.630382,1362.75,56.7233,2025-06-03T15:10:00+05:30,1362.25,hold_to_end_trail_after_30pct_dd15pct,trail_after_30pct_dd15pct,2025-06-03 15:30:00+05:30,2025-06-03,False,weekly,4,20,1380.8,1.3245,PE,-0.0367,macd_only,SENSEX|weekly|2025-06-03|ITM1,82077.91,82000.0,SENSEX 82100 PE 03 JUN 25,5m,70.732943,SENSEX,weekly_series,11
187,series|5m|macd_only|target_30pct,0.672038,295.6,62.0554,2025-05-22T15:00:00+05:30,384.28,target_30pct_hit,target_30pct,2025-05-23 09:45:00+05:30,2025-06-05,False,weekly,13,65,606.0,105.0068,CE,30.0,macd_only,NIFTY|weekly|2025-06-05|ITM1,24704.65,24700.0,NIFTY 24650 CE 05 JUN 25,5m,66.359264,NIFTY,weekly_series,12
104,series|5m|macd_only|target_30pct,0.034304,531.5,71.0616,2025-05-26T09:15:00+05:30,100.75,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-05 15:30:00+05:30,2025-06-05,False,weekly,683,3415,606.0,14.0169,CE,-81.0442,macd_only,NIFTY|weekly|2025-06-05|ITM1,24704.65,24700.0,NIFTY 24650 CE 05 JUN 25,5m,66.359264,NIFTY,weekly_series,12
27,series|5m|macd_only|target_30pct,0.447719,361.9,60.0654,2025-05-22T12:25:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-05 15:30:00+05:30,2025-06-05,False,weekly,797,3985,410.7,13.4844,PE,-99.9862,macd_only,NIFTY|weekly|2025-06-05|ITM1,24704.65,24700.0,NIFTY 24750 PE 05 JUN 25,5m,66.359264,NIFTY,weekly_series,12
0,series|5m|macd_only|target_30pct,3.300035,1082.2,67.6211,2025-05-28T13:00:00+05:30,689.5,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-10 15:30:00+05:30,2025-06-10,False,weekly,712,3560,1082.2,0.0,CE,-36.2872,macd_only,SENSEX|weekly|2025-06-10|ITM1,81772.52,81800.0,SENSEX 81700 CE 10 JUN 25,5m,63.290307,SENSEX,weekly_series,13
365,series|5m|macd_only|target_30pct,2.000047,1286.5,60.1088,2025-05-27T13:10:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-10 15:30:00+05:30,2025-06-10,False,weekly,776,3880,1661.0,29.11,PE,-99.9961,macd_only,SENSEX|weekly|2025-06-10|ITM1,81772.52,81800.0,SENSEX 81900 PE 10 JUN 25,5m,63.290307,SENSEX,weekly_series,13
671,series|5m|macd_only|target_30pct,0.172457,302.0,54.6021,2025-05-29T13:30:00+05:30,38.15,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-12 15:30:00+05:30,2025-06-12,False,weekly,784,3920,383.95,27.1358,CE,-87.3675,macd_only,NIFTY|weekly|2025-06-12|ITM1,24884.5,24900.0,NIFTY 24850 CE 12 JUN 25,5m,60.132979,NIFTY,weekly_series,14
210,series|5m|macd_only|target_30pct,0.374775,390.5,56.2887,2025-05-29T14:20:00+05:30,507.65,target_30pct_hit,target_30pct,2025-06-02 09:20:00+05:30,2025-06-12,False,weekly,91,455,551.0,41.1012,PE,30.0,macd_only,NIFTY|weekly|2025-06-12|ITM1,24884.5,24900.0,NIFTY 24950 PE 12 JUN 25,5m,60.132979,NIFTY,weekly_series,14
53,series|5m|macd_only|target_30pct,0.769412,438.85,56.3177,2025-06-02T14:50:00+05:30,61.8,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-12 15:30:00+05:30,2025-06-12,False,weekly,615,3075,551.0,25.5554,PE,-85.9177,macd_only,NIFTY|weekly|2025-06-12|ITM1,24884.5,24900.0,NIFTY 24950 PE 12 JUN 25,5m,60.132979,NIFTY,weekly_series,14
161,series|5m|macd_only|target_30pct,0.66766,863.5,61.9459,2025-06-04T14:25:00+05:30,1122.55,target_30pct_hit,target_30pct,2025-06-05 12:10:00+05:30,2025-06-17,False,weekly,45,225,1608.0,86.2189,CE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM1,81406.4,81400.0,SENSEX 81300 CE 17 JUN 25,5m,57.738112,SENSEX,weekly_series,15
60,series|5m|macd_only|target_30pct,10.617724,1092.0,67.5787,2025-06-06T10:35:00+05:30,1419.6,target_30pct_hit,target_30pct,2025-06-06 12:00:00+05:30,2025-06-17,False,weekly,17,85,1608.0,47.2527,CE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM1,81406.4,81400.0,SENSEX 81300 CE 17 JUN 25,5m,57.738112,SENSEX,weekly_series,15
86,series|5m|macd_only|target_30pct,0.499354,1450.7,57.914,2025-06-10T12:05:00+05:30,283.95,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-17 15:30:00+05:30,2025-06-17,False,weekly,401,2005,1597.1,10.0917,CE,-80.4267,macd_only,SENSEX|weekly|2025-06-17|ITM1,81406.4,81400.0,SENSEX 81300 CE 17 JUN 25,5m,57.738112,SENSEX,weekly_series,15
401,series|5m|macd_only|target_30pct,0.588489,790.0,55.8851,2025-06-05T13:50:00+05:30,1027.0,target_30pct_hit,target_30pct,2025-06-13 09:15:00+05:30,2025-06-17,False,weekly,401,2005,1229.15,55.5886,PE,30.0,macd_only,SENSEX|weekly|2025-06-17|ITM1,81406.4,81400.0,SENSEX 81500 PE 17 JUN 25,5m,57.738112,SENSEX,weekly_series,15
1,series|5m|macd_only|target_30pct,6.031534,780.0,65.4431,2025-06-13T14:55:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-17 15:30:00+05:30,2025-06-17,False,weekly,159,795,848.0,8.7179,PE,-99.9936,macd_only,SENSEX|weekly|2025-06-17|ITM1,81406.4,81400.0,SENSEX 81500 PE 17 JUN 25,5m,57.738112,SENSEX,weekly_series,15
125,series|10m|rsi_60|target_30pct,4.058553,481.4,67.4724,2025-06-06T10:40:00+05:30,625.82,target_30pct_hit,target_30pct,2025-06-09 09:20:00+05:30,2025-06-19,False,weekly,30,300,682.45,41.7636,CE,30.0,rsi_60,NIFTY|weekly|2025-06-19|ITM1,24661.6,24650.0,NIFTY 24600 CE 19 JUN 25,10m,60.375382,NIFTY,weekly_series,16
9,series|10m|rsi_60|target_30pct,2.776688,633.0,64.4272,2025-06-11T11:00:00+05:30,193.4,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-19 15:30:00+05:30,2025-06-19,False,weekly,255,2550,682.45,7.812,CE,-69.4471,rsi_60,NIFTY|weekly|2025-06-19|ITM1,24661.6,24650.0,NIFTY 24600 CE 19 JUN 25,10m,60.375382,NIFTY,weekly_series,16
34,series|10m|rsi_60|target_30pct,0.414122,51.55,63.8686,2025-06-12T10:00:00+05:30,67.015,target_30pct_hit,target_30pct,2025-06-12 13:30:00+05:30,2025-06-19,False,weekly,21,210,306.55,494.6654,PE,30.0,rsi_60,NIFTY|weekly|2025-06-19|ITM1,24661.6,24650.0,NIFTY 24700 PE 19 JUN 25,10m,60.375382,NIFTY,weekly_series,16
5,series|10m|rsi_60|target_30pct,0.024699,55.5,60.9852,2025-06-18T12:00:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-06-19 15:30:00+05:30,2025-06-19,False,weekly,59,590,66.45,19.7297,PE,-99.9099,rsi_60,NIFTY|weekly|2025-06-19|ITM1,24661.6,24650.0,NIFTY 24700 PE 19 JUN 25,10m,60.375382,NIFTY,weekly_series,16
234,series|10m|rsi_60|target_30pct,2.805278,702.05,62.4251,2025-06-19T14:10:00+05:30,912.665,target_30pct_hit,target_30pct,2025-06-20 10:30:00+05:30,2025-07-01,False,weekly,16,160,2300.0,227.612,CE,30.0,rsi_60,SENSEX|weekly|2025-07-01|ITM1,81868.05,81900.0,SENSEX 81800 CE 01 JUL 25,10m,58.216384,SENSEX,weekly_series,17
161,series|10m|rsi_60|target_30pct,2.425573,855.15,63.658,2025-06-23T13:40:00+05:30,1111.695,target_30pct_hit,target_30pct,2025-06-24 09:20:00+05:30,2025-07-01,False,weekly,12,120,2300.0,168.9587,CE,30.0,rsi_60,SENSEX|weekly|2025-07-01|ITM1,81868.05,81900.0,SENSEX 81800 CE 01 JUL 25,10m,58.216384,SENSEX,weekly_series,17
0,series|10m|rsi_60|target_30pct,6.15666,1102.55,66.732,2025-06-19T15:30:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-01 15:30:00+05:30,2025-07-01,False,weekly,304,3040,1111.0,0.7664,PE,-99.9955,rsi_60,SENSEX|weekly|2025-07-01|ITM1,81868.05,81900.0,SENSEX 82000 PE 01 JUL 25,10m,58.216384,SENSEX,weekly_series,17
227,series|10m|rsi_60|target_30pct,0.562571,337.95,66.829,2025-06-19T14:20:00+05:30,439.335,target_30pct_hit,target_30pct,2025-06-20 10:30:00+05:30,2025-07-03,False,weekly,15,150,933.75,176.2983,CE,30.0,rsi_60,NIFTY|weekly|2025-07-03|ITM1,24783.9,24800.0,NIFTY 24750 CE 03 JUL 25,10m,58.252203,NIFTY,weekly_series,18
156,series|10m|rsi_60|target_30pct,0.940217,438.95,68.6014,2025-06-23T13:30:00+05:30,570.635,target_30pct_hit,target_30pct,2025-06-24 09:20:00+05:30,2025-07-03,False,weekly,13,130,933.75,112.7235,CE,30.0,rsi_60,NIFTY|weekly|2025-07-03|ITM1,24783.9,24800.0,NIFTY 24750 CE 03 JUL 25,10m,58.252203,NIFTY,weekly_series,18
97,series|10m|rsi_60|target_30pct,2.689038,839.65,62.8329,2025-07-01T10:10:00+05:30,656.2,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-03 15:30:00+05:30,2025-07-03,False,weekly,107,1070,841.35,0.2025,CE,-21.8484,rsi_60,NIFTY|weekly|2025-07-03|ITM1,24783.9,24800.0,NIFTY 24750 CE 03 JUL 25,10m,58.252203,NIFTY,weekly_series,18
3,series|10m|rsi_60|target_30pct,3.238364,220.95,74.5449,2025-06-23T09:40:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-03 15:30:00+05:30,2025-07-03,False,weekly,339,3390,253.15,14.5734,PE,-99.9774,rsi_60,NIFTY|weekly|2025-07-03|ITM1,24783.9,24800.0,NIFTY 24850 PE 03 JUL 25,10m,58.252203,NIFTY,weekly_series,18
130,series|5m|macd_only|target_30pct,0.441674,813.0,58.1072,2025-06-25T09:50:00+05:30,1056.9,target_30pct_hit,target_30pct,2025-06-26 09:30:00+05:30,2025-07-08,False,weekly,71,355,1470.0,80.8118,CE,30.0,macd_only,SENSEX|weekly|2025-07-08|ITM1,82786.27,82700.0,SENSEX 82600 CE 08 JUL 25,5m,58.134335,SENSEX,weekly_series,19
0,series|5m|macd_only|target_30pct,7.216368,1412.35,96.8754,2025-07-02T09:20:00+05:30,1114.35,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-08 15:30:00+05:30,2025-07-08,False,weekly,378,1890,1412.35,0.0,CE,-21.0996,macd_only,SENSEX|weekly|2025-07-08|ITM1,82786.27,82700.0,SENSEX 82600 CE 08 JUL 25,5m,58.134335,SENSEX,weekly_series,19
40,series|5m|macd_only|target_30pct,1.017901,252.15,58.136,2025-06-30T10:50:00+05:30,0.05,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-08 15:30:00+05:30,2025-07-08,False,weekly,512,2560,321.15,27.3647,PE,-99.9802,macd_only,SENSEX|weekly|2025-07-08|ITM1,82786.27,82700.0,SENSEX 82800 PE 08 JUL 25,5m,58.134335,SENSEX,weekly_series,19
99,series|5m|macd_only|target_30pct,0.710422,369.2,65.9087,2025-06-26T12:15:00+05:30,479.96,target_30pct_hit,target_30pct,2025-06-27 09:20:00+05:30,2025-07-10,False,weekly,40,200,528.6,43.1744,CE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM1,25282.35,25300.0,NIFTY 25250 CE 10 JUL 25,5m,56.929487,NIFTY,weekly_series,20
5,series|5m|macd_only|target_30pct,0.83379,429.0,66.7295,2025-07-01T09:25:00+05:30,105.2,hold_to_end_target_30pct_not_hit,target_30pct,2025-07-10 15:30:00+05:30,2025-07-10,False,weekly,604,3020,445.65,3.8811,CE,-75.4779,macd_only,NIFTY|weekly|2025-07-10|ITM1,25282.35,25300.0,NIFTY 25250 CE 10 JUL 25,5m,56.929487,NIFTY,weekly_series,20
327,series|5m|macd_only|target_30pct,0.189671,111.9,59.0782,2025-06-30T09:55:00+05:30,145.47,target_30pct_hit,target_30pct,2025-06-30 13:15:00+05:30,2025-07-10,False,weekly,40,200,153.55,37.2207,PE,30.0,macd_only,NIFTY|weekly|2025-07-10|ITM1,25282.35,25300.0,NIFTY 25350 PE 10 JUL 25,5m,56.929487,NIFTY,weekly_series,20
