underlying,expiry,option_type,timeframe,target,entry_time,entry_price,exit_idx,exit_reason,return_pct,max_possible_return_pct
360ONE,2025-07-31,CE,30m,20,2025-07-03 09:15:00+00:00,98.65,108,stop_loss,-84.4906,5.6766
360ONE,2025-07-31,CE,30m,30,2025-07-03 09:15:00+00:00,98.65,108,stop_loss,-84.4906,5.6766
360ONE,2025-07-31,CE,30m,50,2025-07-03 09:15:00+00:00,98.65,108,stop_loss,-84.4906,5.6766
360ONE,2025-07-31,CE,30m,75,2025-07-03 09:15:00+00:00,98.65,108,stop_loss,-84.4906,5.6766
360ONE,2025-07-31,PE,30m,20,2025-07-08 05:15:00+00:00,42.0,156,stop_loss,-52.381,178.5714
360ONE,2025-07-31,PE,30m,30,2025-07-08 05:15:00+00:00,42.0,156,stop_loss,-52.381,178.5714
360ONE,2025-07-31,PE,30m,50,2025-07-08 05:15:00+00:00,42.0,156,stop_loss,-52.381,178.5714
360ONE,2025-07-31,PE,30m,75,2025-07-08 05:15:00+00:00,42.0,156,stop_loss,-52.381,178.5714
360ONE,2025-07-31,PE,30m,20,2025-07-22 04:45:00+00:00,32.0,189,target_20pct,20,265.625
360ONE,2025-07-31,PE,30m,30,2025-07-22 04:45:00+00:00,32.0,221,target_30pct,30,265.625
360ONE,2025-07-31,PE,30m,50,2025-07-22 04:45:00+00:00,32.0,223,target_50pct,50,265.625
360ONE,2025-07-31,PE,30m,75,2025-07-22 04:45:00+00:00,32.0,223,target_75pct,75,265.625
360ONE,2025-08-28,CE,30m,20,2025-08-05 04:45:00+00:00,35.2,121,stop_loss,-51.7045,39.4886
360ONE,2025-08-28,CE,30m,30,2025-08-05 04:45:00+00:00,35.2,121,stop_loss,-51.7045,39.4886
360ONE,2025-08-28,CE,30m,50,2025-08-05 04:45:00+00:00,35.2,121,stop_loss,-51.7045,39.4886
360ONE,2025-08-28,CE,30m,75,2025-08-05 04:45:00+00:00,35.2,121,stop_loss,-51.7045,39.4886
360ONE,2025-08-28,CE,30m,20,2025-08-14 07:45:00+00:00,13.5,179,target_20pct,20,263.7037
360ONE,2025-08-28,CE,30m,30,2025-08-14 07:45:00+00:00,13.5,179,target_30pct,30,263.7037
360ONE,2025-08-28,CE,30m,50,2025-08-14 07:45:00+00:00,13.5,180,target_50pct,50,263.7037
360ONE,2025-08-28,CE,30m,75,2025-08-14 07:45:00+00:00,13.5,181,target_75pct,75,263.7037
360ONE,2025-08-28,CE,30m,20,2025-08-25 08:15:00+00:00,38.45,258,stop_loss,-83.225,5.0715
360ONE,2025-08-28,CE,30m,30,2025-08-25 08:15:00+00:00,38.45,258,stop_loss,-83.225,5.0715
360ONE,2025-08-28,CE,30m,50,2025-08-25 08:15:00+00:00,38.45,258,stop_loss,-83.225,5.0715
360ONE,2025-08-28,CE,30m,75,2025-08-25 08:15:00+00:00,38.45,258,stop_loss,-83.225,5.0715
360ONE,2025-08-28,PE,30m,20,2025-08-01 08:45:00+00:00,31.7,123,target_20pct,20,47.9495
360ONE,2025-08-28,PE,30m,30,2025-08-01 08:45:00+00:00,31.7,142,target_30pct,30,47.9495
360ONE,2025-08-28,PE,30m,50,2025-08-01 08:45:00+00:00,31.7,181,stop_loss,-54.1009,47.9495
360ONE,2025-08-28,PE,30m,75,2025-08-01 08:45:00+00:00,31.7,181,stop_loss,-54.1009,47.9495
360ONE,2025-08-28,PE,30m,20,2025-08-28 04:15:00+00:00,12.0,270,target_20pct,20,43.3333
360ONE,2025-08-28,PE,30m,30,2025-08-28 04:15:00+00:00,12.0,270,target_30pct,30,43.3333
360ONE,2025-08-28,PE,30m,50,2025-08-28 04:15:00+00:00,12.0,275,hold_to_end,43.3333,43.3333
360ONE,2025-08-28,PE,30m,75,2025-08-28 04:15:00+00:00,12.0,275,hold_to_end,43.3333,43.3333
360ONE,2025-09-30,CE,30m,20,2025-09-03 06:45:00+00:00,30.0,39,target_20pct,20,137.8333
360ONE,2025-09-30,CE,30m,30,2025-09-03 06:45:00+00:00,30.0,52,target_30pct,30,137.8333
360ONE,2025-09-30,CE,30m,50,2025-09-03 06:45:00+00:00,30.0,100,target_50pct,50,137.8333
360ONE,2025-09-30,CE,30m,75,2025-09-03 06:45:00+00:00,30.0,101,target_75pct,75,137.8333
360ONE,2025-09-30,CE,30m,20,2025-09-12 09:15:00+00:00,44.55,135,target_20pct,20,60.1571
360ONE,2025-09-30,CE,30m,30,2025-09-12 09:15:00+00:00,44.55,136,target_30pct,30,60.1571
360ONE,2025-09-30,CE,30m,50,2025-09-12 09:15:00+00:00,44.55,150,target_50pct,50,60.1571
360ONE,2025-09-30,CE,30m,75,2025-09-12 09:15:00+00:00,44.55,169,stop_loss,-50.6173,60.1571
360ONE,2025-09-30,PE,30m,20,2025-09-04 08:15:00+00:00,32.95,93,stop_loss,-50.6829,21.8513
360ONE,2025-09-30,PE,30m,30,2025-09-04 08:15:00+00:00,32.95,93,stop_loss,-50.6829,21.8513
360ONE,2025-09-30,PE,30m,50,2025-09-04 08:15:00+00:00,32.95,93,stop_loss,-50.6829,21.8513
360ONE,2025-09-30,PE,30m,75,2025-09-04 08:15:00+00:00,32.95,93,stop_loss,-50.6829,21.8513
360ONE,2025-09-30,PE,30m,20,2025-09-22 05:15:00+00:00,5.25,197,target_20pct,20,664.7619
360ONE,2025-09-30,PE,30m,30,2025-09-22 05:15:00+00:00,5.25,200,target_30pct,30,664.7619
360ONE,2025-09-30,PE,30m,50,2025-09-22 05:15:00+00:00,5.25,200,target_50pct,50,664.7619
360ONE,2025-09-30,PE,30m,75,2025-09-22 05:15:00+00:00,5.25,200,target_75pct,75,664.7619
360ONE,2025-09-30,PE,30m,20,2025-09-30 09:15:00+00:00,22.4,283,hold_to_end,-33.0357,0.0
360ONE,2025-09-30,PE,30m,30,2025-09-30 09:15:00+00:00,22.4,283,hold_to_end,-33.0357,0.0
360ONE,2025-09-30,PE,30m,50,2025-09-30 09:15:00+00:00,22.4,283,hold_to_end,-33.0357,0.0
360ONE,2025-09-30,PE,30m,75,2025-09-30 09:15:00+00:00,22.4,283,hold_to_end,-33.0357,0.0
360ONE,2025-10-28,CE,30m,20,2025-10-01 09:15:00+00:00,44.3,52,target_20pct,20,261.1738
360ONE,2025-10-28,CE,30m,30,2025-10-01 09:15:00+00:00,44.3,62,target_30pct,30,261.1738
360ONE,2025-10-28,CE,30m,50,2025-10-01 09:15:00+00:00,44.3,62,target_50pct,50,261.1738
360ONE,2025-10-28,CE,30m,75,2025-10-01 09:15:00+00:00,44.3,75,target_75pct,75,261.1738
360ONE,2025-11-25,CE,30m,20,2025-11-12 03:45:00+00:00,8.65,183,stop_loss,-61.8497,171.0983
360ONE,2025-11-25,CE,30m,30,2025-11-12 03:45:00+00:00,8.65,183,stop_loss,-61.8497,171.0983
360ONE,2025-11-25,CE,30m,50,2025-11-12 03:45:00+00:00,8.65,183,stop_loss,-61.8497,171.0983
360ONE,2025-11-25,CE,30m,75,2025-11-12 03:45:00+00:00,8.65,183,stop_loss,-61.8497,171.0983
360ONE,2025-11-25,CE,30m,20,2025-11-19 05:45:00+00:00,5.15,226,target_20pct,20,355.3398
360ONE,2025-11-25,CE,30m,30,2025-11-19 05:45:00+00:00,5.15,226,target_30pct,30,355.3398
360ONE,2025-11-25,CE,30m,50,2025-11-19 05:45:00+00:00,5.15,231,target_50pct,50,355.3398
360ONE,2025-11-25,CE,30m,75,2025-11-19 05:45:00+00:00,5.15,231,target_75pct,75,355.3398
360ONE,2025-11-25,CE,30m,20,2025-11-24 05:15:00+00:00,10.85,264,target_20pct,20,33.1797
360ONE,2025-11-25,CE,30m,30,2025-11-24 05:15:00+00:00,10.85,266,target_30pct,30,33.1797
360ONE,2025-11-25,CE,30m,50,2025-11-24 05:15:00+00:00,10.85,270,stop_loss,-58.0645,33.1797
360ONE,2025-11-25,CE,30m,75,2025-11-24 05:15:00+00:00,10.85,270,stop_loss,-58.0645,33.1797
360ONE,2025-11-25,PE,30m,20,2025-10-29 03:45:00+00:00,38.55,78,target_20pct,20,117.2503
360ONE,2025-11-25,PE,30m,30,2025-10-29 03:45:00+00:00,38.55,79,target_30pct,30,117.2503
360ONE,2025-11-25,PE,30m,50,2025-10-29 03:45:00+00:00,38.55,79,target_50pct,50,117.2503
360ONE,2025-11-25,PE,30m,75,2025-10-29 03:45:00+00:00,38.55,87,target_75pct,75,117.2503
360ONE,2025-11-25,PE,30m,20,2025-11-14 05:15:00+00:00,70.2,211,stop_loss,-50.1425,18.0199
360ONE,2025-11-25,PE,30m,30,2025-11-14 05:15:00+00:00,70.2,211,stop_loss,-50.1425,18.0199
360ONE,2025-11-25,PE,30m,50,2025-11-14 05:15:00+00:00,70.2,211,stop_loss,-50.1425,18.0199
360ONE,2025-11-25,PE,30m,75,2025-11-14 05:15:00+00:00,70.2,211,stop_loss,-50.1425,18.0199
360ONE,2025-11-25,PE,30m,20,2025-11-25 05:15:00+00:00,24.6,267,stop_loss,-71.3415,13.6179
360ONE,2025-11-25,PE,30m,30,2025-11-25 05:15:00+00:00,24.6,267,stop_loss,-71.3415,13.6179
360ONE,2025-11-25,PE,30m,50,2025-11-25 05:15:00+00:00,24.6,267,stop_loss,-71.3415,13.6179
360ONE,2025-11-25,PE,30m,75,2025-11-25 05:15:00+00:00,24.6,267,stop_loss,-71.3415,13.6179
360ONE,2025-12-30,CE,30m,20,2025-11-26 04:45:00+00:00,43.5,75,target_20pct,20,72.9885
360ONE,2025-12-30,CE,30m,30,2025-11-26 04:45:00+00:00,43.5,83,target_30pct,30,72.9885
360ONE,2025-12-30,CE,30m,50,2025-11-26 04:45:00+00:00,43.5,91,target_50pct,50,72.9885
360ONE,2025-12-30,CE,30m,75,2025-11-26 04:45:00+00:00,43.5,178,stop_loss,-52.9885,72.9885
360ONE,2025-12-30,CE,30m,20,2025-12-11 06:45:00+00:00,28.0,221,target_20pct,20,168.75
360ONE,2025-12-30,CE,30m,30,2025-12-11 06:45:00+00:00,28.0,285,stop_loss,-50.8929,168.75
360ONE,2025-12-30,CE,30m,50,2025-12-11 06:45:00+00:00,28.0,285,stop_loss,-50.8929,168.75
360ONE,2025-12-30,CE,30m,75,2025-12-11 06:45:00+00:00,28.0,285,stop_loss,-50.8929,168.75
360ONE,2025-12-30,CE,30m,20,2025-12-22 08:15:00+00:00,25.7,295,target_20pct,20,192.8016
360ONE,2025-12-30,CE,30m,30,2025-12-22 08:15:00+00:00,25.7,298,target_30pct,30,192.8016
360ONE,2025-12-30,CE,30m,50,2025-12-22 08:15:00+00:00,25.7,301,target_50pct,50,192.8016
360ONE,2025-12-30,CE,30m,75,2025-12-22 08:15:00+00:00,25.7,311,target_75pct,75,192.8016
360ONE,2025-12-30,PE,30m,20,2025-11-24 09:45:00+00:00,45.15,83,stop_loss,-51.938,16.1683
360ONE,2025-12-30,PE,30m,30,2025-11-24 09:45:00+00:00,45.15,83,stop_loss,-51.938,16.1683
360ONE,2025-12-30,PE,30m,50,2025-11-24 09:45:00+00:00,45.15,83,stop_loss,-51.938,16.1683
360ONE,2025-12-30,PE,30m,75,2025-11-24 09:45:00+00:00,45.15,83,stop_loss,-51.938,16.1683
360ONE,2025-12-30,PE,30m,20,2025-12-02 09:45:00+00:00,20.5,117,target_20pct,20,143.9024
360ONE,2025-12-30,PE,30m,30,2025-12-02 09:45:00+00:00,20.5,119,target_30pct,30,143.9024
360ONE,2025-12-30,PE,30m,50,2025-12-02 09:45:00+00:00,20.5,128,target_50pct,50,143.9024
360ONE,2025-12-30,PE,30m,75,2025-12-02 09:45:00+00:00,20.5,130,target_75pct,75,143.9024
360ONE,2025-12-30,PE,30m,20,2025-12-08 08:15:00+00:00,34.9,182,target_20pct,20,43.2665
360ONE,2025-12-30,PE,30m,30,2025-12-08 08:15:00+00:00,34.9,182,target_30pct,30,43.2665
360ONE,2025-12-30,PE,30m,50,2025-12-08 08:15:00+00:00,34.9,223,stop_loss,-51.8625,43.2665
360ONE,2025-12-30,PE,30m,75,2025-12-08 08:15:00+00:00,34.9,223,stop_loss,-51.8625,43.2665
360ONE,2025-12-30,PE,30m,20,2025-12-16 08:15:00+00:00,25.9,243,target_20pct,20,21.8147
360ONE,2025-12-30,PE,30m,30,2025-12-16 08:15:00+00:00,25.9,296,stop_loss,-59.2664,21.8147
360ONE,2025-12-30,PE,30m,50,2025-12-16 08:15:00+00:00,25.9,296,stop_loss,-59.2664,21.8147
360ONE,2025-12-30,PE,30m,75,2025-12-16 08:15:00+00:00,25.9,296,stop_loss,-59.2664,21.8147
360ONE,2026-01-27,CE,30m,20,2025-12-31 08:15:00+00:00,52.5,80,target_20pct,20,62.4762
360ONE,2026-01-27,CE,30m,30,2025-12-31 08:15:00+00:00,52.5,143,stop_loss,-50.8571,62.4762
360ONE,2026-01-27,CE,30m,50,2025-12-31 08:15:00+00:00,52.5,143,stop_loss,-50.8571,62.4762
360ONE,2026-01-27,CE,30m,75,2025-12-31 08:15:00+00:00,52.5,143,stop_loss,-50.8571,62.4762
360ONE,2026-01-27,CE,30m,20,2026-01-16 03:45:00+00:00,69.0,205,stop_loss,-63.0435,23.6232
360ONE,2026-01-27,CE,30m,30,2026-01-16 03:45:00+00:00,69.0,205,stop_loss,-63.0435,23.6232
360ONE,2026-01-27,CE,30m,50,2026-01-16 03:45:00+00:00,69.0,205,stop_loss,-63.0435,23.6232
360ONE,2026-01-27,CE,30m,75,2026-01-16 03:45:00+00:00,69.0,205,stop_loss,-63.0435,23.6232
360ONE,2026-01-27,PE,30m,20,2026-01-06 07:45:00+00:00,26.8,116,target_20pct,20,161.194
360ONE,2026-01-27,PE,30m,30,2026-01-06 07:45:00+00:00,26.8,134,target_30pct,30,161.194
360ONE,2026-01-27,PE,30m,50,2026-01-06 07:45:00+00:00,26.8,140,target_50pct,50,161.194
360ONE,2026-01-27,PE,30m,75,2026-01-06 07:45:00+00:00,26.8,141,target_75pct,75,161.194
360ONE,2026-01-27,PE,30m,20,2026-01-20 04:45:00+00:00,26.5,214,target_20pct,20,164.1509
360ONE,2026-01-27,PE,30m,30,2026-01-20 04:45:00+00:00,26.5,222,target_30pct,30,164.1509
360ONE,2026-01-27,PE,30m,50,2026-01-20 04:45:00+00:00,26.5,224,target_50pct,50,164.1509
360ONE,2026-01-27,PE,30m,75,2026-01-20 04:45:00+00:00,26.5,226,target_75pct,75,164.1509
360ONE,2026-01-27,PE,30m,20,2026-01-27 03:45:00+00:00,51.4,275,hold_to_end,-10.5058,1.1673
360ONE,2026-01-27,PE,30m,30,2026-01-27 03:45:00+00:00,51.4,275,hold_to_end,-10.5058,1.1673
360ONE,2026-01-27,PE,30m,50,2026-01-27 03:45:00+00:00,51.4,275,hold_to_end,-10.5058,1.1673
360ONE,2026-01-27,PE,30m,75,2026-01-27 03:45:00+00:00,51.4,275,hold_to_end,-10.5058,1.1673
360ONE,2026-02-24,CE,30m,20,2026-01-27 09:45:00+00:00,40.8,37,target_20pct,20,78.9216
360ONE,2026-02-24,CE,30m,30,2026-01-27 09:45:00+00:00,40.8,37,target_30pct,30,78.9216
360ONE,2026-02-24,CE,30m,50,2026-01-27 09:45:00+00:00,40.8,91,stop_loss,-56.3725,78.9216
360ONE,2026-02-24,CE,30m,75,2026-01-27 09:45:00+00:00,40.8,91,stop_loss,-56.3725,78.9216
360ONE,2026-02-24,CE,30m,20,2026-02-03 04:15:00+00:00,56.0,110,target_20pct,20,30.3571
360ONE,2026-02-24,CE,30m,30,2026-02-03 04:15:00+00:00,56.0,111,target_30pct,30,30.3571
360ONE,2026-02-24,CE,30m,50,2026-02-03 04:15:00+00:00,56.0,131,stop_loss,-51.7857,30.3571
360ONE,2026-02-24,CE,30m,75,2026-02-03 04:15:00+00:00,56.0,131,stop_loss,-51.7857,30.3571
360ONE,2026-02-24,CE,30m,20,2026-02-10 05:15:00+00:00,43.35,163,target_20pct,20,40.2537
360ONE,2026-02-24,CE,30m,30,2026-02-10 05:15:00+00:00,43.35,163,target_30pct,30,40.2537
360ONE,2026-02-24,CE,30m,50,2026-02-10 05:15:00+00:00,43.35,206,stop_loss,-52.5952,40.2537
360ONE,2026-02-24,CE,30m,75,2026-02-10 05:15:00+00:00,43.35,206,stop_loss,-52.5952,40.2537
360ONE,2026-02-24,CE,30m,20,2026-02-23 08:15:00+00:00,13.9,284,stop_loss,-71.223,18.705
360ONE,2026-02-24,CE,30m,30,2026-02-23 08:15:00+00:00,13.9,284,stop_loss,-71.223,18.705
360ONE,2026-02-24,CE,30m,50,2026-02-23 08:15:00+00:00,13.9,284,stop_loss,-71.223,18.705
360ONE,2026-02-24,CE,30m,75,2026-02-23 08:15:00+00:00,13.9,284,stop_loss,-71.223,18.705
360ONE,2026-02-24,PE,30m,20,2026-02-01 05:45:00+00:00,36.85,71,target_20pct,20,93.6228
360ONE,2026-02-24,PE,30m,30,2026-02-01 05:45:00+00:00,36.85,71,target_30pct,30,93.6228
360ONE,2026-02-24,PE,30m,50,2026-02-01 05:45:00+00:00,36.85,71,target_50pct,50,93.6228
360ONE,2026-02-24,PE,30m,75,2026-02-01 05:45:00+00:00,36.85,71,target_75pct,75,93.6228
360ONE,2026-02-24,PE,30m,20,2026-02-06 04:15:00+00:00,28.0,130,target_20pct,20,37.8571
360ONE,2026-02-24,PE,30m,30,2026-02-06 04:15:00+00:00,28.0,131,target_30pct,30,37.8571
360ONE,2026-02-24,PE,30m,50,2026-02-06 04:15:00+00:00,28.0,162,stop_loss,-53.5714,37.8571
360ONE,2026-02-24,PE,30m,75,2026-02-06 04:15:00+00:00,28.0,162,stop_loss,-53.5714,37.8571
360ONE,2026-02-24,PE,30m,20,2026-02-12 03:45:00+00:00,25.9,206,target_20pct,20,40.3475
360ONE,2026-02-24,PE,30m,30,2026-02-12 03:45:00+00:00,25.9,206,target_30pct,30,40.3475
360ONE,2026-02-24,PE,30m,50,2026-02-12 03:45:00+00:00,25.9,275,stop_loss,-61.0039,40.3475
360ONE,2026-02-24,PE,30m,75,2026-02-12 03:45:00+00:00,25.9,275,stop_loss,-61.0039,40.3475
ABB,2025-04-24,CE,30m,20,2025-03-26 04:45:00+00:00,208.35,69,target_20pct,20,27.6698
ABB,2025-04-24,CE,30m,30,2025-03-26 04:45:00+00:00,208.35,163,stop_loss,-63.6429,27.6698
ABB,2025-04-24,CE,30m,50,2025-03-26 04:45:00+00:00,208.35,163,stop_loss,-63.6429,27.6698
ABB,2025-04-24,CE,30m,75,2025-03-26 04:45:00+00:00,208.35,163,stop_loss,-63.6429,27.6698
ABB,2025-04-24,CE,30m,20,2025-04-07 22:00:00+00:00,42.75,381,target_20pct,20,339.2982
ABB,2025-04-24,CE,30m,30,2025-04-07 22:00:00+00:00,42.75,381,target_30pct,30,339.2982
ABB,2025-04-24,CE,30m,50,2025-04-07 22:00:00+00:00,42.75,381,target_50pct,50,339.2982
ABB,2025-04-24,CE,30m,75,2025-04-07 22:00:00+00:00,42.75,410,target_75pct,75,339.2982
ABB,2025-04-24,CE,30m,20,2025-04-22 07:45:00+00:00,108.0,486,target_20pct,20,73.8889
ABB,2025-04-24,CE,30m,30,2025-04-22 07:45:00+00:00,108.0,487,target_30pct,30,73.8889
ABB,2025-04-24,CE,30m,50,2025-04-22 07:45:00+00:00,108.0,487,target_50pct,50,73.8889
ABB,2025-04-24,CE,30m,75,2025-04-22 07:45:00+00:00,108.0,539,hold_to_end,-30.6019,73.8889
ABB,2025-04-24,PE,30m,20,2025-03-27 03:47:00+00:00,260.0,140,target_20pct,20,188.4615
ABB,2025-04-24,PE,30m,30,2025-03-27 03:47:00+00:00,260.0,159,target_30pct,30,188.4615
ABB,2025-04-24,PE,30m,50,2025-03-27 03:47:00+00:00,260.0,159,target_50pct,50,188.4615
ABB,2025-04-24,PE,30m,75,2025-03-27 03:47:00+00:00,260.0,214,target_75pct,75,188.4615
ABB,2025-04-24,PE,30m,20,2025-04-09 05:43:00+00:00,624.5,343,stop_loss,-58.807,0.0
ABB,2025-04-24,PE,30m,30,2025-04-09 05:43:00+00:00,624.5,343,stop_loss,-58.807,0.0
ABB,2025-04-24,PE,30m,50,2025-04-09 05:43:00+00:00,624.5,343,stop_loss,-58.807,0.0
ABB,2025-04-24,PE,30m,75,2025-04-09 05:43:00+00:00,624.5,343,stop_loss,-58.807,0.0
ABB,2025-05-29,CE,30m,20,2025-04-29 05:45:00+00:00,291.7,193,stop_loss,-54.0967,92.6637
ABB,2025-05-29,CE,30m,30,2025-04-29 05:45:00+00:00,291.7,193,stop_loss,-54.0967,92.6637
ABB,2025-05-29,CE,30m,50,2025-04-29 05:45:00+00:00,291.7,193,stop_loss,-54.0967,92.6637
ABB,2025-05-29,CE,30m,75,2025-04-29 05:45:00+00:00,291.7,193,stop_loss,-54.0967,92.6637
ABB,2025-05-29,CE,30m,20,2025-05-09 08:15:00+00:00,195.6,207,target_20pct,20,187.3211
ABB,2025-05-29,CE,30m,30,2025-05-09 08:15:00+00:00,195.6,207,target_30pct,30,187.3211
ABB,2025-05-29,CE,30m,50,2025-05-09 08:15:00+00:00,195.6,207,target_50pct,50,187.3211
ABB,2025-05-29,CE,30m,75,2025-05-09 08:15:00+00:00,195.6,259,target_75pct,75,187.3211
ABB,2025-05-29,CE,30m,20,2025-05-21 06:15:00+00:00,383.3,312,target_20pct,20,46.6214
ABB,2025-05-29,CE,30m,30,2025-05-21 06:15:00+00:00,383.3,333,target_30pct,30,46.6214
ABB,2025-05-29,CE,30m,50,2025-05-21 06:15:00+00:00,383.3,377,hold_to_end,46.6214,46.6214
ABB,2025-05-29,CE,30m,75,2025-05-21 06:15:00+00:00,383.3,377,hold_to_end,46.6214,46.6214
ABB,2025-05-29,PE,30m,20,2025-04-25 04:15:00+00:00,259.75,79,target_20pct,20,42.8874
ABB,2025-05-29,PE,30m,30,2025-04-25 04:15:00+00:00,259.75,159,target_30pct,30,42.8874
ABB,2025-05-29,PE,30m,50,2025-04-25 04:15:00+00:00,259.75,206,stop_loss,-54.437,42.8874
ABB,2025-05-29,PE,30m,75,2025-04-25 04:15:00+00:00,259.75,206,stop_loss,-54.437,42.8874
ABB,2025-06-26,CE,30m,20,2025-05-21 09:15:00+00:00,223.0,62,target_20pct,20,39.574
ABB,2025-06-26,CE,30m,30,2025-05-21 09:15:00+00:00,223.0,121,target_30pct,30,39.574
ABB,2025-06-26,CE,30m,50,2025-05-21 09:15:00+00:00,223.0,251,stop_loss,-51.5471,39.574
ABB,2025-06-26,CE,30m,75,2025-05-21 09:15:00+00:00,223.0,251,stop_loss,-51.5471,39.574
ABB,2025-06-26,CE,30m,20,2025-06-17 04:15:00+00:00,148.0,309,stop_loss,-56.8243,13.8514
ABB,2025-06-26,CE,30m,30,2025-06-17 04:15:00+00:00,148.0,309,stop_loss,-56.8243,13.8514
ABB,2025-06-26,CE,30m,50,2025-06-17 04:15:00+00:00,148.0,309,stop_loss,-56.8243,13.8514
ABB,2025-06-26,CE,30m,75,2025-06-17 04:15:00+00:00,148.0,309,stop_loss,-56.8243,13.8514
ABB,2025-06-26,CE,30m,20,2025-06-24 05:45:00+00:00,79.75,353,stop_loss,-54.232,12.2257
ABB,2025-06-26,CE,30m,30,2025-06-24 05:45:00+00:00,79.75,353,stop_loss,-54.232,12.2257
ABB,2025-06-26,CE,30m,50,2025-06-24 05:45:00+00:00,79.75,353,stop_loss,-54.232,12.2257
ABB,2025-06-26,CE,30m,75,2025-06-24 05:45:00+00:00,79.75,353,stop_loss,-54.232,12.2257
ABB,2025-06-26,PE,30m,20,2025-05-30 09:45:00+00:00,203.0,182,stop_loss,-51.3793,17.1921
ABB,2025-06-26,PE,30m,30,2025-05-30 09:45:00+00:00,203.0,182,stop_loss,-51.3793,17.1921
ABB,2025-06-26,PE,30m,50,2025-05-30 09:45:00+00:00,203.0,182,stop_loss,-51.3793,17.1921
ABB,2025-06-26,PE,30m,75,2025-05-30 09:45:00+00:00,203.0,182,stop_loss,-51.3793,17.1921
ABB,2025-06-26,PE,30m,20,2025-06-11 06:15:00+00:00,96.3,215,target_20pct,20,97.3001
ABB,2025-06-26,PE,30m,30,2025-06-11 06:15:00+00:00,96.3,228,target_30pct,30,97.3001
ABB,2025-06-26,PE,30m,50,2025-06-11 06:15:00+00:00,96.3,232,target_50pct,50,97.3001
ABB,2025-06-26,PE,30m,75,2025-06-11 06:15:00+00:00,96.3,232,target_75pct,75,97.3001
ABB,2025-06-26,PE,30m,20,2025-06-19 05:15:00+00:00,103.0,290,target_20pct,20,84.466
ABB,2025-06-26,PE,30m,30,2025-06-19 05:15:00+00:00,103.0,290,target_30pct,30,84.466
ABB,2025-06-26,PE,30m,50,2025-06-19 05:15:00+00:00,103.0,291,target_50pct,50,84.466
ABB,2025-06-26,PE,30m,75,2025-06-19 05:15:00+00:00,103.0,292,target_75pct,75,84.466
ABB,2025-06-26,PE,30m,20,2025-06-23 04:15:00+00:00,124.25,324,stop_loss,-53.4809,14.9698
ABB,2025-06-26,PE,30m,30,2025-06-23 04:15:00+00:00,124.25,324,stop_loss,-53.4809,14.9698
ABB,2025-06-26,PE,30m,50,2025-06-23 04:15:00+00:00,124.25,324,stop_loss,-53.4809,14.9698
ABB,2025-06-26,PE,30m,75,2025-06-23 04:15:00+00:00,124.25,324,stop_loss,-53.4809,14.9698
ABB,2025-07-31,CE,30m,20,2025-06-26 07:45:00+00:00,179.0,47,target_20pct,20,56.4246
ABB,2025-07-31,CE,30m,30,2025-06-26 07:45:00+00:00,179.0,48,target_30pct,30,56.4246
ABB,2025-07-31,CE,30m,50,2025-06-26 07:45:00+00:00,179.0,48,target_50pct,50,56.4246
ABB,2025-07-31,CE,30m,75,2025-06-26 07:45:00+00:00,179.0,116,stop_loss,-53.8547,56.4246
ABB,2025-07-31,CE,30m,20,2025-07-09 06:15:00+00:00,102.55,185,stop_loss,-51.0483,4.7782
ABB,2025-07-31,CE,30m,30,2025-07-09 06:15:00+00:00,102.55,185,stop_loss,-51.0483,4.7782
ABB,2025-07-31,CE,30m,50,2025-07-09 06:15:00+00:00,102.55,185,stop_loss,-51.0483,4.7782
ABB,2025-07-31,CE,30m,75,2025-07-09 06:15:00+00:00,102.55,185,stop_loss,-51.0483,4.7782
ABB,2025-07-31,CE,30m,20,2025-07-18 03:45:00+00:00,29.0,268,target_20pct,20,24.1379
ABB,2025-07-31,CE,30m,30,2025-07-18 03:45:00+00:00,29.0,278,stop_loss,-51.5517,24.1379
ABB,2025-07-31,CE,30m,50,2025-07-18 03:45:00+00:00,29.0,278,stop_loss,-51.5517,24.1379
ABB,2025-07-31,CE,30m,75,2025-07-18 03:45:00+00:00,29.0,278,stop_loss,-51.5517,24.1379
ABB,2025-07-31,PE,30m,20,2025-06-26 04:15:00+00:00,260.0,91,target_20pct,20,146.5385
ABB,2025-07-31,PE,30m,30,2025-06-26 04:15:00+00:00,260.0,156,target_30pct,30,146.5385
ABB,2025-07-31,PE,30m,50,2025-06-26 04:15:00+00:00,260.0,166,target_50pct,50,146.5385
ABB,2025-07-31,PE,30m,75,2025-06-26 04:15:00+00:00,260.0,171,target_75pct,75,146.5385
ABB,2025-07-31,PE,30m,20,2025-07-23 08:15:00+00:00,396.55,259,target_20pct,20,61.6442
ABB,2025-07-31,PE,30m,30,2025-07-23 08:15:00+00:00,396.55,259,target_30pct,30,61.6442
ABB,2025-07-31,PE,30m,50,2025-07-23 08:15:00+00:00,396.55,266,target_50pct,50,61.6442
ABB,2025-07-31,PE,30m,75,2025-07-23 08:15:00+00:00,396.55,299,hold_to_end,55.6802,61.6442
ABB,2025-08-28,CE,30m,20,2025-08-20 08:45:00+00:00,10.5,298,target_20pct,20,36.1905
ABB,2025-08-28,CE,30m,30,2025-08-20 08:45:00+00:00,10.5,299,target_30pct,30,36.1905
