underlying,expiry,option_type,timeframe,target,entry_time,entry_price,exit_idx,exit_reason,return_pct,max_possible_return_pct
IEX,2025-12-30,PE,30m,50,2025-12-05 05:15:00+00:00,1.55,389,target_50pct,50,464.5161
IEX,2025-12-30,PE,30m,75,2025-12-05 05:15:00+00:00,1.55,390,target_75pct,75,464.5161
IEX,2025-12-30,PE,30m,20,2025-12-16 05:45:00+00:00,2.1,471,target_20pct,20,316.6667
IEX,2025-12-30,PE,30m,30,2025-12-16 05:45:00+00:00,2.1,487,target_30pct,30,316.6667
IEX,2025-12-30,PE,30m,50,2025-12-16 05:45:00+00:00,2.1,488,target_50pct,50,316.6667
IEX,2025-12-30,PE,30m,75,2025-12-16 05:45:00+00:00,2.1,527,stop_loss,-50.9524,316.6667
IEX,2025-12-30,PE,30m,20,2025-12-24 08:45:00+00:00,2.19,552,target_20pct,20,299.5434
IEX,2025-12-30,PE,30m,30,2025-12-24 08:45:00+00:00,2.19,552,target_30pct,30,299.5434
IEX,2025-12-30,PE,30m,50,2025-12-24 08:45:00+00:00,2.19,552,target_50pct,50,299.5434
IEX,2025-12-30,PE,30m,75,2025-12-24 08:45:00+00:00,2.19,552,target_75pct,75,299.5434
IEX,2026-01-27,CE,30m,20,2025-12-23 07:15:00+00:00,11.85,64,stop_loss,-50.0422,123.9662
IEX,2026-01-27,CE,30m,30,2025-12-23 07:15:00+00:00,11.85,64,stop_loss,-50.0422,123.9662
IEX,2026-01-27,CE,30m,50,2025-12-23 07:15:00+00:00,11.85,64,stop_loss,-50.0422,123.9662
IEX,2026-01-27,CE,30m,75,2025-12-23 07:15:00+00:00,11.85,64,stop_loss,-50.0422,123.9662
IEX,2026-01-27,CE,30m,20,2026-01-02 07:15:00+00:00,5.04,143,target_20pct,20,426.5873
IEX,2026-01-27,CE,30m,30,2026-01-02 07:15:00+00:00,5.04,153,target_30pct,30,426.5873
IEX,2026-01-27,CE,30m,50,2026-01-02 07:15:00+00:00,5.04,153,target_50pct,50,426.5873
IEX,2026-01-27,CE,30m,75,2026-01-02 07:15:00+00:00,5.04,153,target_75pct,75,426.5873
IEX,2026-01-27,CE,30m,20,2026-01-19 04:45:00+00:00,8.77,259,stop_loss,-69.7834,0.0
IEX,2026-01-27,CE,30m,30,2026-01-19 04:45:00+00:00,8.77,259,stop_loss,-69.7834,0.0
IEX,2026-01-27,CE,30m,50,2026-01-19 04:45:00+00:00,8.77,259,stop_loss,-69.7834,0.0
IEX,2026-01-27,CE,30m,75,2026-01-19 04:45:00+00:00,8.77,259,stop_loss,-69.7834,0.0
IEX,2026-01-27,PE,30m,20,2025-12-16 04:45:00+00:00,2.88,146,target_20pct,20,242.3611
IEX,2026-01-27,PE,30m,30,2025-12-16 04:45:00+00:00,2.88,148,target_30pct,30,242.3611
IEX,2026-01-27,PE,30m,50,2025-12-16 04:45:00+00:00,2.88,151,target_50pct,50,242.3611
IEX,2026-01-27,PE,30m,75,2025-12-16 04:45:00+00:00,2.88,151,target_75pct,75,242.3611
IEX,2026-01-27,PE,30m,20,2026-01-01 08:15:00+00:00,5.93,253,stop_loss,-76.7285,66.2732
IEX,2026-01-27,PE,30m,30,2026-01-01 08:15:00+00:00,5.93,253,stop_loss,-76.7285,66.2732
IEX,2026-01-27,PE,30m,50,2026-01-01 08:15:00+00:00,5.93,253,stop_loss,-76.7285,66.2732
IEX,2026-01-27,PE,30m,75,2026-01-01 08:15:00+00:00,5.93,253,stop_loss,-76.7285,66.2732
IEX,2026-01-27,PE,30m,20,2026-01-09 05:45:00+00:00,2.95,286,target_20pct,20,234.2373
IEX,2026-01-27,PE,30m,30,2026-01-09 05:45:00+00:00,2.95,286,target_30pct,30,234.2373
IEX,2026-01-27,PE,30m,50,2026-01-09 05:45:00+00:00,2.95,286,target_50pct,50,234.2373
IEX,2026-01-27,PE,30m,75,2026-01-09 05:45:00+00:00,2.95,286,target_75pct,75,234.2373
IEX,2026-01-27,PE,30m,20,2026-01-16 08:45:00+00:00,2.72,353,target_20pct,20,262.5
IEX,2026-01-27,PE,30m,30,2026-01-16 08:45:00+00:00,2.72,353,target_30pct,30,262.5
IEX,2026-01-27,PE,30m,50,2026-01-16 08:45:00+00:00,2.72,353,target_50pct,50,262.5
IEX,2026-01-27,PE,30m,75,2026-01-16 08:45:00+00:00,2.72,353,target_75pct,75,262.5
IEX,2026-01-27,PE,30m,20,2026-01-23 07:45:00+00:00,6.2,408,target_20pct,20,59.0323
IEX,2026-01-27,PE,30m,30,2026-01-23 07:45:00+00:00,6.2,411,target_30pct,30,59.0323
IEX,2026-01-27,PE,30m,50,2026-01-23 07:45:00+00:00,6.2,413,target_50pct,50,59.0323
IEX,2026-01-27,PE,30m,75,2026-01-23 07:45:00+00:00,6.2,423,hold_to_end,20.4839,59.0323
IEX,2026-02-24,CE,30m,20,2026-02-03 08:15:00+00:00,3.55,94,target_20pct,20,50.9859
IEX,2026-02-24,CE,30m,30,2026-02-03 08:15:00+00:00,3.55,95,target_30pct,30,50.9859
IEX,2026-02-24,CE,30m,50,2026-02-03 08:15:00+00:00,3.55,102,target_50pct,50,50.9859
IEX,2026-02-24,CE,30m,75,2026-02-03 08:15:00+00:00,3.55,184,stop_loss,-51.5493,50.9859
IEX,2026-02-24,CE,30m,20,2026-02-23 09:45:00+00:00,1.59,272,stop_loss,-80.5031,5.6604
IEX,2026-02-24,CE,30m,30,2026-02-23 09:45:00+00:00,1.59,272,stop_loss,-80.5031,5.6604
IEX,2026-02-24,CE,30m,50,2026-02-23 09:45:00+00:00,1.59,272,stop_loss,-80.5031,5.6604
IEX,2026-02-24,CE,30m,75,2026-02-23 09:45:00+00:00,1.59,272,stop_loss,-80.5031,5.6604
IEX,2026-02-24,PE,30m,20,2026-02-01 06:45:00+00:00,6.99,64,target_20pct,20,55.2217
IEX,2026-02-24,PE,30m,30,2026-02-01 06:45:00+00:00,6.99,65,target_30pct,30,55.2217
IEX,2026-02-24,PE,30m,50,2026-02-01 06:45:00+00:00,6.99,68,target_50pct,50,55.2217
IEX,2026-02-24,PE,30m,75,2026-02-01 06:45:00+00:00,6.99,206,stop_loss,-53.7911,55.2217
IEX,2026-02-24,PE,30m,20,2026-02-19 09:15:00+00:00,3.82,257,stop_loss,-55.2356,2.6178
IEX,2026-02-24,PE,30m,30,2026-02-19 09:15:00+00:00,3.82,257,stop_loss,-55.2356,2.6178
IEX,2026-02-24,PE,30m,50,2026-02-19 09:15:00+00:00,3.82,257,stop_loss,-55.2356,2.6178
IEX,2026-02-24,PE,30m,75,2026-02-19 09:15:00+00:00,3.82,257,stop_loss,-55.2356,2.6178
INDHOTEL,2025-04-24,CE,30m,20,2025-04-01 08:45:00+00:00,27.6,270,target_20pct,20,79.529
INDHOTEL,2025-04-24,CE,30m,30,2025-04-01 08:45:00+00:00,27.6,271,target_30pct,30,79.529
INDHOTEL,2025-04-24,CE,30m,50,2025-04-01 08:45:00+00:00,27.6,271,target_50pct,50,79.529
INDHOTEL,2025-04-24,CE,30m,75,2025-04-01 08:45:00+00:00,27.6,293,target_75pct,75,79.529
INDHOTEL,2025-04-24,CE,30m,20,2025-04-03 07:16:00+00:00,43.0,351,stop_loss,-69.6512,15.2326
INDHOTEL,2025-04-24,CE,30m,30,2025-04-03 07:16:00+00:00,43.0,351,stop_loss,-69.6512,15.2326
INDHOTEL,2025-04-24,CE,30m,50,2025-04-03 07:16:00+00:00,43.0,351,stop_loss,-69.6512,15.2326
INDHOTEL,2025-04-24,CE,30m,75,2025-04-03 07:16:00+00:00,43.0,351,stop_loss,-69.6512,15.2326
INDHOTEL,2025-04-24,CE,30m,20,2025-04-08 06:46:00+00:00,15.85,433,target_20pct,20,202.8391
INDHOTEL,2025-04-24,CE,30m,30,2025-04-08 06:46:00+00:00,15.85,433,target_30pct,30,202.8391
INDHOTEL,2025-04-24,CE,30m,50,2025-04-08 06:46:00+00:00,15.85,433,target_50pct,50,202.8391
INDHOTEL,2025-04-24,CE,30m,75,2025-04-08 06:46:00+00:00,15.85,460,target_75pct,75,202.8391
INDHOTEL,2025-04-24,CE,30m,20,2025-04-23 03:51:00+00:00,47.1,613,stop_loss,-52.7601,0.1062
INDHOTEL,2025-04-24,CE,30m,30,2025-04-23 03:51:00+00:00,47.1,613,stop_loss,-52.7601,0.1062
INDHOTEL,2025-04-24,CE,30m,50,2025-04-23 03:51:00+00:00,47.1,613,stop_loss,-52.7601,0.1062
INDHOTEL,2025-04-24,CE,30m,75,2025-04-23 03:51:00+00:00,47.1,613,stop_loss,-52.7601,0.1062
INDHOTEL,2025-04-24,CE,30m,20,2025-04-24 09:46:00+00:00,20.7,647,hold_to_end,0.0,0.0
INDHOTEL,2025-04-24,CE,30m,30,2025-04-24 09:46:00+00:00,20.7,647,hold_to_end,0.0,0.0
INDHOTEL,2025-04-24,CE,30m,50,2025-04-24 09:46:00+00:00,20.7,647,hold_to_end,0.0,0.0
INDHOTEL,2025-04-24,CE,30m,75,2025-04-24 09:46:00+00:00,20.7,647,hold_to_end,0.0,0.0
INDHOTEL,2025-04-24,PE,30m,20,2025-03-25 05:17:00+00:00,15.6,157,target_20pct,20,369.8718
INDHOTEL,2025-04-24,PE,30m,30,2025-03-25 05:17:00+00:00,15.6,175,target_30pct,30,369.8718
INDHOTEL,2025-04-24,PE,30m,50,2025-03-25 05:17:00+00:00,15.6,183,target_50pct,50,369.8718
INDHOTEL,2025-04-24,PE,30m,75,2025-03-25 05:17:00+00:00,15.6,206,target_75pct,75,369.8718
INDHOTEL,2025-04-24,PE,30m,20,2025-04-01 05:15:00+00:00,29.4,269,stop_loss,-52.2109,149.3197
INDHOTEL,2025-04-24,PE,30m,30,2025-04-01 05:15:00+00:00,29.4,269,stop_loss,-52.2109,149.3197
INDHOTEL,2025-04-24,PE,30m,50,2025-04-01 05:15:00+00:00,29.4,269,stop_loss,-52.2109,149.3197
INDHOTEL,2025-04-24,PE,30m,75,2025-04-01 05:15:00+00:00,29.4,269,stop_loss,-52.2109,149.3197
INDHOTEL,2025-04-24,PE,30m,20,2025-04-04 04:15:00+00:00,17.5,335,target_20pct,20,318.8571
INDHOTEL,2025-04-24,PE,30m,30,2025-04-04 04:15:00+00:00,17.5,335,target_30pct,30,318.8571
INDHOTEL,2025-04-24,PE,30m,50,2025-04-04 04:15:00+00:00,17.5,345,target_50pct,50,318.8571
INDHOTEL,2025-04-24,PE,30m,75,2025-04-04 04:15:00+00:00,17.5,345,target_75pct,75,318.8571
INDHOTEL,2025-04-24,PE,30m,20,2025-04-09 04:15:00+00:00,55.0,427,stop_loss,-51.8182,0.0909
INDHOTEL,2025-04-24,PE,30m,30,2025-04-09 04:15:00+00:00,55.0,427,stop_loss,-51.8182,0.0909
INDHOTEL,2025-04-24,PE,30m,50,2025-04-09 04:15:00+00:00,55.0,427,stop_loss,-51.8182,0.0909
INDHOTEL,2025-04-24,PE,30m,75,2025-04-09 04:15:00+00:00,55.0,427,stop_loss,-51.8182,0.0909
INDHOTEL,2025-04-24,PE,30m,20,2025-04-23 08:45:00+00:00,1.45,610,target_20pct,20,44.8276
INDHOTEL,2025-04-24,PE,30m,30,2025-04-23 08:45:00+00:00,1.45,610,target_30pct,30,44.8276
INDHOTEL,2025-04-24,PE,30m,50,2025-04-23 08:45:00+00:00,1.45,622,stop_loss,-79.3103,44.8276
INDHOTEL,2025-04-24,PE,30m,75,2025-04-23 08:45:00+00:00,1.45,622,stop_loss,-79.3103,44.8276
INDHOTEL,2025-05-29,CE,30m,20,2025-04-15 03:45:00+00:00,45.85,73,target_20pct,20,52.7808
INDHOTEL,2025-05-29,CE,30m,30,2025-04-15 03:45:00+00:00,45.85,85,target_30pct,30,52.7808
INDHOTEL,2025-05-29,CE,30m,50,2025-04-15 03:45:00+00:00,45.85,133,target_50pct,50,52.7808
INDHOTEL,2025-05-29,CE,30m,75,2025-04-15 03:45:00+00:00,45.85,236,stop_loss,-56.3795,52.7808
INDHOTEL,2025-05-29,CE,30m,20,2025-05-12 07:15:00+00:00,10.5,301,target_20pct,20,40.4762
INDHOTEL,2025-05-29,CE,30m,30,2025-05-12 07:15:00+00:00,10.5,301,target_30pct,30,40.4762
INDHOTEL,2025-05-29,CE,30m,50,2025-05-12 07:15:00+00:00,10.5,373,stop_loss,-51.9048,40.4762
INDHOTEL,2025-05-29,CE,30m,75,2025-05-12 07:15:00+00:00,10.5,373,stop_loss,-51.9048,40.4762
INDHOTEL,2025-05-29,PE,30m,20,2025-04-21 07:15:00+00:00,20.39,102,target_20pct,20,401.7165
INDHOTEL,2025-05-29,PE,30m,30,2025-04-21 07:15:00+00:00,20.39,103,target_30pct,30,401.7165
INDHOTEL,2025-05-29,PE,30m,50,2025-04-21 07:15:00+00:00,20.39,120,target_50pct,50,401.7165
INDHOTEL,2025-05-29,PE,30m,75,2025-04-21 07:15:00+00:00,20.39,120,target_75pct,75,401.7165
INDHOTEL,2025-05-29,PE,30m,20,2025-04-29 08:15:00+00:00,35.2,199,target_20pct,20,190.625
INDHOTEL,2025-05-29,PE,30m,30,2025-04-29 08:15:00+00:00,35.2,201,target_30pct,30,190.625
INDHOTEL,2025-05-29,PE,30m,50,2025-04-29 08:15:00+00:00,35.2,206,target_50pct,50,190.625
INDHOTEL,2025-05-29,PE,30m,75,2025-04-29 08:15:00+00:00,35.2,210,target_75pct,75,190.625
INDHOTEL,2025-05-29,PE,30m,20,2025-05-08 08:45:00+00:00,51.0,235,target_20pct,20,100.5882
INDHOTEL,2025-05-29,PE,30m,30,2025-05-08 08:45:00+00:00,51.0,236,target_30pct,30,100.5882
INDHOTEL,2025-05-29,PE,30m,50,2025-05-08 08:45:00+00:00,51.0,236,target_50pct,50,100.5882
INDHOTEL,2025-05-29,PE,30m,75,2025-05-08 08:45:00+00:00,51.0,237,target_75pct,75,100.5882
INDHOTEL,2025-05-29,PE,30m,20,2025-05-20 06:45:00+00:00,38.04,331,target_20pct,20,32.755
INDHOTEL,2025-05-29,PE,30m,30,2025-05-20 06:45:00+00:00,38.04,333,target_30pct,30,32.755
INDHOTEL,2025-05-29,PE,30m,50,2025-05-20 06:45:00+00:00,38.04,423,hold_to_end,-0.1052,32.755
INDHOTEL,2025-05-29,PE,30m,75,2025-05-20 06:45:00+00:00,38.04,423,hold_to_end,-0.1052,32.755
INDHOTEL,2025-06-26,CE,30m,20,2025-05-19 04:45:00+00:00,43.3,291,stop_loss,-56.4665,2.7714
INDHOTEL,2025-06-26,CE,30m,30,2025-05-19 04:45:00+00:00,43.3,291,stop_loss,-56.4665,2.7714
INDHOTEL,2025-06-26,CE,30m,50,2025-05-19 04:45:00+00:00,43.3,291,stop_loss,-56.4665,2.7714
INDHOTEL,2025-06-26,CE,30m,75,2025-05-19 04:45:00+00:00,43.3,291,stop_loss,-56.4665,2.7714
INDHOTEL,2025-06-26,CE,30m,20,2025-06-17 03:45:00+00:00,15.65,362,stop_loss,-55.9105,75.3994
INDHOTEL,2025-06-26,CE,30m,30,2025-06-17 03:45:00+00:00,15.65,362,stop_loss,-55.9105,75.3994
INDHOTEL,2025-06-26,CE,30m,50,2025-06-17 03:45:00+00:00,15.65,362,stop_loss,-55.9105,75.3994
INDHOTEL,2025-06-26,CE,30m,75,2025-06-17 03:45:00+00:00,15.65,362,stop_loss,-55.9105,75.3994
INDHOTEL,2025-06-26,CE,30m,20,2025-06-20 08:45:00+00:00,12.0,396,target_20pct,20,128.75
INDHOTEL,2025-06-26,CE,30m,30,2025-06-20 08:45:00+00:00,12.0,396,target_30pct,30,128.75
INDHOTEL,2025-06-26,CE,30m,50,2025-06-20 08:45:00+00:00,12.0,396,target_50pct,50,128.75
INDHOTEL,2025-06-26,CE,30m,75,2025-06-20 08:45:00+00:00,12.0,408,target_75pct,75,128.75
INDHOTEL,2025-06-26,CE,30m,20,2025-06-26 08:15:00+00:00,19.0,433,hold_to_end,10.5263,12.6316
INDHOTEL,2025-06-26,CE,30m,30,2025-06-26 08:15:00+00:00,19.0,433,hold_to_end,10.5263,12.6316
INDHOTEL,2025-06-26,CE,30m,50,2025-06-26 08:15:00+00:00,19.0,433,hold_to_end,10.5263,12.6316
INDHOTEL,2025-06-26,CE,30m,75,2025-06-26 08:15:00+00:00,19.0,433,hold_to_end,10.5263,12.6316
INDHOTEL,2025-06-26,PE,30m,20,2025-05-20 08:45:00+00:00,29.8,197,stop_loss,-50.5034,17.4497
INDHOTEL,2025-06-26,PE,30m,30,2025-05-20 08:45:00+00:00,29.8,197,stop_loss,-50.5034,17.4497
INDHOTEL,2025-06-26,PE,30m,50,2025-05-20 08:45:00+00:00,29.8,197,stop_loss,-50.5034,17.4497
INDHOTEL,2025-06-26,PE,30m,75,2025-05-20 08:45:00+00:00,29.8,197,stop_loss,-50.5034,17.4497
INDHOTEL,2025-06-26,PE,30m,20,2025-06-03 09:15:00+00:00,20.9,262,stop_loss,-53.5885,67.4641
INDHOTEL,2025-06-26,PE,30m,30,2025-06-03 09:15:00+00:00,20.9,262,stop_loss,-53.5885,67.4641
INDHOTEL,2025-06-26,PE,30m,50,2025-06-03 09:15:00+00:00,20.9,262,stop_loss,-53.5885,67.4641
INDHOTEL,2025-06-26,PE,30m,75,2025-06-03 09:15:00+00:00,20.9,262,stop_loss,-53.5885,67.4641
INDHOTEL,2025-06-26,PE,30m,20,2025-06-11 07:45:00+00:00,14.25,298,target_20pct,20,145.614
INDHOTEL,2025-06-26,PE,30m,30,2025-06-11 07:45:00+00:00,14.25,299,target_30pct,30,145.614
INDHOTEL,2025-06-26,PE,30m,50,2025-06-11 07:45:00+00:00,14.25,300,target_50pct,50,145.614
INDHOTEL,2025-06-26,PE,30m,75,2025-06-11 07:45:00+00:00,14.25,305,target_75pct,75,145.614
INDHOTEL,2025-06-26,PE,30m,20,2025-06-19 07:15:00+00:00,18.9,378,stop_loss,-51.0582,8.2011
INDHOTEL,2025-06-26,PE,30m,30,2025-06-19 07:15:00+00:00,18.9,378,stop_loss,-51.0582,8.2011
INDHOTEL,2025-06-26,PE,30m,50,2025-06-19 07:15:00+00:00,18.9,378,stop_loss,-51.0582,8.2011
INDHOTEL,2025-06-26,PE,30m,75,2025-06-19 07:15:00+00:00,18.9,378,stop_loss,-51.0582,8.2011
INDHOTEL,2025-07-31,CE,30m,20,2025-06-17 07:45:00+00:00,24.95,100,target_20pct,20,48.2966
INDHOTEL,2025-07-31,CE,30m,30,2025-06-17 07:45:00+00:00,24.95,112,target_30pct,30,48.2966
INDHOTEL,2025-07-31,CE,30m,50,2025-06-17 07:45:00+00:00,24.95,211,stop_loss,-51.3026,48.2966
INDHOTEL,2025-07-31,CE,30m,75,2025-06-17 07:45:00+00:00,24.95,211,stop_loss,-51.3026,48.2966
INDHOTEL,2025-07-31,CE,30m,20,2025-07-09 05:45:00+00:00,13.15,292,stop_loss,-53.6122,25.4753
INDHOTEL,2025-07-31,CE,30m,30,2025-07-09 05:45:00+00:00,13.15,292,stop_loss,-53.6122,25.4753
INDHOTEL,2025-07-31,CE,30m,50,2025-07-09 05:45:00+00:00,13.15,292,stop_loss,-53.6122,25.4753
INDHOTEL,2025-07-31,CE,30m,75,2025-07-09 05:45:00+00:00,13.15,292,stop_loss,-53.6122,25.4753
INDHOTEL,2025-07-31,CE,30m,20,2025-07-15 07:15:00+00:00,9.25,306,target_20pct,20,78.3784
INDHOTEL,2025-07-31,CE,30m,30,2025-07-15 07:15:00+00:00,9.25,317,target_30pct,30,78.3784
INDHOTEL,2025-07-31,CE,30m,50,2025-07-15 07:15:00+00:00,9.25,320,target_50pct,50,78.3784
INDHOTEL,2025-07-31,CE,30m,75,2025-07-15 07:15:00+00:00,9.25,349,target_75pct,75,78.3784
INDHOTEL,2025-07-31,PE,30m,20,2025-06-27 07:15:00+00:00,21.35,103,target_20pct,20,125.2927
INDHOTEL,2025-07-31,PE,30m,30,2025-06-27 07:15:00+00:00,21.35,104,target_30pct,30,125.2927
INDHOTEL,2025-07-31,PE,30m,50,2025-06-27 07:15:00+00:00,21.35,143,target_50pct,50,125.2927
INDHOTEL,2025-07-31,PE,30m,75,2025-06-27 07:15:00+00:00,21.35,173,target_75pct,75,125.2927
INDHOTEL,2025-07-31,PE,30m,20,2025-07-10 06:45:00+00:00,35.95,236,target_20pct,20,33.7969
INDHOTEL,2025-07-31,PE,30m,30,2025-07-10 06:45:00+00:00,35.95,239,target_30pct,30,33.7969
INDHOTEL,2025-07-31,PE,30m,50,2025-07-10 06:45:00+00:00,35.95,282,stop_loss,-52.7121,33.7969
INDHOTEL,2025-07-31,PE,30m,75,2025-07-10 06:45:00+00:00,35.95,282,stop_loss,-52.7121,33.7969
INDHOTEL,2025-07-31,PE,30m,20,2025-07-22 09:15:00+00:00,18.25,319,target_20pct,20,86.5753
INDHOTEL,2025-07-31,PE,30m,30,2025-07-22 09:15:00+00:00,18.25,322,target_30pct,30,86.5753
INDHOTEL,2025-07-31,PE,30m,50,2025-07-22 09:15:00+00:00,18.25,347,target_50pct,50,86.5753
INDHOTEL,2025-07-31,PE,30m,75,2025-07-22 09:15:00+00:00,18.25,397,target_75pct,75,86.5753
INDHOTEL,2025-08-28,CE,30m,20,2025-07-15 07:15:00+00:00,31.0,46,target_20pct,20,134.0323
INDHOTEL,2025-08-28,CE,30m,30,2025-07-15 07:15:00+00:00,31.0,59,target_30pct,30,134.0323
INDHOTEL,2025-08-28,CE,30m,50,2025-07-15 07:15:00+00:00,31.0,72,target_50pct,50,134.0323
INDHOTEL,2025-08-28,CE,30m,75,2025-07-15 07:15:00+00:00,31.0,252,stop_loss,-53.2258,134.0323
INDHOTEL,2025-08-28,CE,30m,20,2025-08-11 09:15:00+00:00,18.7,267,target_20pct,20,287.9679
INDHOTEL,2025-08-28,CE,30m,30,2025-08-11 09:15:00+00:00,18.7,267,target_30pct,30,287.9679
INDHOTEL,2025-08-28,CE,30m,50,2025-08-11 09:15:00+00:00,18.7,281,target_50pct,50,287.9679
INDHOTEL,2025-08-28,CE,30m,75,2025-08-11 09:15:00+00:00,18.7,286,target_75pct,75,287.9679
INDHOTEL,2025-08-28,PE,30m,20,2025-07-23 03:45:00+00:00,13.75,111,target_20pct,20,42.9091
INDHOTEL,2025-08-28,PE,30m,30,2025-07-23 03:45:00+00:00,13.75,157,target_30pct,30,42.9091
INDHOTEL,2025-08-28,PE,30m,50,2025-07-23 03:45:00+00:00,13.75,274,stop_loss,-51.2727,42.9091
INDHOTEL,2025-08-28,PE,30m,75,2025-07-23 03:45:00+00:00,13.75,274,stop_loss,-51.2727,42.9091
INDHOTEL,2025-09-30,CE,30m,20,2025-08-11 09:15:00+00:00,21.65,49,target_20pct,20,181.7552
INDHOTEL,2025-09-30,CE,30m,30,2025-08-11 09:15:00+00:00,21.65,62,target_30pct,30,181.7552
INDHOTEL,2025-09-30,CE,30m,50,2025-08-11 09:15:00+00:00,21.65,71,target_50pct,50,181.7552
INDHOTEL,2025-09-30,CE,30m,75,2025-08-11 09:15:00+00:00,21.65,86,target_75pct,75,181.7552
INDHOTEL,2025-09-30,CE,30m,20,2025-08-20 04:15:00+00:00,50.0,115,target_20pct,20,22.0
INDHOTEL,2025-09-30,CE,30m,30,2025-08-20 04:15:00+00:00,50.0,181,stop_loss,-50.0,22.0
INDHOTEL,2025-09-30,CE,30m,50,2025-08-20 04:15:00+00:00,50.0,181,stop_loss,-50.0,22.0
INDHOTEL,2025-09-30,CE,30m,75,2025-08-20 04:15:00+00:00,50.0,181,stop_loss,-50.0,22.0
INDHOTEL,2025-09-30,CE,30m,20,2025-09-03 04:15:00+00:00,27.6,221,target_20pct,20,41.3043
INDHOTEL,2025-09-30,CE,30m,30,2025-09-03 04:15:00+00:00,27.6,226,target_30pct,30,41.3043
INDHOTEL,2025-09-30,CE,30m,50,2025-09-03 04:15:00+00:00,27.6,394,stop_loss,-61.413,41.3043
INDHOTEL,2025-09-30,CE,30m,75,2025-09-03 04:15:00+00:00,27.6,394,stop_loss,-61.413,41.3043
INDHOTEL,2025-09-30,PE,30m,20,2025-08-22 06:45:00+00:00,9.5,140,target_20pct,20,431.0526
INDHOTEL,2025-09-30,PE,30m,30,2025-08-22 06:45:00+00:00,9.5,140,target_30pct,30,431.0526
INDHOTEL,2025-09-30,PE,30m,50,2025-08-22 06:45:00+00:00,9.5,152,target_50pct,50,431.0526
INDHOTEL,2025-09-30,PE,30m,75,2025-08-22 06:45:00+00:00,9.5,166,target_75pct,75,431.0526
INDHOTEL,2025-09-30,PE,30m,20,2025-09-09 05:15:00+00:00,9.65,314,stop_loss,-52.3316,422.7979
INDHOTEL,2025-09-30,PE,30m,30,2025-09-09 05:15:00+00:00,9.65,314,stop_loss,-52.3316,422.7979
INDHOTEL,2025-09-30,PE,30m,50,2025-09-09 05:15:00+00:00,9.65,314,stop_loss,-52.3316,422.7979
INDHOTEL,2025-09-30,PE,30m,75,2025-09-09 05:15:00+00:00,9.65,314,stop_loss,-52.3316,422.7979
INDHOTEL,2025-09-30,PE,30m,20,2025-09-16 08:15:00+00:00,6.7,361,target_20pct,20,652.9851
INDHOTEL,2025-09-30,PE,30m,30,2025-09-16 08:15:00+00:00,6.7,366,target_30pct,30,652.9851
INDHOTEL,2025-09-30,PE,30m,50,2025-09-16 08:15:00+00:00,6.7,367,target_50pct,50,652.9851
INDHOTEL,2025-09-30,PE,30m,75,2025-09-16 08:15:00+00:00,6.7,388,target_75pct,75,652.9851
INDHOTEL,2025-10-28,CE,30m,20,2025-10-03 06:45:00+00:00,21.9,98,target_20pct,20,32.4201
INDHOTEL,2025-10-28,CE,30m,30,2025-10-03 06:45:00+00:00,21.9,120,target_30pct,30,32.4201
INDHOTEL,2025-10-28,CE,30m,50,2025-10-03 06:45:00+00:00,21.9,261,hold_to_end,-10.9589,32.4201
INDHOTEL,2025-10-28,CE,30m,75,2025-10-03 06:45:00+00:00,21.9,261,hold_to_end,-10.9589,32.4201
INDHOTEL,2025-10-28,PE,30m,20,2025-10-13 07:15:00+00:00,9.95,147,target_20pct,20,34.6734
INDHOTEL,2025-10-28,PE,30m,30,2025-10-13 07:15:00+00:00,9.95,151,target_30pct,30,34.6734
INDHOTEL,2025-10-28,PE,30m,50,2025-10-13 07:15:00+00:00,9.95,174,stop_loss,-50.2513,34.6734
INDHOTEL,2025-10-28,PE,30m,75,2025-10-13 07:15:00+00:00,9.95,174,stop_loss,-50.2513,34.6734
INDHOTEL,2025-11-25,CE,30m,20,2025-10-16 03:45:00+00:00,25.7,194,stop_loss,-63.8132,16.7315
INDHOTEL,2025-11-25,CE,30m,30,2025-10-16 03:45:00+00:00,25.7,194,stop_loss,-63.8132,16.7315
INDHOTEL,2025-11-25,CE,30m,50,2025-10-16 03:45:00+00:00,25.7,194,stop_loss,-63.8132,16.7315
INDHOTEL,2025-11-25,CE,30m,75,2025-10-16 03:45:00+00:00,25.7,194,stop_loss,-63.8132,16.7315
INDHOTEL,2025-11-25,CE,30m,20,2025-11-13 04:15:00+00:00,3.4,262,target_20pct,20,144.1176
INDHOTEL,2025-11-25,CE,30m,30,2025-11-13 04:15:00+00:00,3.4,262,target_30pct,30,144.1176
INDHOTEL,2025-11-25,CE,30m,50,2025-11-13 04:15:00+00:00,3.4,307,stop_loss,-51.4706,144.1176
INDHOTEL,2025-11-25,CE,30m,75,2025-11-13 04:15:00+00:00,3.4,307,stop_loss,-51.4706,144.1176
INDHOTEL,2025-11-25,CE,30m,20,2025-11-20 05:45:00+00:00,3.5,329,target_20pct,20,137.1429
INDHOTEL,2025-11-25,CE,30m,30,2025-11-20 05:45:00+00:00,3.5,329,target_30pct,30,137.1429
INDHOTEL,2025-11-25,CE,30m,50,2025-11-20 05:45:00+00:00,3.5,329,target_50pct,50,137.1429
