avg_holding_minutes,avg_loss_return_pct,avg_return_delta_pct,avg_return_pct,avg_win_return_pct,group_name,kept_pct,max_return_pct,median_holding_minutes,median_return_delta_pct,median_return_pct,min_return_pct,opportunities,positive_underlyings,regime_model,score,spot_timeframe,timeframe,win_rate,win_rate_delta_pct
862.0213,-62.0299,5.0341,1.5585,28.5353,weekly_series,51.93,172.3831,607.5,0.6695,10.8453,-99.9979,94,1,macd_bias,21.022432,60m,15m,0.7021,2.25
1000.8,-61.1791,-8.7234,-15.645,26.3865,weekly_series,47.62,88.6329,750.0,-5.6779,0.5873,-99.9963,50,0,macd_bias,-15.57322,60m,30m,0.52,-8.0
994.6753,-71.306,-5.7497,-7.7491,23.4143,weekly_series,70.21,194.6341,474.0,-1.7933,8.6823,-99.998,231,0,macd_bias,-3.054448,60m,3m,0.671,-4.94
1013.3333,-70.715,-3.0192,-1.5691,26.5788,weekly_series,52.65,142.4583,590.0,-1.9632,10.4687,-99.998,159,0,macd_bias,10.386125,60m,5m,0.7107,-2.77
136.3636,-48.0971,-2.7758,-17.2593,8.4389,monthly_expiry_day,35.48,10.0,114.5,-9.3668,0.6332,-99.9858,22,0,ema_macd_agree,-14.381196,60m,1m,0.5455,-9.97
111.0,-11.644,-1.8588,2.1446,6.7408,monthly_expiry_day,34.78,10.0,84.0,-4.8575,5.1425,-12.8432,8,2,ema_macd_agree,11.324784,60m,3m,0.75,1.09
157.5,-48.9666,-8.2191,-21.9121,5.1425,monthly_expiry_day,30.77,10.0,160.0,0.2719,0.0131,-97.6744,4,1,ema_macd_agree,-7.203414,60m,5m,0.5,3.85
2346.2963,-71.151,10.3227,2.3651,39.1232,monthly_series,35.53,158.0537,1170.0,0.4783,10.249,-99.998,27,1,ema_macd_agree,15.039435,60m,10m,0.6667,4.83
2442.3529,-60.7294,3.1942,-5.3129,38.4369,monthly_series,45.95,149.5619,1312.5,-1.5126,7.4714,-99.998,34,0,ema_macd_agree,-0.08237,60m,15m,0.5588,-2.23
3140.4545,-79.856,-11.1167,-13.6238,24.2231,monthly_series,37.93,80.3803,1200.0,-4.8627,5.2041,-99.998,22,0,ema_macd_agree,-9.958116,60m,30m,0.6364,-3.6
2608.186,-63.6681,9.5303,6.587,40.5033,monthly_series,51.81,191.6225,1140.0,1.7106,11.1172,-99.9986,43,1,ema_macd_agree,23.439423,60m,3m,0.6744,3.58
2422.7778,-64.9782,12.3887,10.171,35.2207,monthly_series,41.38,191.0163,1090.0,1.072,11.8595,-99.9966,36,2,ema_macd_agree,35.846462,60m,5m,0.75,7.18
88.7302,-12.8144,10.409,2.453,9.5542,weekly_expiry_day,26.58,10.0,34.0,0.0,10.0,-99.9508,63,2,ema_macd_agree,24.769627,60m,1m,0.6825,-5.17
84.9706,-13.7987,4.8209,-2.0324,9.7339,weekly_expiry_day,32.38,10.0,45.0,-7.2708,2.7292,-99.6904,34,1,ema_macd_agree,3.446945,60m,3m,0.5,-14.76
88.4211,-7.5237,-1.1127,-1.8399,7.9039,weekly_expiry_day,35.85,10.0,85.0,-10.7467,-0.7467,-23.4332,19,0,ema_macd_agree,-1.30371,60m,5m,0.3684,-29.2
952.3404,-61.6055,-2.1744,-4.6105,27.6867,weekly_series,41.23,196.7389,470.0,-2.8651,7.0518,-99.9979,94,0,ema_macd_agree,0.47345,60m,10m,0.6383,-5.47
912.5,-62.0299,1.889,-1.5866,28.635,weekly_series,46.41,172.3831,630.0,0.1465,10.3223,-99.9979,84,1,ema_macd_agree,14.274967,60m,15m,0.6667,-1.29
1006.9565,-59.4914,-11.4884,-18.41,22.6714,weekly_series,43.81,88.6329,750.0,-6.0924,0.1728,-99.9963,46,0,ema_macd_agree,-17.603876,60m,30m,0.5,-10.0
1058.3829,-69.6584,-7.7746,-9.774,23.9109,weekly_series,53.19,194.6341,594.0,-1.8996,8.576,-99.9972,175,0,ema_macd_agree,-6.238996,60m,3m,0.64,-8.04
1132.8632,-71.8912,-9.2372,-7.7871,26.7953,weekly_series,38.74,142.4583,610.0,-4.5667,7.8652,-99.9963,117,0,ema_macd_agree,-3.535164,60m,5m,0.6496,-8.88
163.1176,-34.456,-0.154,-14.6375,7.6583,monthly_expiry_day,27.42,10.0,152.0,-11.2765,-1.2765,-99.9858,17,0,ema_alignment,-10.562737,120m,1m,0.4706,-17.46
122.5714,-11.644,-2.981,1.0224,6.089,monthly_expiry_day,30.43,10.0,105.0,-9.715,0.285,-12.8432,7,1,ema_alignment,3.878162,120m,3m,0.7143,-2.48
160.0,-0.2588,17.0351,3.3421,5.1425,monthly_expiry_day,23.08,10.0,170.0,0.5438,0.285,-0.2588,3,2,ema_alignment,5.333618,120m,5m,0.6667,20.52
2202.8125,-61.3564,9.7696,1.812,34.9003,monthly_series,42.11,158.0537,1135.0,-0.7875,8.9832,-99.998,32,1,ema_alignment,13.881445,120m,10m,0.6562,3.78
1926.3158,-49.7009,8.7118,0.2047,32.7518,monthly_series,51.35,149.5619,1057.5,-1.5126,7.4714,-99.998,38,1,ema_alignment,10.460956,120m,15m,0.6053,2.42
2612.1429,-58.1867,-8.7482,-11.2553,23.9433,monthly_series,48.28,80.3803,1035.0,-5.1649,4.9019,-99.998,28,0,ema_alignment,-7.526944,120m,30m,0.5714,-10.1
2629.3333,-61.2106,0.4155,-2.5278,26.8136,monthly_series,54.22,191.6225,1032.0,0.1637,9.5703,-99.9986,45,1,ema_alignment,10.428988,120m,3m,0.6667,2.81
2467.9268,-60.2509,6.9267,4.709,31.589,monthly_series,47.13,191.0163,1150.0,-1.8292,8.9583,-99.9977,41,2,ema_alignment,25.088023,120m,5m,0.7073,2.91
101.6618,-16.1758,8.6925,0.7365,9.3805,weekly_expiry_day,28.69,10.0,56.5,0.0,10.0,-99.9759,68,1,ema_alignment,16.443609,120m,1m,0.6618,-7.24
80.9268,-9.5453,7.319,0.4657,10.0,weekly_expiry_day,39.05,10.0,42.0,0.0,10.0,-59.0438,41,1,ema_alignment,10.975165,120m,3m,0.5122,-13.54
82.8571,-7.0861,0.1796,-0.5476,8.1705,weekly_expiry_day,39.62,10.0,75.0,-10.5197,-0.5197,-23.4332,21,1,ema_alignment,2.045927,120m,5m,0.4286,-23.18
1114.8387,-65.2389,-7.8128,-10.2489,24.4815,weekly_series,40.79,196.7389,730.0,-3.9977,5.9192,-99.9979,93,0,ema_alignment,-8.500587,120m,10m,0.6129,-8.01
913.7349,-60.3239,1.4148,-2.0608,29.2287,weekly_series,45.86,172.3831,615.0,0.7471,10.9229,-99.9979,83,1,ema_alignment,13.815621,120m,15m,0.6506,-2.9
946.7308,-60.1791,-10.1463,-17.0679,22.8499,weekly_series,49.52,88.6329,735.0,-5.6779,0.5873,-99.9971,52,0,ema_alignment,-17.16795,120m,30m,0.5192,-8.08
1006.9765,-68.4955,-8.1211,-10.1205,20.9077,weekly_series,51.67,194.6341,490.5,-1.9235,8.5521,-99.998,170,0,ema_alignment,-6.938953,120m,3m,0.6529,-6.75
1148.4454,-71.6153,-10.8787,-9.4286,23.2593,weekly_series,39.4,83.5155,685.0,-5.1045,7.3274,-99.998,119,0,ema_alignment,-6.746222,120m,5m,0.6555,-8.29
141.08,-42.8419,-1.63,-16.1135,8.559,monthly_expiry_day,40.32,10.0,116.0,-9.5261,0.4739,-99.9858,25,0,macd_bias,-13.368818,120m,1m,0.52,-12.52
107.4545,-8.9846,-2.6846,1.3188,7.2064,monthly_expiry_day,47.83,10.0,63.0,-9.715,0.285,-12.8432,11,2,macd_bias,7.526094,120m,3m,0.6364,-10.27
146.6667,-27.8789,-3.1788,-16.8718,5.1425,monthly_expiry_day,46.15,10.0,160.0,-0.3783,-0.6371,-97.6744,6,1,macd_bias,-4.318765,120m,5m,0.3333,-12.82
3093.6585,-67.3319,1.3776,-6.58,32.3012,monthly_series,53.95,158.0537,1340.0,-3.4899,6.2808,-99.998,41,1,macd_bias,2.07018,120m,10m,0.6098,-0.86
2815.6098,-56.9695,2.9844,-5.5227,34.7401,monthly_series,55.41,149.5619,1320.0,-2.2668,6.7172,-99.998,41,0,macd_bias,-0.860393,120m,15m,0.561,-2.01
2974.2857,-71.7565,-10.1052,-12.6123,25.6575,monthly_series,48.28,80.3803,1035.0,-4.8627,5.2041,-99.998,28,0,macd_bias,-9.168037,120m,30m,0.6071,-6.53
2558.5556,-54.6568,1.4525,-1.4908,27.3708,monthly_series,65.06,191.6225,1030.5,0.2918,9.6984,-99.9986,54,0,macd_bias,6.879961,120m,3m,0.6481,0.95
2451.7,-59.4554,6.7525,4.5348,29.4199,monthly_series,57.47,191.0163,1115.0,-0.622,10.1655,-99.9977,50,1,macd_bias,22.152826,120m,5m,0.72,4.18
97.2188,-19.8982,8.8556,0.8996,9.4633,weekly_expiry_day,40.51,10.0,45.0,0.0,10.0,-99.9759,96,1,macd_bias,19.278945,120m,1m,0.7083,-2.59
77.5385,-13.854,6.5995,-0.2538,9.7197,weekly_expiry_day,49.52,10.0,46.5,0.0,10.0,-99.9681,52,1,macd_bias,12.306878,120m,3m,0.5769,-7.07
72.8571,-7.4948,2.2103,1.4831,8.2166,weekly_expiry_day,52.83,10.0,60.0,-7.3363,2.6637,-23.4332,28,2,macd_bias,10.916891,120m,5m,0.5714,-8.9
1103.9316,-67.6661,-9.2024,-11.6385,25.9801,weekly_series,51.32,196.7389,720.0,-3.8472,6.0697,-99.9979,117,0,macd_bias,-10.546227,120m,10m,0.5983,-9.47
949.4828,-63.0222,-2.4256,-5.9012,29.0061,weekly_series,48.07,172.3831,705.0,-2.2249,7.9509,-99.9979,87,0,macd_bias,-0.466288,120m,15m,0.6207,-5.89
1022.8302,-63.1703,-10.7877,-17.7093,26.068,weekly_series,50.48,88.6329,750.0,-5.8819,0.3833,-99.9971,53,0,macd_bias,-17.719945,120m,30m,0.5094,-9.06
938.6812,-67.4741,-4.8826,-6.882,22.1157,weekly_series,62.92,194.6341,363.0,-1.7874,8.6882,-99.998,207,0,macd_bias,-1.44438,120m,3m,0.6763,-4.41
1038.8562,-69.6207,-4.72,-3.2699,26.1498,weekly_series,50.66,134.9522,580.0,-3.0749,9.357,-99.998,153,0,macd_bias,5.722945,120m,5m,0.6928,-4.56
163.1176,-34.456,-0.154,-14.6375,7.6583,monthly_expiry_day,27.42,10.0,152.0,-11.2765,-1.2765,-99.9858,17,0,ema_macd_agree,-10.562737,120m,1m,0.4706,-17.46
122.5714,-11.644,-2.981,1.0224,6.089,monthly_expiry_day,30.43,10.0,105.0,-9.715,0.285,-12.8432,7,1,ema_macd_agree,3.878162,120m,3m,0.7143,-2.48
160.0,-0.2588,17.0351,3.3421,5.1425,monthly_expiry_day,23.08,10.0,170.0,0.5438,0.285,-0.2588,3,2,ema_macd_agree,5.333618,120m,5m,0.6667,20.52
2308.6667,-66.717,9.839,1.8814,36.1807,monthly_series,39.47,158.0537,1210.0,-0.3093,9.4614,-99.998,30,1,ema_macd_agree,14.314009,120m,10m,0.6667,4.83
2040.4412,-52.6974,7.835,-0.6721,35.7456,monthly_series,45.95,149.5619,1200.0,-1.5126,7.4714,-99.998,34,1,ema_macd_agree,8.948358,120m,15m,0.5882,0.71
2723.0769,-68.9335,-9.2714,-11.7785,23.9433,monthly_series,44.83,80.3803,1035.0,-4.8627,5.2041,-99.998,26,0,ema_macd_agree,-8.250578,120m,30m,0.6154,-5.7
2641.6364,-61.2106,0.1473,-2.796,27.4184,monthly_series,53.01,191.6225,1030.5,0.2918,9.6984,-99.9986,44,1,ema_macd_agree,10.026953,120m,3m,0.6591,2.05
2467.9268,-60.2509,6.9267,4.709,31.589,monthly_series,47.13,191.0163,1150.0,-1.8292,8.9583,-99.9977,41,2,ema_macd_agree,25.088023,120m,5m,0.7073,2.91
103.1642,-16.1758,8.5542,0.5982,9.3664,weekly_expiry_day,28.27,10.0,63.0,0.0,10.0,-99.9759,67,1,ema_macd_agree,16.06902,120m,1m,0.6567,-7.75
80.9268,-9.5453,7.319,0.4657,10.0,weekly_expiry_day,39.05,10.0,42.0,0.0,10.0,-59.0438,41,1,ema_macd_agree,10.975165,120m,3m,0.5122,-13.54
82.75,-6.7854,0.6719,-0.0553,8.1705,weekly_expiry_day,37.74,10.0,70.0,-10.3657,-0.3657,-23.4332,20,1,ema_macd_agree,2.526831,120m,5m,0.45,-21.04
1143.7778,-66.7959,-8.1614,-10.5975,25.1651,weekly_series,39.47,196.7389,755.0,-3.9224,5.9945,-99.9979,90,0,ema_macd_agree,-8.822937,120m,10m,0.6111,-8.19
949.557,-62.0298,1.0672,-2.4084,30.3249,weekly_series,43.65,172.3831,705.0,0.7544,10.9302,-99.9979,79,1,ema_macd_agree,13.074024,120m,15m,0.6456,-3.4
973.0435,-58.4736,-10.4761,-17.3977,23.6782,weekly_series,43.81,88.6329,750.0,-6.0924,0.1728,-99.9971,46,0,ema_macd_agree,-16.6295,120m,30m,0.5,-10.0
993.559,-67.6298,-8.24,-10.2394,21.215,weekly_series,48.94,194.6341,489.0,-1.9446,8.531,-99.998,161,0,ema_macd_agree,-7.013084,120m,3m,0.646,-7.44
1146.4783,-70.9059,-10.4732,-9.0231,23.9811,weekly_series,38.08,83.5155,715.0,-4.6134,7.8185,-99.998,115,0,ema_macd_agree,-5.50325,120m,5m,0.6522,-8.62
167.5625,-13.2256,10.2482,-4.2353,7.3238,monthly_expiry_day,25.81,10.0,145.5,-10.8489,-0.8489,-51.5623,16,1,ema_alignment,-0.514114,1d,1m,0.4375,-20.77
116.7273,-7.2719,-3.632,0.3714,6.7408,monthly_expiry_day,47.83,10.0,105.0,-9.84,0.16,-12.8432,11,1,ema_alignment,3.038662,1d,3m,0.5455,-19.36
139.1667,-3.6652,12.9637,-0.7293,5.1425,monthly_expiry_day,46.15,10.0,137.5,-0.2804,-0.5392,-12.5669,6,1,ema_alignment,0.938243,1d,5m,0.3333,-12.82
2730.3333,-52.699,-3.5196,-11.4772,20.0453,monthly_series,39.47,68.8701,1345.0,-4.4416,5.3291,-99.998,30,0,ema_alignment,-7.537823,1d,10m,0.5667,-5.17
2522.0,-44.8114,-1.7376,-10.2447,20.0011,monthly_series,40.54,45.4545,1342.5,-3.1978,5.7862,-99.998,30,0,ema_alignment,-5.672006,1d,15m,0.5333,-4.78
2679.4737,-49.8247,-15.7941,-18.3012,16.7249,monthly_series,32.76,76.371,1020.0,-11.8923,-1.8255,-99.998,19,0,ema_alignment,-13.892103,1d,30m,0.4737,-19.87
3421.4571,-58.463,-12.9045,-15.8478,16.1136,monthly_series,42.17,56.1688,1386.0,-2.17,7.2366,-99.9986,35,0,ema_alignment,-11.038918,1d,3m,0.5714,-6.72
3170.7143,-59.4546,-7.7858,-10.0035,22.9639,monthly_series,40.23,84.8935,1480.0,-3.5509,7.2366,-99.9977,35,0,ema_alignment,-5.308496,1d,5m,0.6,-7.82
93.3231,-26.3813,6.202,-1.754,10.0,weekly_expiry_day,27.43,10.0,27.0,0.0,10.0,-99.9762,65,0,ema_alignment,7.438768,1d,1m,0.6769,-5.73
81.6,-20.4783,4.662,-2.1913,10.0,weekly_expiry_day,33.33,10.0,39.0,0.0,10.0,-99.9681,35,0,ema_alignment,5.16962,1d,3m,0.6,-4.76
81.1111,-20.2114,-6.0569,-6.7841,10.0,weekly_expiry_day,33.96,10.0,75.0,-10.4792,-0.4792,-97.5,18,1,ema_alignment,-2.040973,1d,5m,0.4444,-21.6
1200.1351,-67.3741,-17.6599,-20.096,22.3331,weekly_series,32.46,57.0907,660.0,-5.6945,4.2224,-99.9979,74,0,ema_alignment,-19.499824,1d,10m,0.527,-16.6
905.5714,-64.2187,-8.3781,-11.8537,25.185,weekly_series,38.67,110.931,382.5,-2.9111,7.2647,-99.9979,70,0,ema_alignment,-8.449181,1d,15m,0.5857,-9.39
976.9231,-73.9493,-16.379,-23.3006,20.1125,weekly_series,37.14,88.6329,600.0,-4.4113,1.8539,-99.9971,39,0,ema_alignment,-21.853928,1d,30m,0.5385,-6.15
1321.7328,-73.9332,-18.6093,-20.6087,19.7886,weekly_series,35.26,131.9783,763.5,-4.3201,6.1555,-99.998,116,0,ema_alignment,-22.083664,1d,3m,0.569,-15.14
1206.3402,-71.7533,-14.3134,-12.8633,25.0658,weekly_series,32.12,114.6427,650.0,-5.9197,6.5122,-99.998,97,0,ema_alignment,-11.579232,1d,5m,0.6082,-13.02
179.85,-22.1666,5.8552,-8.6283,7.9185,monthly_expiry_day,32.26,10.0,154.0,-10.8489,-0.8489,-99.9521,20,0,macd_bias,-6.317595,1d,1m,0.45,-19.52
127.8462,-9.728,-4.6128,-0.6094,7.2064,monthly_expiry_day,56.52,10.0,132.0,-9.84,0.16,-22.0081,13,1,macd_bias,2.488829,1d,3m,0.5385,-20.06
129.375,-6.8383,11.9547,-1.7383,6.7617,monthly_expiry_day,61.54,10.0,110.0,-0.2804,-0.5392,-19.5309,8,1,macd_bias,0.776277,1d,5m,0.375,-8.65
2700.0,-58.4138,-3.4665,-11.4241,20.5289,monthly_series,55.26,68.8701,1345.0,-1.0117,8.759,-99.998,42,0,macd_bias,-5.924407,1d,10m,0.5952,-2.32
2414.0,-47.0669,-1.6125,-10.1196,19.4383,monthly_series,60.81,52.381,975.0,-2.2668,6.7172,-99.998,45,0,macd_bias,-5.762098,1d,15m,0.5556,-2.55
1753.7838,-45.7606,4.1716,1.6645,24.4286,monthly_series,63.79,80.3803,870.0,-0.5153,9.5515,-99.998,37,1,macd_bias,15.178313,1d,30m,0.6757,0.33
2845.3696,-52.0426,-7.3965,-10.3398,19.0066,monthly_series,55.42,70.5833,1182.0,-1.7349,7.6717,-99.9986,46,0,macd_bias,-5.61575,1d,3m,0.587,-5.16
2938.6364,-61.1964,-7.7722,-9.9899,22.2512,monthly_series,50.57,84.8935,1430.0,-2.69,8.0975,-99.9977,44,0,macd_bias,-5.047186,1d,5m,0.6136,-6.46
90.9619,-48.5916,0.0113,-7.9447,9.8731,weekly_expiry_day,44.3,10.0,25.0,0.0,10.0,-99.9762,105,0,macd_bias,-1.531369,1d,1m,0.6952,-3.9
81.8824,-36.5571,-3.2302,-10.0835,10.0,weekly_expiry_day,48.57,10.0,39.0,0.0,10.0,-99.9681,51,0,macd_bias,-3.463815,1d,3m,0.5686,-7.9
67.3077,-19.143,-2.7234,-3.4506,10.0,weekly_expiry_day,49.06,10.0,42.5,0.0,10.0,-97.5,26,1,macd_bias,6.699368,1d,5m,0.5385,-12.19
1007.2277,-66.4852,-8.7923,-11.2284,20.7169,weekly_series,44.3,57.0907,420.0,-2.7466,7.1703,-99.9979,101,0,macd_bias,-9.099088,1d,10m,0.6337,-5.93
849.6774,-65.5812,-3.5484,-7.024,25.1824,weekly_series,51.38,110.931,390.0,-0.0716,10.1042,-99.9979,93,0,macd_bias,0.07173,1d,15m,0.6452,-3.44
897.2727,-69.1428,-5.4302,-12.3518,25.5088,weekly_series,52.38,116.25,600.0,0.0,6.2652,-99.9971,55,0,macd_bias,-9.619979,1d,30m,0.6,0.0
1157.6507,-73.9332,-8.9719,-10.9713,21.8213,weekly_series,44.38,131.9783,588.0,-1.5146,8.961,-99.998,146,0,macd_bias,-7.708545,1d,3m,0.6575,-6.29
1096.6532,-72.8544,-10.0077,-8.5576,24.3749,weekly_series,41.06,114.6427,612.5,-3.4142,9.0177,-99.998,124,0,macd_bias,-3.584437,1d,5m,0.6613,-7.71
167.5625,-13.2256,10.2482,-4.2353,7.3238,monthly_expiry_day,25.81,10.0,145.5,-10.8489,-0.8489,-51.5623,16,1,ema_macd_agree,-0.514114,1d,1m,0.4375,-20.77
116.7273,-7.2719,-3.632,0.3714,6.7408,monthly_expiry_day,47.83,10.0,105.0,-9.84,0.16,-12.8432,11,1,ema_macd_agree,3.038662,1d,3m,0.5455,-19.36
139.1667,-3.6652,12.9637,-0.7293,5.1425,monthly_expiry_day,46.15,10.0,137.5,-0.2804,-0.5392,-12.5669,6,1,ema_macd_agree,0.938243,1d,5m,0.3333,-12.82
2750.3448,-52.699,-4.1155,-12.0731,20.9355,monthly_series,38.16,68.8701,1340.0,-4.9155,4.8552,-99.998,29,0,ema_macd_agree,-8.138554,1d,10m,0.5517,-6.67
2522.0,-44.8114,-1.7376,-10.2447,20.0011,monthly_series,40.54,45.4545,1342.5,-3.1978,5.7862,-99.998,30,0,ema_macd_agree,-5.672006,1d,15m,0.5333,-4.78
2679.4737,-49.8247,-15.7941,-18.3012,16.7249,monthly_series,32.76,76.371,1020.0,-11.8923,-1.8255,-99.998,19,0,ema_macd_agree,-13.892103,1d,30m,0.4737,-19.87
3347.7273,-55.4962,-10.9035,-13.8468,16.8422,monthly_series,39.76,56.1688,1374.0,-1.2997,8.1069,-99.9986,33,0,ema_macd_agree,-8.296504,1d,3m,0.5758,-6.28
3202.0588,-59.4546,-8.1468,-10.3645,23.9986,monthly_series,39.08,84.8935,1430.0,-2.69,8.0975,-99.9977,34,0,ema_macd_agree,-4.91053,1d,5m,0.5882,-9.0
89.9841,-28.5627,6.326,-1.63,10.0,weekly_expiry_day,26.58,10.0,26.0,0.0,10.0,-99.9762,63,1,ema_macd_agree,13.607882,1d,1m,0.6984,-3.58
81.6,-20.4783,4.662,-2.1913,10.0,weekly_expiry_day,33.33,10.0,39.0,0.0,10.0,-99.9681,35,0,ema_macd_agree,5.16962,1d,3m,0.6,-4.76
81.1111,-20.2114,-6.0569,-6.7841,10.0,weekly_expiry_day,33.96,10.0,75.0,-10.4792,-0.4792,-97.5,18,1,ema_macd_agree,-2.040973,1d,5m,0.4444,-21.6
1200.1351,-67.3741,-17.6599,-20.096,22.3331,weekly_series,32.46,57.0907,660.0,-5.6945,4.2224,-99.9979,74,0,ema_macd_agree,-19.499824,1d,10m,0.527,-16.6
905.5714,-64.2187,-8.3781,-11.8537,25.185,weekly_series,38.67,110.931,382.5,-2.9111,7.2647,-99.9979,70,0,ema_macd_agree,-8.449181,1d,15m,0.5857,-9.39
976.9231,-73.9493,-16.379,-23.3006,20.1125,weekly_series,37.14,88.6329,600.0,-4.4113,1.8539,-99.9971,39,0,ema_macd_agree,-21.853928,1d,30m,0.5385,-6.15
1309.2895,-73.4014,-18.0953,-20.0947,20.0904,weekly_series,34.65,131.9783,763.5,-4.2232,6.2524,-99.998,114,0,ema_macd_agree,-21.263025,1d,3m,0.5702,-15.02
1212.8646,-71.7533,-14.4492,-12.9991,25.495,weekly_series,31.79,114.6427,667.5,-5.5121,6.9198,-99.998,96,0,ema_macd_agree,-11.270706,1d,5m,0.6042,-13.42
