avg_holding_minutes,avg_loss_return_pct,avg_return_delta_pct,avg_return_pct,avg_win_return_pct,group_name,kept_pct,max_return_pct,median_holding_minutes,median_return_pct,min_return_pct,opportunities,regime_model,spot_timeframe,timeframe,underlying,win_rate
144.4444,-47.8993,-0.4054,-16.2446,9.0793,monthly_expiry_day,42.86,10.0,131.0,5.3963,-99.9858,18,macd_bias,30m,1m,SENSEX,0.5556
122.0,0.0,0.0969,6.72,6.72,monthly_expiry_day,50.0,10.0,105.0,10.0,0.16,3,macd_bias,30m,3m,NIFTY,1.0
103.0,-11.6409,-1.3718,1.7069,8.3808,monthly_expiry_day,52.94,10.0,63.0,10.0,-12.8432,9,macd_bias,30m,3m,SENSEX,0.6667
106.6667,-0.2588,1.85,6.5804,10.0,monthly_expiry_day,75.0,10.0,100.0,10.0,-0.2588,3,macd_bias,30m,5m,NIFTY,0.6667
154.0,-68.89,-17.3957,-39.277,5.1425,monthly_expiry_day,55.56,10.0,150.0,-12.5669,-97.6744,5,macd_bias,30m,5m,SENSEX,0.4
2367.5,-58.9895,31.2718,24.2359,51.9777,monthly_series,47.06,149.5502,1560.0,18.3743,-98.1676,8,macd_bias,30m,10m,NIFTY,0.75
2095.9259,-60.1655,-4.9366,-13.1597,37.462,monthly_series,45.76,158.0537,970.0,-6.8027,-99.998,27,macd_bias,30m,10m,SENSEX,0.4815
2525.0,-54.9894,16.2566,7.3166,57.1613,monthly_series,56.25,149.5619,1500.0,14.5611,-99.9944,9,macd_bias,30m,15m,NIFTY,0.5556
2176.25,-56.3281,6.3301,-2.0576,36.7071,monthly_series,41.38,144.127,967.5,10.9131,-99.998,24,macd_bias,30m,15m,SENSEX,0.5833
5365.0,-67.269,0.8388,-23.285,20.699,monthly_series,50.0,33.7134,3240.0,4.6173,-99.9944,6,macd_bias,30m,30m,NIFTY,0.5
2138.8889,-67.5087,1.329,4.461,29.6504,monthly_series,58.7,76.371,1050.0,11.5048,-99.998,27,macd_bias,30m,30m,SENSEX,0.7407
3670.5,-99.0532,26.1071,27.9839,59.7432,monthly_series,58.82,191.6225,2068.5,12.286,-99.9946,10,macd_bias,30m,3m,NIFTY,0.8
2696.2308,-67.2422,-4.9445,-9.1293,31.2971,monthly_series,59.09,172.1161,1140.0,10.436,-99.9986,39,macd_bias,30m,3m,SENSEX,0.5897
2820.0,-58.9962,22.6113,21.7954,39.7491,monthly_series,55.0,144.4495,1480.0,19.2774,-98.1809,11,macd_bias,30m,5m,NIFTY,0.8182
2155.5,-67.4785,3.9892,1.353,35.7687,monthly_series,44.78,191.0163,920.0,13.5959,-99.9966,30,macd_bias,30m,5m,SENSEX,0.6667
71.7429,-48.8056,0.5389,-5.4045,9.6189,weekly_expiry_day,44.87,10.0,14.0,10.0,-99.9759,35,macd_bias,30m,1m,NIFTY,0.7429
99.7241,-17.8817,9.6499,0.7066,9.7625,weekly_expiry_day,36.48,10.0,64.0,10.0,-99.9133,58,macd_bias,30m,1m,SENSEX,0.6724
49.9412,-29.6532,10.6719,-1.6627,10.0,weekly_expiry_day,51.52,10.0,9.0,10.0,-99.6904,17,macd_bias,30m,3m,NIFTY,0.7059
88.3235,-13.1513,3.3134,-1.0277,9.7487,weekly_expiry_day,47.22,10.0,45.0,7.7386,-97.9592,34,macd_bias,30m,3m,SENSEX,0.5294
61.875,-34.5007,-1.8408,-6.6878,10.0,weekly_expiry_day,47.06,10.0,7.5,10.0,-97.5,8,macd_bias,30m,5m,NIFTY,0.625
80.5882,-6.7611,-0.9548,0.2634,8.1659,weekly_expiry_day,47.22,10.0,65.0,-0.5197,-21.1212,17,macd_bias,30m,5m,SENSEX,0.4706
999.6667,-74.4759,9.8035,1.338,39.245,weekly_series,43.48,196.7389,550.0,11.7464,-99.9803,30,macd_bias,30m,10m,NIFTY,0.6667
877.0667,-58.4222,1.2405,1.4209,26.2615,weekly_series,47.17,131.3139,390.0,9.0618,-99.9953,75,macd_bias,30m,10m,SENSEX,0.7067
768.0,-69.7958,17.1957,9.8391,40.8082,weekly_series,45.45,172.3831,300.0,11.3053,-99.9938,25,macd_bias,30m,15m,NIFTY,0.72
731.6379,-50.7541,7.5883,5.8068,25.5374,weekly_series,46.03,84.4385,382.5,12.636,-99.9979,58,macd_bias,30m,15m,SENSEX,0.7414
916.5,-70.7779,-7.4563,-26.5708,17.6363,weekly_series,68.97,74.7257,420.0,-1.0468,-99.9938,20,macd_bias,30m,30m,NIFTY,0.5
791.4894,-61.3264,-5.0213,-7.2904,29.3768,weekly_series,61.84,116.25,480.0,5.3258,-99.9963,47,macd_bias,30m,30m,SENSEX,0.5957
1034.2941,-77.2083,-2.7852,-7.4403,25.927,weekly_series,68.69,194.6341,573.0,9.4429,-99.9944,68,macd_bias,30m,3m,NIFTY,0.6765
946.4151,-67.3518,-4.3467,-5.203,22.4814,weekly_series,69.13,109.4609,456.0,9.7068,-99.9972,159,macd_bias,30m,3m,SENSEX,0.6918
1026.1224,-81.2504,-1.0237,-0.1448,29.1433,weekly_series,51.04,114.8905,590.0,13.8106,-99.9849,49,macd_bias,30m,5m,NIFTY,0.7347
1055.8257,-68.3383,-4.5517,-2.8354,28.1457,weekly_series,52.91,142.4583,555.0,8.4863,-99.9963,109,macd_bias,30m,5m,SENSEX,0.6789
85.4286,-38.554,6.4031,-5.2334,8.0948,monthly_expiry_day,35.0,10.0,33.0,10.0,-75.0,7,ema_macd_agree,30m,1m,NIFTY,0.7143
149.1429,-46.7723,0.8505,-14.9887,8.8491,monthly_expiry_day,33.33,10.0,131.0,5.3963,-99.9858,14,ema_macd_agree,30m,1m,SENSEX,0.5714
122.0,0.0,0.0969,6.72,6.72,monthly_expiry_day,50.0,10.0,105.0,10.0,0.16,3,ema_macd_agree,30m,3m,NIFTY,1.0
94.2857,-11.644,-0.6505,2.4282,8.057,monthly_expiry_day,41.18,10.0,63.0,10.0,-12.8432,7,ema_macd_agree,30m,3m,SENSEX,0.7143
106.6667,-0.2588,1.85,6.5804,10.0,monthly_expiry_day,75.0,10.0,100.0,10.0,-0.2588,3,ema_macd_agree,30m,5m,NIFTY,0.6667
145.0,-97.6744,-7.2485,-29.1298,5.1425,monthly_expiry_day,33.33,10.0,150.0,0.285,-97.6744,3,ema_macd_agree,30m,5m,SENSEX,0.6667
1312.0,-19.8115,60.8534,53.8175,72.2247,monthly_series,29.41,149.5502,1340.0,24.5038,-19.8115,5,ema_macd_agree,30m,10m,NIFTY,0.8
1753.0,-68.4561,4.6442,-3.5789,39.6726,monthly_series,33.9,158.0537,1035.0,12.4875,-99.998,20,ema_macd_agree,30m,10m,SENSEX,0.6
2626.875,-54.9894,15.0741,6.1341,67.2576,monthly_series,50.0,149.5619,1492.5,6.2965,-99.9944,8,ema_macd_agree,30m,15m,NIFTY,0.5
1851.4286,-47.5802,14.2146,5.8269,38.6929,monthly_series,36.21,144.127,855.0,11.2134,-99.998,21,ema_macd_agree,30m,15m,SENSEX,0.619
6306.0,-67.269,-10.5609,-34.6847,14.1917,monthly_series,41.67,17.3235,4980.0,-1.8255,-99.9944,5,ema_macd_agree,30m,30m,NIFTY,0.4
1891.7647,-66.5046,-2.6059,0.5261,28.4556,monthly_series,36.96,76.371,870.0,10.1224,-99.998,17,ema_macd_agree,30m,30m,SENSEX,0.7059
3139.2857,0.0,65.9344,67.8112,67.8112,monthly_series,41.18,191.6225,2031.0,31.0039,2.2699,7,ema_macd_agree,30m,3m,NIFTY,1.0
2591.7097,-61.0184,-0.1772,-4.362,36.5565,monthly_series,46.97,172.1161,1029.0,10.6617,-99.9986,31,ema_macd_agree,30m,3m,SENSEX,0.5806
3128.3333,-58.9962,9.2628,8.4469,27.7164,monthly_series,45.0,82.975,1480.0,10.9244,-98.1809,9,ema_macd_agree,30m,5m,NIFTY,0.7778
1979.8,-61.5329,7.7705,5.1343,36.5071,monthly_series,37.31,191.0163,860.0,12.7946,-99.9966,25,ema_macd_agree,30m,5m,SENSEX,0.68
69.7778,-34.5144,4.0357,-1.9077,9.5046,weekly_expiry_day,34.62,10.0,14.0,10.0,-99.835,27,ema_macd_agree,30m,1m,NIFTY,0.7407
110.5,-20.3549,6.8813,-2.062,9.5789,weekly_expiry_day,22.64,10.0,72.0,10.0,-99.9133,36,ema_macd_agree,30m,1m,SENSEX,0.6111
66.25,-29.6532,5.8125,-6.5221,10.0,weekly_expiry_day,36.36,10.0,39.0,10.0,-99.6904,12,ema_macd_agree,30m,3m,NIFTY,0.5833
89.2174,-6.1209,7.1354,2.7943,9.6521,weekly_expiry_day,31.94,10.0,39.0,10.0,-18.7316,23,ema_macd_agree,30m,3m,SENSEX,0.5652
67.5,-3.001,8.3465,3.4995,10.0,weekly_expiry_day,23.53,10.0,50.0,4.8941,-5.7903,4,ema_macd_agree,30m,5m,NIFTY,0.5
97.3077,-7.4859,-3.1074,-1.8892,7.0655,weekly_expiry_day,36.11,10.0,95.0,-0.7467,-21.1212,13,ema_macd_agree,30m,5m,SENSEX,0.3846
905.1852,-69.8786,15.5039,7.0384,39.4245,weekly_series,39.13,196.7389,540.0,14.1276,-99.9803,27,ema_macd_agree,30m,10m,NIFTY,0.7037
919.1304,-61.0264,0.0827,0.2631,27.0772,weekly_series,43.4,131.3139,420.0,8.5317,-99.9953,69,ema_macd_agree,30m,10m,SENSEX,0.6957
863.5714,-77.9805,15.7965,8.4399,43.0081,weekly_series,38.18,172.3831,375.0,11.3053,-99.9938,21,ema_macd_agree,30m,15m,NIFTY,0.7143
714.4118,-50.7541,4.2617,2.4802,24.6612,weekly_series,40.48,84.4385,375.0,10.9229,-99.9979,51,ema_macd_agree,30m,15m,SENSEX,0.7059
946.0,-71.8864,-8.021,-27.1355,12.0214,weekly_series,51.72,33.2606,390.0,0.7912,-99.9938,15,ema_macd_agree,30m,30m,NIFTY,0.5333
825.0,-62.7587,-3.2937,-5.5628,31.7389,weekly_series,50.0,116.25,510.0,7.0502,-99.9963,38,ema_macd_agree,30m,30m,SENSEX,0.6053
1055.0769,-77.4191,-1.5386,-6.1937,28.4014,weekly_series,52.53,194.6341,571.5,9.9954,-99.9911,52,ema_macd_agree,30m,3m,NIFTY,0.6731
985.5242,-67.1788,-5.7944,-6.6507,23.2487,weekly_series,53.91,109.4609,519.0,9.3245,-99.9972,124,ema_macd_agree,30m,3m,SENSEX,0.6694
1001.1538,-85.7929,-0.9193,-0.0404,29.5293,weekly_series,40.62,114.8905,580.0,13.7796,-99.9849,39,ema_macd_agree,30m,5m,NIFTY,0.7436
1015.3,-65.3704,-3.0205,-1.3042,28.8446,weekly_series,48.54,142.4583,550.0,8.7484,-99.9963,100,ema_macd_agree,30m,5m,SENSEX,0.68
111.25,-59.02,-5.4368,-17.0733,8.0948,monthly_expiry_day,40.0,10.0,76.0,5.237,-99.9521,8,ema_alignment,60m,1m,NIFTY,0.625
150.7143,-43.4158,-1.5264,-17.3656,8.6846,monthly_expiry_day,33.33,10.0,131.0,-2.9554,-99.9858,14,ema_alignment,60m,1m,SENSEX,0.5
180.0,0.0,-1.5431,5.08,5.08,monthly_expiry_day,33.33,10.0,180.0,5.08,0.16,2,ema_alignment,60m,3m,NIFTY,1.0
88.0,-11.644,-1.9125,1.1662,7.5713,monthly_expiry_day,35.29,10.0,46.5,5.1425,-12.8432,6,ema_alignment,60m,3m,SENSEX,0.6667
155.0,-0.2588,0.1402,4.8706,10.0,monthly_expiry_day,50.0,10.0,155.0,4.8706,-0.2588,2,ema_alignment,60m,5m,NIFTY,0.5
160.0,-97.6744,-26.8134,-48.6947,0.285,monthly_expiry_day,22.22,0.285,160.0,-48.6947,-97.6744,2,ema_alignment,60m,5m,SENSEX,0.5
3546.6667,-72.6553,17.6602,10.6243,52.2641,monthly_series,52.94,149.5502,1640.0,18.8825,-99.9867,9,ema_alignment,60m,10m,NIFTY,0.6667
1861.5,-64.1713,6.0039,-2.2192,31.1396,monthly_series,33.9,158.0537,865.0,9.7707,-99.998,20,ema_alignment,60m,10m,SENSEX,0.65
4200.0,-63.9889,8.2184,-0.7216,52.0012,monthly_series,68.75,149.5619,1605.0,14.5611,-99.9944,11,ema_alignment,60m,15m,NIFTY,0.5455
1985.0,-56.1638,3.6732,-4.7145,30.657,monthly_series,46.55,144.127,825.0,8.2255,-99.998,27,ema_alignment,60m,15m,SENSEX,0.5926
7428.0,-99.2977,-30.8313,-54.9551,11.5588,monthly_series,41.67,17.3235,7020.0,-97.9116,-99.9944,5,ema_alignment,60m,30m,NIFTY,0.4
2006.087,-61.4286,-6.5394,-3.4074,27.5373,monthly_series,50.0,80.3803,720.0,5.4595,-99.998,23,ema_alignment,60m,30m,SENSEX,0.6522
3541.9091,-99.0532,25.2797,27.1565,55.2031,monthly_series,64.71,191.6225,2106.0,13.4548,-99.9946,11,ema_alignment,60m,3m,NIFTY,0.8182
2375.0,-55.3886,2.9035,-1.2813,33.8884,monthly_series,50.0,172.1161,1029.0,10.6617,-99.9986,33,ema_alignment,60m,3m,SENSEX,0.6061
3123.0,-58.9962,20.6124,19.7965,39.4947,monthly_series,50.0,144.4495,1752.5,14.9034,-98.1809,10,ema_alignment,60m,5m,NIFTY,0.8
2198.9286,-61.7021,9.0556,6.4194,33.668,monthly_series,41.79,191.0163,830.0,11.1006,-99.9966,28,ema_alignment,60m,5m,SENSEX,0.7143
73.6087,-29.3832,6.5725,0.6291,8.9658,weekly_expiry_day,29.49,10.0,22.0,10.0,-99.9508,23,ema_alignment,60m,1m,NIFTY,0.7826
98.7045,-7.2915,12.8379,3.8946,9.6806,weekly_expiry_day,27.67,10.0,46.0,10.0,-19.7487,44,ema_alignment,60m,1m,SENSEX,0.6591
76.25,-23.9528,2.5288,-9.8058,10.0,weekly_expiry_day,36.36,10.0,54.0,-0.1381,-99.6904,12,ema_alignment,60m,3m,NIFTY,0.4167
91.8462,-6.688,6.465,2.1239,9.6769,weekly_expiry_day,36.11,10.0,45.0,7.7386,-18.7316,26,ema_alignment,60m,3m,SENSEX,0.5385
97.0,-9.8117,1.0332,-3.8138,5.183,weekly_expiry_day,29.41,10.0,95.0,-0.2117,-23.4332,5,ema_alignment,60m,5m,NIFTY,0.4
87.1875,-6.7611,-1.5633,-0.3451,7.9039,weekly_expiry_day,44.44,10.0,75.0,-0.6332,-21.1212,16,ema_alignment,60m,5m,SENSEX,0.4375
1076.5385,-70.059,-1.0575,-9.523,34.87,weekly_series,37.68,196.7389,550.0,4.8922,-99.9803,26,ema_alignment,60m,10m,NIFTY,0.5769
959.7222,-60.9563,-5.142,-4.9616,24.8228,weekly_series,45.28,92.1124,460.0,7.1673,-99.9979,72,ema_alignment,60m,10m,SENSEX,0.6528
906.0,-73.2012,4.0754,-3.2812,37.1987,weekly_series,54.55,172.3831,682.5,8.0678,-99.9938,30,ema_alignment,60m,15m,NIFTY,0.6333
948.1967,-62.0348,-5.4237,-7.2052,23.7243,weekly_series,48.41,84.4385,645.0,10.1758,-99.9979,61,ema_alignment,60m,15m,SENSEX,0.6393
868.2353,-55.9461,-5.4164,-24.5309,10.8112,weekly_series,58.62,33.2606,360.0,-0.0376,-99.9938,17,ema_alignment,60m,30m,NIFTY,0.4706
1029.1667,-61.4504,-10.839,-13.1081,30.1455,weekly_series,47.37,88.6329,825.0,3.5583,-99.9971,36,ema_alignment,60m,30m,SENSEX,0.5278
1069.678,-76.4403,-5.3253,-9.9804,26.7474,weekly_series,59.6,194.6341,606.0,9.7179,-99.9944,59,ema_alignment,60m,3m,NIFTY,0.6441
1030.0,-67.0518,-8.1017,-8.958,22.2674,weekly_series,53.48,100.7797,513.0,7.8674,-99.9972,123,ema_alignment,60m,3m,SENSEX,0.6504
1050.0,-78.4181,-3.4428,-2.5639,28.3396,weekly_series,39.58,114.8905,632.5,13.7951,-99.9829,38,ema_alignment,60m,5m,NIFTY,0.7105
1193.3333,-71.1028,-12.9568,-11.2405,25.5978,weekly_series,40.78,142.4583,607.5,5.4096,-99.9963,84,ema_alignment,60m,5m,SENSEX,0.619
99.8889,-59.02,-2.4286,-14.0651,8.4123,monthly_expiry_day,45.0,10.0,33.0,10.0,-99.9521,9,macd_bias,60m,1m,NIFTY,0.6667
150.6471,-34.8478,1.5546,-14.2846,8.8491,monthly_expiry_day,40.48,10.0,116.0,-1.2765,-99.9858,17,macd_bias,60m,1m,SENSEX,0.4706
122.0,0.0,0.0969,6.72,6.72,monthly_expiry_day,50.0,10.0,105.0,10.0,0.16,3,macd_bias,60m,3m,NIFTY,1.0
103.6667,-11.6409,-1.3718,1.7069,8.3808,monthly_expiry_day,52.94,10.0,63.0,10.0,-12.8432,9,macd_bias,60m,3m,SENSEX,0.6667
106.6667,-0.2588,1.85,6.5804,10.0,monthly_expiry_day,75.0,10.0,100.0,10.0,-0.2588,3,macd_bias,60m,5m,NIFTY,0.6667
170.0,-55.1207,-3.1078,-24.9891,5.1425,monthly_expiry_day,44.44,10.0,160.0,-6.141,-97.6744,4,macd_bias,60m,5m,SENSEX,0.5
3682.0,-79.49,6.5983,-0.4376,52.2641,monthly_series,58.82,149.5502,1895.0,12.3428,-99.9941,10,macd_bias,60m,10m,NIFTY,0.6
2062.8571,-71.6788,1.9979,-6.2252,30.1379,monthly_series,47.46,158.0537,920.0,8.9832,-99.998,28,macd_bias,60m,10m,SENSEX,0.6429
3579.0,-63.9889,5.7369,-3.2031,57.5826,monthly_series,62.5,149.5619,1552.5,6.2965,-99.9944,10,macd_bias,60m,15m,NIFTY,0.5
2029.2857,-60.2847,3.2451,-5.1426,30.5376,monthly_series,48.28,144.127,900.0,7.4714,-99.998,28,macd_bias,60m,15m,SENSEX,0.6071
7530.0,-99.9907,-20.0921,-44.2159,11.5588,monthly_series,33.33,17.3235,8400.0,-47.0964,-99.9944,4,macd_bias,60m,30m,NIFTY,0.5
2165.0,-73.1444,-9.9576,-6.8256,26.3338,monthly_series,39.13,80.3803,990.0,5.2041,-99.998,18,macd_bias,60m,30m,SENSEX,0.6667
4288.75,-99.3641,14.6845,16.5613,55.2031,monthly_series,70.59,191.6225,2181.0,12.286,-99.9946,12,macd_bias,60m,3m,NIFTY,0.75
2381.2143,-63.8025,2.7714,-1.4134,29.7812,monthly_series,63.64,172.1161,910.5,10.1312,-99.9986,42,macd_bias,60m,3m,SENSEX,0.6667
4061.6667,-79.4931,0.648,-0.1679,39.4947,monthly_series,60.0,144.4495,2065.0,9.543,-99.9937,12,macd_bias,60m,5m,NIFTY,0.6667
1915.2778,-64.2459,10.1174,7.4812,31.3902,monthly_series,53.73,191.0163,907.5,11.2014,-99.9977,36,macd_bias,60m,5m,SENSEX,0.75
84.8919,-45.6815,2.1315,-3.8119,9.6462,weekly_expiry_day,47.44,10.0,22.0,10.0,-99.9759,37,macd_bias,60m,1m,NIFTY,0.7568
96.8966,-12.8402,10.7591,1.8158,9.5295,weekly_expiry_day,36.48,10.0,59.5,10.0,-98.4848,58,macd_bias,60m,1m,SENSEX,0.6552
65.1667,-38.195,3.5921,-8.7425,10.0,weekly_expiry_day,54.55,10.0,39.0,10.0,-99.9681,18,macd_bias,60m,3m,NIFTY,0.6111
93.8824,-10.7646,3.7115,-0.6296,9.5054,weekly_expiry_day,47.22,10.0,66.0,2.4904,-59.0438,34,macd_bias,60m,3m,SENSEX,0.5
109.1667,-31.7338,-12.9755,-17.8225,10.0,weekly_expiry_day,35.29,10.0,102.5,-3.001,-97.5,6,macd_bias,60m,5m,NIFTY,0.3333
82.25,-7.1278,-1.5835,-0.3653,7.8999,weekly_expiry_day,55.56,10.0,75.0,-0.6332,-21.1212,20,macd_bias,60m,5m,SENSEX,0.45
916.5714,-64.469,6.2948,-2.1707,30.3328,weekly_series,50.72,196.7389,560.0,7.1703,-99.9939,35,macd_bias,60m,10m,NIFTY,0.6571
942.2472,-62.1422,-1.8907,-1.7103,27.4984,weekly_series,55.97,131.3139,540.0,7.7594,-99.9979,89,macd_bias,60m,10m,SENSEX,0.6742
772.7586,-67.4366,20.1311,12.7745,38.2962,weekly_series,52.73,172.3831,405.0,11.3053,-99.9938,29,macd_bias,60m,15m,NIFTY,0.7586
901.8462,-60.2276,-1.6641,-3.4456,23.6549,weekly_series,51.59,84.4385,615.0,10.7676,-99.9979,65,macd_bias,60m,15m,SENSEX,0.6769
922.0,-60.5203,-3.3623,-22.4768,10.8112,weekly_series,51.72,33.2606,360.0,0.7912,-99.9938,15,macd_bias,60m,30m,NIFTY,0.5333
1034.5714,-61.4503,-10.4479,-12.717,33.3089,weekly_series,46.05,88.6329,930.0,0.3833,-99.9963,35,macd_bias,60m,30m,SENSEX,0.5143
1070.4324,-76.2677,-5.1741,-9.8292,24.0679,weekly_series,74.75,194.6341,538.5,8.6679,-99.9944,74,macd_bias,60m,3m,NIFTY,0.6622
958.9682,-68.8738,-5.9123,-6.7686,23.1122,weekly_series,68.26,109.4609,444.0,8.8038,-99.998,157,macd_bias,60m,3m,SENSEX,0.6752
1032.5532,-81.0184,-1.9007,-1.0218,26.4056,weekly_series,48.96,114.8905,685.0,14.6935,-99.9938,47,macd_bias,60m,5m,NIFTY,0.7447
1005.2679,-67.0785,-3.5151,-1.7988,26.6564,weekly_series,54.37,142.4583,572.5,8.2737,-99.998,112,macd_bias,60m,5m,SENSEX,0.6964
111.25,-59.02,-5.4368,-17.0733,8.0948,monthly_expiry_day,40.0,10.0,76.0,5.237,-99.9521,8,ema_macd_agree,60m,1m,NIFTY,0.625
150.7143,-43.4158,-1.5264,-17.3656,8.6846,monthly_expiry_day,33.33,10.0,131.0,-2.9554,-99.9858,14,ema_macd_agree,60m,1m,SENSEX,0.5
180.0,0.0,-1.5431,5.08,5.08,monthly_expiry_day,33.33,10.0,180.0,5.08,0.16,2,ema_macd_agree,60m,3m,NIFTY,1.0
88.0,-11.644,-1.9125,1.1662,7.5713,monthly_expiry_day,35.29,10.0,46.5,5.1425,-12.8432,6,ema_macd_agree,60m,3m,SENSEX,0.6667
155.0,-0.2588,0.1402,4.8706,10.0,monthly_expiry_day,50.0,10.0,155.0,4.8706,-0.2588,2,ema_macd_agree,60m,5m,NIFTY,0.5
160.0,-97.6744,-26.8134,-48.6947,0.285,monthly_expiry_day,22.22,0.285,160.0,-48.6947,-97.6744,2,ema_macd_agree,60m,5m,SENSEX,0.5
3546.6667,-72.6553,17.6602,10.6243,52.2641,monthly_series,52.94,149.5502,1640.0,18.8825,-99.9867,9,ema_macd_agree,60m,10m,NIFTY,0.6667
1746.1111,-70.3988,6.4587,-1.7644,32.5528,monthly_series,30.51,158.0537,865.0,9.7707,-99.998,18,ema_macd_agree,60m,10m,SENSEX,0.6667
3579.0,-63.9889,5.7369,-3.2031,57.5826,monthly_series,62.5,149.5619,1552.5,6.2965,-99.9944,10,ema_macd_agree,60m,15m,NIFTY,0.5
1968.75,-59.0996,2.1957,-6.192,31.5991,monthly_series,41.38,144.127,900.0,7.4714,-99.998,24,ema_macd_agree,60m,15m,SENSEX,0.5833
7530.0,-99.9907,-20.0921,-44.2159,11.5588,monthly_series,33.33,17.3235,8400.0,-47.0964,-99.9944,4,ema_macd_agree,60m,30m,NIFTY,0.5
2165.0,-73.1444,-9.9576,-6.8256,26.3338,monthly_series,39.13,80.3803,990.0,5.2041,-99.998,18,ema_macd_agree,60m,30m,SENSEX,0.6667
3541.9091,-99.0532,25.2797,27.1565,55.2031,monthly_series,64.71,191.6225,2106.0,13.4548,-99.9946,11,ema_macd_agree,60m,3m,NIFTY,0.8182
2287.2188,-57.7705,3.7011,-0.4837,33.8884,monthly_series,48.48,172.1161,988.5,10.7278,-99.9986,32,ema_macd_agree,60m,3m,SENSEX,0.625
3123.0,-58.9962,20.6124,19.7965,39.4947,monthly_series,50.0,144.4495,1752.5,14.9034,-98.1809,10,ema_macd_agree,60m,5m,NIFTY,0.8
2153.4615,-66.6873,9.105,6.4688,33.4211,monthly_series,38.81,191.0163,830.0,11.1006,-99.9966,26,ema_macd_agree,60m,5m,SENSEX,0.7308
70.0455,-29.3832,6.5423,0.5989,9.4172,weekly_expiry_day,28.21,10.0,21.5,10.0,-99.9508,22,ema_macd_agree,60m,1m,NIFTY,0.7727
98.7561,-7.2915,12.3912,3.4479,9.6437,weekly_expiry_day,25.79,10.0,50.0,10.0,-19.7487,41,ema_macd_agree,60m,1m,SENSEX,0.6341
79.3636,-27.8995,1.6621,-10.6725,10.0,weekly_expiry_day,33.33,10.0,66.0,-0.0187,-99.6904,11,ema_macd_agree,60m,3m,NIFTY,0.4545
87.6522,-6.1073,6.441,2.0999,9.6231,weekly_expiry_day,31.94,10.0,39.0,5.4771,-18.7316,23,ema_macd_agree,60m,3m,SENSEX,0.5217
111.25,-9.8117,-0.0118,-4.8588,10.0,weekly_expiry_day,23.53,10.0,102.5,-3.001,-23.4332,4,ema_macd_agree,60m,5m,NIFTY,0.25
82.3333,-6.7611,-2.253,-1.0348,7.5546,weekly_expiry_day,41.67,10.0,65.0,-0.7467,-21.1212,15,ema_macd_agree,60m,5m,SENSEX,0.4
981.6,-67.0673,2.5606,-5.9049,34.87,weekly_series,36.23,196.7389,540.0,5.4945,-99.9803,25,ema_macd_agree,60m,10m,NIFTY,0.6
941.7391,-59.3297,-4.3219,-4.1415,25.2922,weekly_series,43.4,92.1124,460.0,7.1968,-99.9979,69,ema_macd_agree,60m,10m,SENSEX,0.6522
793.8462,-67.4366,16.3843,9.0277,37.1987,weekly_series,47.27,172.3831,390.0,10.2892,-99.9938,26,ema_macd_agree,60m,15m,NIFTY,0.7308
965.6897,-60.2276,-4.5633,-6.3448,24.2374,weekly_series,46.03,84.4385,675.0,10.3223,-99.9979,58,ema_macd_agree,60m,15m,SENSEX,0.6379
922.0,-60.5203,-3.3623,-22.4768,10.8112,weekly_series,51.72,33.2606,360.0,0.7912,-99.9938,15,ema_macd_agree,60m,30m,NIFTY,0.5333
1048.0645,-59.0412,-14.1731,-16.4422,28.9969,weekly_series,40.79,88.6329,960.0,-0.7659,-99.9963,31,ema_macd_agree,60m,30m,SENSEX,0.4839
1101.7895,-76.4403,-6.2454,-10.9005,27.331,weekly_series,57.58,194.6341,666.0,8.9252,-99.9944,57,ema_macd_agree,60m,3m,NIFTY,0.6316
1037.4153,-66.2674,-8.3736,-9.2299,22.2909,weekly_series,51.3,100.7797,546.0,7.4892,-99.9972,118,ema_macd_agree,60m,3m,SENSEX,0.6441
1012.7778,-77.2242,-1.7383,-0.8594,28.5117,weekly_series,37.5,114.8905,632.5,13.7951,-99.9829,36,ema_macd_agree,60m,5m,NIFTY,0.7222
1186.2346,-70.1708,-12.5824,-10.8661,25.9028,weekly_series,39.32,142.4583,610.0,5.1551,-99.9963,81,ema_macd_agree,60m,5m,SENSEX,0.6173
153.0,-51.03,-4.6807,-16.3172,6.8246,monthly_expiry_day,25.0,10.0,129.0,0.4739,-99.9521,5,ema_alignment,120m,1m,NIFTY,0.6
167.3333,-29.7206,1.9016,-13.9376,8.1585,monthly_expiry_day,28.57,10.0,154.0,-3.9899,-99.9858,12,ema_alignment,120m,1m,SENSEX,0.4167
180.0,0.0,-1.5431,5.08,5.08,monthly_expiry_day,33.33,10.0,180.0,5.08,0.16,2,ema_alignment,120m,3m,NIFTY,1.0
99.6,-11.644,-3.6793,-0.6006,6.7617,monthly_expiry_day,29.41,10.0,63.0,0.285,-12.8432,5,ema_alignment,120m,3m,SENSEX,0.6
155.0,-0.2588,0.1402,4.8706,10.0,monthly_expiry_day,50.0,10.0,155.0,4.8706,-0.2588,2,ema_alignment,120m,5m,NIFTY,0.5
170.0,0.0,22.1663,0.285,0.285,monthly_expiry_day,11.11,0.285,170.0,0.285,0.285,1,ema_alignment,120m,5m,SENSEX,1.0
2704.4444,-72.6577,17.6594,10.6235,52.2641,monthly_series,52.94,149.5502,1640.0,18.8825,-99.9941,9,ema_alignment,120m,10m,NIFTY,0.6667
