variant_key,group_name,indicator,timeframe,exit_name,expiry_day_only,score,opportunities,win_rate,avg_return_pct,median_return_pct,avg_win_return_pct,avg_loss_return_pct,max_realized_return_pct,avg_holding_minutes,median_holding_minutes,avg_max_possible_return_pct,max_possible_return_pct
monthly_series|series|10m|rsi_50_cross|target_30pct,monthly_series,rsi_50_cross,10m,target_30pct,False,40.839444,72,0.6389,-7.7537,30.0,29.3412,-73.383,30.0,3290.9722,1385.0,95.8743,826.7511
monthly_series|series|10m|rsi_50_cross|trail_after_20pct_dd10pct,monthly_series,rsi_50_cross,10m,trail_after_20pct_dd10pct,False,10.658915,86,0.6628,-4.039,8.6943,29.2643,-69.4973,184.0888,2827.093,1315.0,89.1834,826.7511
monthly_series|series|10m|rsi_50_cross|trail_after_30pct_dd15pct,monthly_series,rsi_50_cross,10m,trail_after_30pct_dd15pct,False,5.901488,69,0.5797,-7.4411,8.9544,36.0814,-67.4721,165.9869,3600.1449,2000.0,99.551,826.7511
monthly_series|series|15m|rsi_50_cross|target_30pct,monthly_series,rsi_50_cross,15m,target_30pct,False,44.825226,75,0.6533,-5.3915,30.0,29.7111,-71.5463,30.0,3067.2,1035.0,112.1308,798.8571
monthly_series|series|15m|rsi_50_cross|trail_after_20pct_dd10pct,monthly_series,rsi_50_cross,15m,trail_after_20pct_dd10pct,False,19.082407,91,0.6703,-0.6617,10.9342,30.9722,-64.9838,177.4026,2588.7363,1065.0,102.5365,798.8571
monthly_series|series|15m|rsi_50_cross|trail_after_30pct_dd15pct,monthly_series,rsi_50_cross,15m,trail_after_30pct_dd15pct,False,15.533059,75,0.6,-1.2605,10.8034,41.3882,-65.2336,234.7928,3238.0,1665.0,112.8062,798.8571
monthly_series|series|30m|rsi_50_cross|target_30pct,monthly_series,rsi_50_cross,30m,target_30pct,False,40.393739,69,0.6377,-7.7263,30.0,29.2132,-72.7399,30.0,2895.2174,870.0,89.9997,542.0408
monthly_series|series|30m|rsi_50_cross|trail_after_20pct_dd10pct,monthly_series,rsi_50_cross,30m,trail_after_20pct_dd10pct,False,14.858015,83,0.6506,-1.7591,9.7631,30.4625,-61.7578,182.7206,2444.0964,1050.0,97.7354,542.0408
monthly_series|series|30m|rsi_50_cross|trail_after_30pct_dd15pct,monthly_series,rsi_50_cross,30m,trail_after_30pct_dd15pct,False,16.770705,65,0.5846,-3.466,13.7227,43.3146,-69.3053,174.0126,3345.2308,1740.0,93.7636,542.0408
monthly_series|series|3m|roc_zero|target_30pct,monthly_series,roc_zero,3m,target_30pct,False,43.801311,76,0.6711,-7.4362,30.0,27.5676,-78.844,30.0,3516.9079,1716.0,79.4701,475.3146
monthly_series|series|3m|roc_zero|trail_after_20pct_dd10pct,monthly_series,roc_zero,3m,trail_after_20pct_dd10pct,False,12.604881,86,0.6628,-1.3243,7.9802,31.8728,-66.5737,203.6577,3115.3605,1378.5,74.3314,475.3146
monthly_series|series|3m|roc_zero|trail_after_30pct_dd15pct,monthly_series,roc_zero,3m,trail_after_30pct_dd15pct,False,14.427722,70,0.6,-1.8352,10.6253,43.3126,-69.5569,203.6577,3841.7143,2046.0,79.0118,475.3146
monthly_series|series|5m|roc_zero|target_30pct,monthly_series,roc_zero,5m,target_30pct,False,39.832226,72,0.6389,-8.6723,30.0,28.3747,-74.217,30.0,3688.4028,1880.0,74.8755,471.2016
monthly_series|series|5m|roc_zero|trail_after_20pct_dd10pct,monthly_series,roc_zero,5m,trail_after_20pct_dd10pct,False,10.986433,86,0.6395,-2.8138,8.2873,31.4111,-63.5355,199.4964,3096.686,1307.5,73.4918,471.2016
monthly_series|series|5m|roc_zero|trail_after_30pct_dd15pct,monthly_series,roc_zero,5m,trail_after_30pct_dd15pct,False,11.941483,67,0.5821,-4.6927,11.2315,41.2651,-68.7054,183.7265,3999.8507,2400.0,77.2184,471.2016
monthly_series|series|10m|roc_zero|target_30pct,monthly_series,roc_zero,10m,target_30pct,False,37.399076,69,0.6232,-9.6867,30.0,29.297,-74.1599,30.0,3728.1159,2100.0,73.2621,494.2735
monthly_series|series|10m|roc_zero|trail_after_20pct_dd10pct,monthly_series,roc_zero,10m,trail_after_20pct_dd10pct,False,10.827744,84,0.619,-4.0019,9.2302,32.8937,-63.9574,181.8589,3093.8095,1345.0,68.8483,494.2735
monthly_series|series|10m|roc_zero|trail_after_30pct_dd15pct,monthly_series,roc_zero,10m,trail_after_30pct_dd15pct,False,9.701447,66,0.5455,-6.3671,11.2942,43.644,-66.3805,181.8589,3985.1515,2180.0,76.7058,494.2735
monthly_series|series|15m|roc_zero|target_30pct,monthly_series,roc_zero,15m,target_30pct,False,44.404449,76,0.6579,-6.1549,30.0,28.9713,-73.7052,30.0,3335.5263,1372.5,111.5868,946.9218
monthly_series|series|15m|roc_zero|trail_after_20pct_dd10pct,monthly_series,roc_zero,15m,trail_after_20pct_dd10pct,False,21.255541,92,0.6739,2.3896,10.0048,35.8374,-66.7361,208.3662,2779.8913,1222.5,105.8426,946.9218
monthly_series|series|15m|roc_zero|trail_after_30pct_dd15pct,monthly_series,roc_zero,15m,trail_after_30pct_dd15pct,False,16.51406,72,0.5556,-0.0598,11.586,51.9771,-65.106,344.1909,3619.1667,1942.5,115.8043,946.9218
monthly_series|series|30m|roc_zero|target_30pct,monthly_series,roc_zero,30m,target_30pct,False,35.82884,68,0.6176,-10.7466,30.0,27.8818,-73.1462,30.0,3568.6765,1305.0,93.3281,926.2353
monthly_series|series|30m|roc_zero|trail_after_20pct_dd10pct,monthly_series,roc_zero,30m,trail_after_20pct_dd10pct,False,8.724471,84,0.631,-6.2007,9.3208,27.7207,-64.1953,181.8915,2881.7857,1185.0,89.072,926.2353
monthly_series|series|30m|roc_zero|trail_after_30pct_dd15pct,monthly_series,roc_zero,30m,trail_after_30pct_dd15pct,False,10.071745,68,0.6029,-4.4114,9.5167,40.308,-72.3186,333.4008,3659.1176,1935.0,94.3902,926.2353
monthly_series|series|3m|ema_9_21_cross|target_30pct,monthly_series,ema_9_21_cross,3m,target_30pct,False,35.863044,68,0.6176,-10.7139,30.0,28.6313,-74.2715,30.0,3734.1618,1882.5,85.8188,480.6263
monthly_series|series|3m|ema_9_21_cross|trail_after_20pct_dd10pct,monthly_series,ema_9_21_cross,3m,trail_after_20pct_dd10pct,False,14.91178,88,0.6477,-1.8945,9.8115,31.4921,-63.2826,191.5452,2898.375,1348.5,73.8414,480.6263
monthly_series|series|3m|ema_9_21_cross|trail_after_30pct_dd15pct,monthly_series,ema_9_21_cross,3m,trail_after_30pct_dd15pct,False,12.510953,67,0.5672,-5.2808,12.233,42.7067,-68.161,191.5452,3876.9851,2157.0,86.9484,480.6263
monthly_series|series|5m|ema_9_21_cross|target_30pct,monthly_series,ema_9_21_cross,5m,target_30pct,False,45.080469,76,0.6711,-6.3392,30.0,27.9577,-76.3048,30.0,3158.4211,1092.5,124.1381,1008.2343
monthly_series|series|5m|ema_9_21_cross|trail_after_20pct_dd10pct,monthly_series,ema_9_21_cross,5m,trail_after_20pct_dd10pct,False,18.631342,89,0.6629,-0.7716,10.9244,31.9612,-65.1459,187.8505,2749.4382,1105.0,113.4742,1008.2343
monthly_series|series|5m|ema_9_21_cross|trail_after_30pct_dd15pct,monthly_series,ema_9_21_cross,5m,trail_after_30pct_dd15pct,False,18.602949,75,0.6133,-3.6614,14.1143,36.8571,-67.9322,180.1105,3336.8,1845.0,125.7686,1008.2343
monthly_series|series|10m|ema_9_21_cross|target_30pct,monthly_series,ema_9_21_cross,10m,target_30pct,False,40.114129,72,0.6389,-8.4152,30.0,28.3593,-73.4778,30.0,3209.3056,1100.0,109.5828,795.6584
monthly_series|series|10m|ema_9_21_cross|trail_after_20pct_dd10pct,monthly_series,ema_9_21_cross,10m,trail_after_20pct_dd10pct,False,17.494725,91,0.6593,-2.8243,11.6634,29.1186,-64.6494,184.4075,2494.3956,960.0,100.4545,795.6584
monthly_series|series|10m|ema_9_21_cross|trail_after_30pct_dd15pct,monthly_series,ema_9_21_cross,10m,trail_after_30pct_dd15pct,False,13.896762,77,0.6364,-4.1958,11.1508,32.9785,-69.2508,166.0586,3053.2468,1510.0,107.3406,795.6584
monthly_series|series|15m|ema_9_21_cross|target_30pct,monthly_series,ema_9_21_cross,15m,target_30pct,False,34.432426,65,0.6,-10.7565,30.0,30.0,-71.8913,30.0,3456.9231,1485.0,92.5273,606.371
monthly_series|series|15m|ema_9_21_cross|trail_after_20pct_dd10pct,monthly_series,ema_9_21_cross,15m,trail_after_20pct_dd10pct,False,5.828415,79,0.6076,-6.8656,8.2255,29.4067,-63.0291,149.5619,2838.038,1155.0,88.3599,606.371
monthly_series|series|15m|ema_9_21_cross|trail_after_30pct_dd15pct,monthly_series,ema_9_21_cross,15m,trail_after_30pct_dd15pct,False,4.220541,65,0.5385,-5.3203,6.6647,46.0794,-65.2866,324.8016,3647.3077,1935.0,93.0833,606.371
monthly_series|series|30m|ema_9_21_cross|target_30pct,monthly_series,ema_9_21_cross,30m,target_30pct,False,40.535995,59,0.661,-7.5549,30.0,28.3462,-77.5623,30.0,2841.3559,1380.0,82.4889,458.1395
monthly_series|series|30m|ema_9_21_cross|trail_after_20pct_dd10pct,monthly_series,ema_9_21_cross,30m,trail_after_20pct_dd10pct,False,7.797887,66,0.6212,-6.113,9.0511,30.5787,-66.2874,101.1277,2525.0,1035.0,80.2378,458.1395
monthly_series|series|30m|ema_9_21_cross|trail_after_30pct_dd15pct,monthly_series,ema_9_21_cross,30m,trail_after_30pct_dd15pct,False,0.7368,59,0.5763,-9.1516,6.6215,34.2739,-68.2101,143.6941,3118.9831,1620.0,82.3307,458.1395
monthly_series|series|3m|cci_zero|target_30pct,monthly_series,cci_zero,3m,target_30pct,False,39.034319,71,0.6338,-8.9978,30.0,28.2579,-73.479,30.0,3690.2958,2058.0,75.4465,473.7982
monthly_series|series|3m|cci_zero|trail_after_20pct_dd10pct,monthly_series,cci_zero,3m,trail_after_20pct_dd10pct,False,9.518702,85,0.6235,-3.0472,7.7437,31.9949,-61.0857,198.913,3104.2235,1338.0,71.2299,473.7982
monthly_series|series|3m|cci_zero|trail_after_30pct_dd15pct,monthly_series,cci_zero,3m,trail_after_30pct_dd15pct,False,12.183832,68,0.5882,-4.2925,11.0152,40.9552,-68.932,198.913,3900.7059,2358.0,77.482,473.7982
monthly_series|series|5m|cci_zero|target_30pct,monthly_series,cci_zero,5m,target_30pct,False,38.114488,69,0.6377,-9.8295,30.0,28.0518,-76.5006,30.0,3750.1449,2335.0,82.9745,473.4377
monthly_series|series|5m|cci_zero|trail_after_20pct_dd10pct,monthly_series,cci_zero,5m,trail_after_20pct_dd10pct,False,9.586968,90,0.6444,-3.5384,7.8558,29.6773,-63.742,199.4964,2897.7778,1150.0,70.9015,473.4377
monthly_series|series|5m|cci_zero|trail_after_30pct_dd15pct,monthly_series,cci_zero,5m,trail_after_30pct_dd15pct,False,8.531164,65,0.5538,-5.274,9.6441,44.7782,-67.4077,183.7265,4060.3846,2420.0,86.1477,473.4377
monthly_series|series|10m|cci_zero|target_30pct,monthly_series,cci_zero,10m,target_30pct,False,46.630525,77,0.6753,-5.3763,30.0,28.5333,-75.9081,30.0,3156.1039,1170.0,123.5256,960.5984
monthly_series|series|10m|cci_zero|trail_after_20pct_dd10pct,monthly_series,cci_zero,10m,trail_after_20pct_dd10pct,False,17.749132,90,0.7,-0.89,9.9618,29.9112,-72.7597,189.3697,2763.0,1000.0,114.2408,960.5984
monthly_series|series|10m|cci_zero|trail_after_30pct_dd15pct,monthly_series,cci_zero,10m,trail_after_30pct_dd15pct,False,16.246144,77,0.6104,-2.6662,11.9593,37.8686,-66.1706,170.9313,3280.0,1540.0,127.1952,960.5984
monthly_series|series|15m|cci_zero|target_30pct,monthly_series,cci_zero,15m,target_30pct,False,38.05057,68,0.6324,-9.4739,30.0,28.9178,-75.5077,30.0,3535.1471,1252.5,119.2218,940.8602
monthly_series|series|15m|cci_zero|trail_after_20pct_dd10pct,monthly_series,cci_zero,15m,trail_after_20pct_dd10pct,False,10.311333,78,0.6282,-4.6249,9.3442,33.31,-68.7218,185.2183,3145.5769,1357.5,112.2942,940.8602
monthly_series|series|15m|cci_zero|trail_after_30pct_dd15pct,monthly_series,cci_zero,15m,trail_after_30pct_dd15pct,False,10.848692,66,0.5606,-4.0403,10.3643,46.4043,-68.4006,339.6304,3800.2273,1950.0,120.8536,940.8602
monthly_series|series|30m|cci_zero|target_30pct,monthly_series,cci_zero,30m,target_30pct,False,30.05703,61,0.5738,-13.2695,30.0,29.7392,-71.1658,30.0,3622.1311,1740.0,91.3065,640.4531
monthly_series|series|30m|cci_zero|trail_after_20pct_dd10pct,monthly_series,cci_zero,30m,trail_after_20pct_dd10pct,False,1.504051,70,0.6143,-9.6993,7.4235,28.9084,-71.1857,166.4133,3173.5714,1455.0,84.3156,640.4531
monthly_series|series|30m|cci_zero|trail_after_30pct_dd15pct,monthly_series,cci_zero,30m,trail_after_30pct_dd15pct,False,-2.011065,61,0.541,-9.7576,5.0039,39.6639,-68.0042,166.4133,3780.0,2070.0,92.069,640.4531
monthly_series|series|3m|adx_di_cross|target_30pct,monthly_series,adx_di_cross,3m,target_30pct,False,38.17235,52,0.6346,-7.1238,30.0,29.1091,-70.0545,30.0,2890.2692,1312.5,120.3104,897.2367
monthly_series|series|3m|adx_di_cross|trail_after_20pct_dd10pct,monthly_series,adx_di_cross,3m,trail_after_20pct_dd10pct,False,12.445639,61,0.6557,-1.2177,8.4768,30.2901,-61.2325,176.6187,2358.8852,951.0,107.2316,897.2367
monthly_series|series|3m|adx_di_cross|trail_after_30pct_dd15pct,monthly_series,adx_di_cross,3m,trail_after_30pct_dd15pct,False,9.595032,49,0.5918,-5.9432,10.8696,35.6259,-66.2185,158.9928,3141.9796,1668.0,125.9949,897.2367
monthly_series|series|5m|adx_di_cross|target_30pct,monthly_series,adx_di_cross,5m,target_30pct,False,22.574679,46,0.5652,-14.0995,26.6895,27.4909,-68.1671,30.0,3442.2826,1835.0,60.0449,335.586
monthly_series|series|5m|adx_di_cross|trail_after_20pct_dd10pct,monthly_series,adx_di_cross,5m,trail_after_20pct_dd10pct,False,11.955391,61,0.6557,-0.0521,7.3978,28.157,-53.7838,156.6667,2395.6557,1120.0,67.4425,335.586
monthly_series|series|5m|adx_di_cross|trail_after_30pct_dd15pct,monthly_series,adx_di_cross,5m,trail_after_30pct_dd15pct,False,3.131654,45,0.5556,-8.5103,8.1272,38.6642,-67.4784,140.0,3550.7778,1910.0,64.643,335.586
monthly_series|series|10m|adx_di_cross|target_30pct,monthly_series,adx_di_cross,10m,target_30pct,False,26.702666,37,0.5946,-14.1357,30.0,26.9334,-74.3704,30.0,3046.2162,1670.0,52.9125,231.581
monthly_series|series|10m|adx_di_cross|trail_after_20pct_dd10pct,monthly_series,adx_di_cross,10m,trail_after_20pct_dd10pct,False,0.430145,39,0.6667,-11.901,8.2255,17.4506,-70.6043,82.8598,2515.641,1390.0,53.0712,231.581
monthly_series|series|10m|adx_di_cross|trail_after_30pct_dd15pct,monthly_series,adx_di_cross,10m,trail_after_30pct_dd15pct,False,-3.814877,37,0.6216,-13.6391,6.2808,22.7675,-73.4501,94.572,2858.1081,1680.0,54.5661,231.581
monthly_series|series|15m|adx_di_cross|target_30pct,monthly_series,adx_di_cross,15m,target_30pct,False,39.999956,33,0.6667,-2.4654,30.0,28.4422,-64.2805,30.0,3002.7273,1575.0,74.4934,362.4
monthly_series|series|15m|adx_di_cross|trail_after_20pct_dd10pct,monthly_series,adx_di_cross,15m,trail_after_20pct_dd10pct,False,0.438745,34,0.5882,-5.348,3.915,28.0697,-53.0876,82.8598,2730.4412,1027.5,72.5436,362.4
monthly_series|series|15m|adx_di_cross|trail_after_30pct_dd15pct,monthly_series,adx_di_cross,15m,trail_after_30pct_dd15pct,False,5.228306,32,0.5625,-5.0697,7.8103,32.5103,-53.3869,74.8328,3092.8125,1762.5,75.4362,362.4
monthly_series|series|30m|adx_di_cross|target_30pct,monthly_series,adx_di_cross,30m,target_30pct,False,-1.738757,20,0.5,-14.3535,7.6653,28.6142,-57.3212,30.0,3010.5,1395.0,67.1255,393.0069
monthly_series|series|30m|adx_di_cross|trail_after_20pct_dd10pct,monthly_series,adx_di_cross,30m,trail_after_20pct_dd10pct,False,-4.403614,21,0.5714,-13.5159,4.8552,17.3051,-54.6107,53.4,2174.2857,990.0,65.5164,393.0069
monthly_series|series|30m|adx_di_cross|trail_after_30pct_dd15pct,monthly_series,adx_di_cross,30m,trail_after_30pct_dd15pct,False,-13.011631,20,0.4,-21.8783,-3.2219,22.7935,-51.6596,43.3842,3102.0,1560.0,67.1255,393.0069
weekly_expiry_day|expiry_day|1m|macd_zero|target_10pct,weekly_expiry_day,macd_zero,1m,target_10pct,True,11.320387,237,0.7342,-7.956,10.0,9.7903,-56.9695,10.0,77.6582,20.0,64.2654,1732.7273
weekly_expiry_day|expiry_day|1m|macd_zero|target_20pct,weekly_expiry_day,macd_zero,1m,target_20pct,True,16.585522,179,0.5866,-16.3883,20.0,18.2725,-65.5692,20.0,131.6872,91.0,77.8734,1732.7273
weekly_expiry_day|expiry_day|1m|macd_zero|trail_after_10pct_dd5pct,weekly_expiry_day,macd_zero,1m,trail_after_10pct_dd5pct,True,-2.745299,237,0.6329,-8.181,4.1329,12.0268,-43.0221,64.8699,81.3713,23.0,64.2564,1732.7273
weekly_expiry_day|expiry_day|3m|macd_zero|target_10pct,weekly_expiry_day,macd_zero,3m,target_10pct,True,9.841354,105,0.6476,-6.8533,10.0,9.8763,-37.5997,10.0,70.4571,33.0,62.8809,1114.4578
weekly_expiry_day|expiry_day|3m|macd_zero|target_20pct,weekly_expiry_day,macd_zero,3m,target_20pct,True,-15.171343,95,0.4947,-16.7694,-0.0187,18.0261,-50.8399,20.0,107.9053,96.0,64.0547,1114.4578
weekly_expiry_day|expiry_day|3m|macd_zero|trail_after_10pct_dd5pct,weekly_expiry_day,macd_zero,3m,trail_after_10pct_dd5pct,True,-7.587459,105,0.4952,-8.2139,0.0,13.2905,-29.3126,63.6995,74.7429,39.0,62.8809,1114.4578
weekly_expiry_day|expiry_day|5m|macd_zero|target_10pct,weekly_expiry_day,macd_zero,5m,target_10pct,True,15.039678,53,0.6604,-0.7272,10.0,9.1847,-20.0005,10.0,57.9245,25.0,63.7916,850.9434
weekly_expiry_day|expiry_day|5m|macd_zero|target_20pct,weekly_expiry_day,macd_zero,5m,target_20pct,True,6.678183,53,0.6038,-1.7261,5.7719,16.152,-28.9688,20.0,72.0755,65.0,63.7916,850.9434
weekly_expiry_day|expiry_day|5m|macd_zero|trail_after_10pct_dd5pct,weekly_expiry_day,macd_zero,5m,trail_after_10pct_dd5pct,True,1.031759,53,0.4717,2.1504,-0.5197,22.5191,-16.036,211.8527,63.3962,40.0,63.7916,850.9434
weekly_expiry_day|expiry_day|10m|macd_zero|target_10pct,weekly_expiry_day,macd_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|macd_zero|target_20pct,weekly_expiry_day,macd_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|macd_zero|trail_after_10pct_dd5pct,weekly_expiry_day,macd_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|macd_zero|target_10pct,weekly_expiry_day,macd_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|macd_zero|target_20pct,weekly_expiry_day,macd_zero,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|macd_zero|trail_after_10pct_dd5pct,weekly_expiry_day,macd_zero,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|1m|rsi_50_cross|target_10pct,weekly_expiry_day,rsi_50_cross,1m,target_10pct,True,10.113702,338,0.7367,-9.109,10.0,9.9322,-62.3814,10.0,83.142,15.0,87.5863,1186.6242
weekly_expiry_day|expiry_day|1m|rsi_50_cross|target_20pct,weekly_expiry_day,rsi_50_cross,1m,target_20pct,True,24.156495,229,0.6332,-12.4617,20.0,19.1406,-67.0134,20.0,133.1659,67.0,103.8787,1186.6242
weekly_expiry_day|expiry_day|1m|rsi_50_cross|trail_after_10pct_dd5pct,weekly_expiry_day,rsi_50_cross,1m,trail_after_10pct_dd5pct,True,-4.921141,339,0.6283,-9.5876,4.1522,11.2549,-44.8214,51.6192,85.5192,18.0,87.363,1186.6242
weekly_expiry_day|expiry_day|3m|rsi_50_cross|target_10pct,weekly_expiry_day,rsi_50_cross,3m,target_10pct,True,3.31114,192,0.6875,-12.7121,10.0,9.7188,-62.0602,10.0,90.8281,30.0,72.7062,1580.0
weekly_expiry_day|expiry_day|3m|rsi_50_cross|target_20pct,weekly_expiry_day,rsi_50_cross,3m,target_20pct,True,-17.264238,143,0.5315,-22.5329,4.1288,17.8729,-68.3663,20.0,143.2867,135.0,74.8235,1580.0
weekly_expiry_day|expiry_day|3m|rsi_50_cross|trail_after_10pct_dd5pct,weekly_expiry_day,rsi_50_cross,3m,trail_after_10pct_dd5pct,True,-11.920814,192,0.5521,-11.9031,1.0974,15.7543,-45.9925,114.177,94.9531,39.0,72.7062,1580.0
weekly_expiry_day|expiry_day|5m|rsi_50_cross|target_10pct,weekly_expiry_day,rsi_50_cross,5m,target_10pct,True,11.285199,138,0.7029,-6.8658,10.0,9.7114,-46.0852,10.0,65.7971,20.0,66.598,1300.0
weekly_expiry_day|expiry_day|5m|rsi_50_cross|target_20pct,weekly_expiry_day,rsi_50_cross,5m,target_20pct,True,21.271287,114,0.6053,-11.4846,20.0,17.5951,-56.0735,20.0,103.8596,77.5,73.4272,1300.0
weekly_expiry_day|expiry_day|5m|rsi_50_cross|trail_after_10pct_dd5pct,weekly_expiry_day,rsi_50_cross,5m,trail_after_10pct_dd5pct,True,-4.015386,138,0.5072,-5.158,0.7647,21.1693,-32.2597,211.8527,70.4348,25.0,66.598,1300.0
weekly_expiry_day|expiry_day|10m|rsi_50_cross|target_10pct,weekly_expiry_day,rsi_50_cross,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|rsi_50_cross|target_20pct,weekly_expiry_day,rsi_50_cross,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|rsi_50_cross|trail_after_10pct_dd5pct,weekly_expiry_day,rsi_50_cross,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|rsi_50_cross|target_10pct,weekly_expiry_day,rsi_50_cross,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|rsi_50_cross|target_20pct,weekly_expiry_day,rsi_50_cross,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|rsi_50_cross|trail_after_10pct_dd5pct,weekly_expiry_day,rsi_50_cross,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|1m|roc_zero|target_10pct,weekly_expiry_day,roc_zero,1m,target_10pct,True,8.690455,359,0.7409,-10.0181,10.0,9.6598,-66.3014,10.0,91.5265,15.0,88.9692,1569.4215
weekly_expiry_day|expiry_day|1m|roc_zero|target_20pct,weekly_expiry_day,roc_zero,1m,target_20pct,True,22.153025,241,0.6224,-13.7888,20.0,18.9429,-67.7423,20.0,143.6515,68.0,108.3067,1569.4215
weekly_expiry_day|expiry_day|1m|roc_zero|trail_after_10pct_dd5pct,weekly_expiry_day,roc_zero,1m,trail_after_10pct_dd5pct,True,-4.574438,352,0.6392,-9.7921,4.4949,12.6943,-49.6304,124.6154,95.6278,20.0,90.2323,1569.4215
weekly_expiry_day|expiry_day|3m|roc_zero|target_10pct,weekly_expiry_day,roc_zero,3m,target_10pct,True,12.238703,302,0.7384,-7.7479,10.0,9.767,-57.1887,10.0,77.2848,15.0,81.2561,1555.7377
weekly_expiry_day|expiry_day|3m|roc_zero|target_20pct,weekly_expiry_day,roc_zero,3m,target_20pct,True,21.762998,210,0.6095,-13.3206,20.0,18.9682,-63.7225,20.0,128.4286,58.5,92.9504,1555.7377
weekly_expiry_day|expiry_day|3m|roc_zero|trail_after_10pct_dd5pct,weekly_expiry_day,roc_zero,3m,trail_after_10pct_dd5pct,True,-4.276013,302,0.5728,-7.0124,2.4974,15.7995,-37.605,137.7049,80.394,21.0,81.4095,1555.7377
weekly_expiry_day|expiry_day|5m|roc_zero|target_10pct,weekly_expiry_day,roc_zero,5m,target_10pct,True,6.01147,218,0.6881,-10.9472,10.0,9.8953,-56.9234,10.0,87.6606,30.0,70.6969,1668.4211
weekly_expiry_day|expiry_day|5m|roc_zero|target_20pct,weekly_expiry_day,roc_zero,5m,target_20pct,True,-1.6394,165,0.5515,-18.58,11.4175,18.4158,-64.075,20.0,139.3333,125.0,79.037,1668.4211
weekly_expiry_day|expiry_day|5m|roc_zero|trail_after_10pct_dd5pct,weekly_expiry_day,roc_zero,5m,trail_after_10pct_dd5pct,True,-9.790922,217,0.47,-9.6721,0.0,21.8544,-37.6347,444.4444,91.9816,35.0,71.0283,1668.4211
weekly_expiry_day|expiry_day|10m|roc_zero|target_10pct,weekly_expiry_day,roc_zero,10m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|roc_zero|target_20pct,weekly_expiry_day,roc_zero,10m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|10m|roc_zero|trail_after_10pct_dd5pct,weekly_expiry_day,roc_zero,10m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|roc_zero|target_10pct,weekly_expiry_day,roc_zero,15m,target_10pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|roc_zero|target_20pct,weekly_expiry_day,roc_zero,15m,target_20pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|15m|roc_zero|trail_after_10pct_dd5pct,weekly_expiry_day,roc_zero,15m,trail_after_10pct_dd5pct,True,-inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekly_expiry_day|expiry_day|1m|ema_9_21_cross|target_10pct,weekly_expiry_day,ema_9_21_cross,1m,target_10pct,True,11.924617,275,0.7418,-7.8496,10.0,9.8001,-58.5612,10.0,77.2764,19.0,73.4453,1192.3077
weekly_expiry_day|expiry_day|1m|ema_9_21_cross|target_20pct,weekly_expiry_day,ema_9_21_cross,1m,target_20pct,True,20.935987,199,0.608,-13.7523,20.0,18.8103,-64.266,20.0,131.4975,69.0,86.3572,1192.3077
