avg_entry_macd_pct,avg_holding_minutes,avg_loss_return_pct,avg_max_possible_return_pct,avg_return_pct,avg_win_return_pct,cross_location,exit_name,expiry_day_only,group_name,max_possible_return_pct,max_realized_return_pct,median_entry_macd_pct,median_holding_minutes,median_return_pct,opportunities,score,timeframe,variant_key,win_rate
0.1695,1088.3333,-1.868,93.6877,29.6975,36.0106,zero_straddle,trail_after_30pct_dd15pct,False,weekly_series,234.1875,84.58,0.0883,1010.0,26.6566,6,46.182935,5m,weekly_series|series|5m|trail_after_30pct_dd15pct|zero_straddle,0.8333
-21.2211,952.303,-69.8958,100.7651,-4.7735,29.5967,below_zero,trail_after_20pct_dd10pct,False,weekly_series,721.3063,222.4474,-7.3489,410.0,9.501,165,3.132669,10m,weekly_series|series|10m|trail_after_20pct_dd10pct|below_zero,0.6545
3.8105,1113.4146,-61.4973,78.958,3.0123,38.9417,above_zero,trail_after_20pct_dd10pct,False,weekly_series,481.4318,256.8667,3.5563,660.0,7.28,123,14.611516,10m,weekly_series|series|10m|trail_after_20pct_dd10pct|above_zero,0.6423
0.6288,710.0,-14.4033,154.7916,6.1503,13.0015,zero_straddle,trail_after_20pct_dd10pct,False,weekly_series,356.5146,16.1257,0.7199,240.0,11.4394,4,9.977638,10m,weekly_series|series|10m|trail_after_20pct_dd10pct|zero_straddle,0.75
-21.7563,1152.7778,-71.7643,93.5557,-4.7436,35.7342,below_zero,trail_after_30pct_dd15pct,False,weekly_series,721.3063,222.4474,-7.4007,620.0,9.9988,162,3.663017,10m,weekly_series|series|10m|trail_after_30pct_dd15pct|below_zero,0.6235
3.7885,1360.3409,-76.3334,91.603,8.9001,50.7945,above_zero,trail_after_30pct_dd15pct,False,weekly_series,507.5269,256.8667,3.4553,920.0,14.8131,88,33.904393,10m,weekly_series|series|10m|trail_after_30pct_dd15pct|above_zero,0.6705
0.8291,1036.6667,0.0,192.7488,68.1045,68.1045,zero_straddle,trail_after_30pct_dd15pct,False,weekly_series,356.5146,151.7284,0.7608,560.0,36.4594,3,76.865115,10m,weekly_series|series|10m|trail_after_30pct_dd15pct|zero_straddle,1.0
-142.4846,907.1698,-68.4178,99.6044,-5.3975,30.7924,below_zero,trail_after_20pct_dd10pct,False,weekly_series,956.2178,192.8158,-9.7976,390.0,7.9167,159,-0.23153,15m,weekly_series|series|15m|trail_after_20pct_dd10pct|below_zero,0.6352
5.057,1222.7528,-59.4069,73.3312,2.5312,39.0305,above_zero,trail_after_20pct_dd10pct,False,weekly_series,529.3994,256.1544,4.9928,855.0,7.3102,89,12.578812,15m,weekly_series|series|15m|trail_after_20pct_dd10pct|above_zero,0.6292
0.4056,1653.0,-99.9945,39.6524,-18.2173,36.3009,zero_straddle,trail_after_20pct_dd10pct,False,weekly_series,105.7791,84.4385,0.4028,1155.0,10.1042,5,-7.405736,15m,weekly_series|series|15m|trail_after_20pct_dd10pct|zero_straddle,0.6
-19.5743,1188.5612,-77.4549,100.9772,-1.4837,42.545,below_zero,trail_after_30pct_dd15pct,False,weekly_series,956.2178,245.6013,-8.5241,765.0,11.1319,139,11.145598,15m,weekly_series|series|15m|trail_after_30pct_dd15pct|below_zero,0.6331
5.1908,1548.169,-68.3868,77.8275,-1.2933,50.7042,above_zero,trail_after_30pct_dd15pct,False,weekly_series,529.3994,256.1544,4.8078,1425.0,5.8972,71,3.813956,15m,weekly_series|series|15m|trail_after_30pct_dd15pct|above_zero,0.5634
0.3748,2025.0,-92.2458,48.6703,-22.7705,46.7048,zero_straddle,trail_after_30pct_dd15pct,False,weekly_series,105.7791,74.8974,0.2386,2085.0,-32.9922,4,-21.614091,15m,weekly_series|series|15m|trail_after_30pct_dd15pct|zero_straddle,0.5
4.8301,796.0714,-54.3421,63.3183,5.33,35.9724,above_zero,trail_after_20pct_dd10pct,False,weekly_series,502.271,215.8252,4.3576,525.0,6.8845,56,15.89871,30m,weekly_series|series|30m|trail_after_20pct_dd10pct|above_zero,0.6607
-88.9861,740.25,-65.4652,114.4899,-7.4012,35.5157,below_zero,trail_after_20pct_dd10pct,False,weekly_series,2383.1433,311.4622,-15.0015,285.0,8.4881,120,-2.882994,30m,weekly_series|series|30m|trail_after_20pct_dd10pct|below_zero,0.575
0.4229,870.0,-87.8975,44.884,-24.2642,7.5524,zero_straddle,trail_after_20pct_dd10pct,False,weekly_series,88.4404,7.7378,0.3926,720.0,7.367,3,-10.732045,30m,weekly_series|series|30m|trail_after_20pct_dd10pct|zero_straddle,0.6667
4.7372,1089.375,-63.7465,66.9126,3.9505,48.3038,above_zero,trail_after_30pct_dd15pct,False,weekly_series,502.271,215.8252,4.1703,840.0,9.8487,48,14.837055,30m,weekly_series|series|30m|trail_after_30pct_dd15pct|above_zero,0.6042
-82.9709,1012.1495,-72.7926,97.0414,-8.3275,46.1343,below_zero,trail_after_30pct_dd15pct,False,weekly_series,1586.0728,311.4622,-14.6716,690.0,7.9602,107,-4.600254,30m,weekly_series|series|30m|trail_after_30pct_dd15pct|below_zero,0.5421
0.4229,990.0,-87.8975,44.884,-26.4215,4.3165,zero_straddle,trail_after_30pct_dd15pct,False,weekly_series,88.4404,7.367,0.3926,720.0,1.266,3,-14.183887,30m,weekly_series|series|30m|trail_after_30pct_dd15pct|zero_straddle,0.6667
1.768,4040.4,-91.5976,92.6633,-4.6203,53.3645,above_zero,trail_after_20pct_dd10pct,False,monthly_series,470.6247,173.5298,1.0396,2007.0,9.6804,20,2.009348,3m,monthly_series|series|3m|trail_after_20pct_dd10pct|above_zero,0.6
-3.7144,2948.8525,-65.4963,68.9078,-2.1526,22.321,below_zero,trail_after_20pct_dd10pct,False,monthly_series,494.2735,171.1566,-2.1282,1167.0,9.0909,61,6.98024,3m,monthly_series|series|3m|trail_after_20pct_dd10pct|below_zero,0.7213
3.003,7161.0,-82.7716,0.0,-82.7716,0.0,zero_straddle,trail_after_20pct_dd10pct,False,monthly_series,0.0,-82.7716,3.003,7161.0,-82.7716,1,-0.573729,3m,monthly_series|series|3m|trail_after_20pct_dd10pct|zero_straddle,0.0
2.0181,4954.3125,-87.7558,95.8114,-1.0653,66.3605,above_zero,trail_after_30pct_dd15pct,False,monthly_series,470.6247,173.5298,1.5117,4290.0,19.8497,16,11.634998,3m,monthly_series|series|3m|trail_after_30pct_dd15pct|above_zero,0.5625
