action,confidence,cvd_pressure_ratio,entry_atr,entry_atr_15m,entry_atr_1m,entry_atr_pct,entry_histogram,entry_hour_ist,entry_macd,entry_minute_ist,entry_price,entry_reason,entry_style,entry_time,exit_price,exit_reason,exit_time,gross_atr,gross_atr_15m,gross_r,holding_bars,htf_bias,ib_extension_pct,ib_range_atr,ib_range_atr_15m,initial_risk,initial_stop_price,lot_size,lots,mae_atr,mae_atr_15m,mfe_atr,mfe_atr_15m,mfe_capture,mp_day_type,mp_periods,mp_poc,mp_reason,mp_vah,mp_val,net_2bps_atr,net_2bps_atr_15m,net_2bps_pnl,net_2bps_r,net_5bps_atr,net_5bps_atr_15m,net_5bps_pnl,net_5bps_r,of_volume_coverage,pnl,price_from_poc_atr,price_from_poc_atr_15m,qty,return_pct,session_date,stop_distance_atr,stop_distance_atr_15m,strategy_key,symbol,target_distance_atr,target_distance_atr_15m,target_price,trade_horizon,underlying
SELL,0.75,-4.0,46.2143,180.857143,46.2143,0.02902,,10.05,,603,159250.0,ib_break_down,ib_break,2026-06-03T04:33:00+00:00,160135.0,stop_loss,2026-06-04T11:47:00+00:00,-19.149917,-4.893365,-1.11146,1304,neutral,0.023,10.364757,2.648499,7962.5,160046.25,10,1,19.193193,4.904423,24.451306,6.248025,-0.783186,trend_down,5,159340.0,ib_break_down,159580.0,159260.0,-20.532108,-5.246555,-9488.77,-1.191682,-22.605395,-5.776341,-10446.92,-1.312016,1.0,-8850.0,-1.947449,-0.49763,10,-0.5557,2026-06-04,17.229516,4.402646,commodity_futures,GOLD,34.459031,8.805292,157657.5,positional,GOLD
BUY,0.75,1.778,61.2143,317.571429,61.2143,0.038333,,19.9333,,1196,159690.0,ib_break_up,ib_break,2026-06-04T14:26:00+00:00,158439.0,stop_loss,2026-06-05T03:45:00+00:00,-20.436401,-3.939271,-1.566786,229,neutral,0.4872,10.863475,2.094017,7984.5,158891.55,10,1,21.073507,4.062078,1.078179,0.207827,-18.954553,trend_up,44,159140.0,ib_break_up,159880.0,158740.0,-21.475796,-4.139622,-13146.26,-1.646472,-23.034887,-4.440149,-14100.65,-1.766002,1.0,-12510.0,8.984829,1.731894,10,-0.7834,2026-06-05,13.043521,2.514238,commodity_futures,GOLD,26.087042,5.028475,161286.9,positional,GOLD
SELL,0.75,-6.333,37.9286,217.214286,37.9286,0.023974,,10.45,,627,158206.0,ib_break_down,ib_break,2026-06-05T04:57:00+00:00,155691.0,trail_stop,2026-06-05T14:56:00+00:00,66.308801,11.578428,3.179399,599,weak,0.0182,10.150651,1.772443,7910.3,158997.03,10,1,8.173252,1.427162,89.747578,15.671161,0.738837,trend_down,6,158400.0,ib_break_down,158540.0,158340.0,64.653602,11.289408,24522.21,3.100035,62.170803,10.855877,23580.51,2.980989,1.0,25150.0,-5.114874,-0.893127,10,1.5897,2026-06-05,20.855766,3.641703,commodity_futures,GOLD,41.711532,7.283407,156623.94,positional,GOLD
SELL,0.75,-19.889,101.4286,453.571429,101.4286,0.066205,,11.0833,,665,153204.0,ib_break_down,ib_break,2026-06-08T05:35:00+00:00,153980.0,stop_loss,2026-06-08T06:22:00+00:00,-7.650702,-1.710866,-1.013028,47,weak,0.4279,9.030983,2.019528,7660.2,153970.02,10,1,7.650702,1.710866,4.850703,1.084724,-1.577236,trend_down,9,153960.0,ib_break_down,154280.0,153720.0,-8.256417,-1.846317,-8374.37,-1.093231,-9.164989,-2.049494,-9295.92,-1.213535,1.0,-7760.0,-7.453519,-1.666772,10,-0.5065,2026-06-08,7.552308,1.688863,commodity_futures,GOLD,15.104615,3.377726,151671.96,positional,GOLD
BUY,0.75,7.667,138.9286,299.071429,138.9286,0.089849,,16.9167,,1015,154624.0,ib_break_up,ib_break,2026-06-08T11:25:00+00:00,153740.0,stop_loss,2026-06-09T14:36:00+00:00,-6.362981,-2.955816,-1.143419,1061,strong,0.1223,6.593315,3.062813,7731.2,153850.88,10,1,6.744472,3.133031,5.952698,2.765226,-1.068924,trend_up,32,153820.0,ib_break_up,154040.0,153220.0,-6.806898,-3.16203,-9456.73,-1.22319,-7.472774,-3.471351,-10381.82,-1.342847,1.0,-8840.0,5.787145,2.688321,10,-0.5717,2026-06-09,5.564873,2.585068,commodity_futures,GOLD,6.305397,2.929066,155500.0,positional,GOLD
SELL,0.75,-5.3,80.8571,293.071429,80.8571,0.054167,,13.55,,813,149273.0,ib_break_down,ib_break,2026-06-10T08:03:00+00:00,147494.0,trail_stop,2026-06-11T04:13:00+00:00,22.001778,6.070193,2.383552,640,weak,0.4152,10.722621,2.958323,7463.65,150019.365,10,1,7.729686,2.132586,31.574222,8.711187,0.696827,trend_down,19,149820.0,ib_break_down,150280.0,149640.0,21.267725,5.867671,17196.47,2.304029,20.166646,5.563888,16306.17,2.184744,1.0,17790.0,-6.765021,-1.866439,10,1.1918,2026-06-11,9.230667,2.5467,commodity_futures,GOLD,18.461335,5.0934,147780.27,positional,GOLD
SELL,0.75,-2.0,48.8571,548.357143,48.8571,0.032613,,10.8,,648,149810.0,ib_break_down,ib_break,2026-06-12T05:18:00+00:00,150030.0,value_migration_reversal,2026-06-12T07:56:00+00:00,-4.502928,-0.401198,-0.293705,158,neutral,0.0533,15.350891,1.367722,7490.5,150559.05,10,1,5.526321,0.49238,6.385971,0.568972,-0.705128,trend_down,8,150080.0,ib_break_down,150200.0,149840.0,-5.730344,-0.510558,-2799.68,-0.373764,-7.571469,-0.674597,-3699.2,-0.493852,1.0,-2200.0,-5.526321,-0.49238,10,-0.1469,2026-06-12,15.331446,1.365989,commodity_futures,GOLD,30.662892,2.731979,148311.9,positional,GOLD
BUY,0.75,1.909,57.1429,260.0,57.1429,0.037931,,15.1,,906,150651.0,ib_break_up,ib_break,2026-06-12T09:36:00+00:00,149891.0,stop_loss,2026-06-12T12:57:00+00:00,-13.29999,-2.923077,-1.008954,201,neutral,0.068,13.12499,2.884615,7532.55,149897.745,10,1,13.29999,2.923077,3.464997,0.761538,-3.838384,trend_up,25,149880.0,ib_break_up,150240.0,149580.0,-14.351886,-3.154263,-8201.08,-1.088753,-15.929731,-3.501042,-9102.71,-1.20845,1.0,-7600.0,13.49249,2.965385,10,-0.5045,2026-06-12,13.181953,2.897135,commodity_futures,GOLD,26.363905,5.794269,152157.51,positional,GOLD
SELL,0.75,-3.636,53.0,287.642857,53.0,0.035419,,19.8667,,1192,149638.0,ib_break_down,ib_break,2026-06-12T14:22:00+00:00,150253.0,value_migration_reversal,2026-06-12T14:53:00+00:00,-11.603774,-2.138068,-0.821984,31,neutral,0.2827,14.150943,2.6074,7481.9,150386.19,10,1,11.603774,2.138068,1.660377,0.305935,-6.988638,trend_down,44,149880.0,ib_break_down,150420.0,149700.0,-12.735438,-2.346584,-6749.78,-0.902148,-14.432934,-2.659359,-7649.45,-1.022395,1.0,-6150.0,-4.566038,-0.841321,10,-0.411,2026-06-12,14.116792,2.601108,commodity_futures,GOLD,28.233585,5.202215,148141.62,positional,GOLD
SELL,0.75,-2.909,57.3571,413.785714,57.3571,0.037524,,11.2,,672,152853.0,ib_break_down,ib_break,2026-06-15T05:42:00+00:00,153183.0,value_migration_reversal,2026-06-15T08:15:00+00:00,-5.753429,-0.797514,-0.431787,153,weak,0.1455,14.854307,2.059037,7642.65,153617.265,10,1,6.311337,0.874849,3.853054,0.534093,-1.493213,trend_down,9,153220.0,ib_break_down,153320.0,153020.0,-6.820554,-0.945434,-3912.07,-0.511874,-8.421242,-1.167314,-4830.18,-0.632003,1.0,-3300.0,-6.39851,-0.886933,10,-0.2159,2026-06-15,13.32468,1.847007,commodity_futures,GOLD,26.64936,3.694013,151324.47,positional,GOLD
BUY,0.75,1.636,51.8571,178.642857,51.8571,0.03371,,19.6167,,1177,153832.0,ib_break_up,ib_break,2026-06-15T14:07:00+00:00,153056.0,stop_loss,2026-06-15T17:10:00+00:00,-14.9642,-4.343862,-1.008893,183,strong,0.0035,16.429766,4.769292,7691.6,153062.84,10,1,15.079902,4.377449,0.443527,0.128749,-33.739096,trend_up,43,153340.0,ib_break_up,153600.0,153040.0,-16.147791,-4.68744,-8373.78,-1.088691,-17.923177,-5.202805,-9294.44,-1.208388,1.0,-7760.0,9.487611,2.754098,10,-0.5044,2026-06-15,14.832299,4.305574,commodity_futures,GOLD,16.738306,4.858856,154700.0,positional,GOLD
SELL,0.75,-4.091,48.2857,183.928571,48.2857,0.031587,,23.1,,1386,152864.0,ib_break_down,ib_break,2026-06-15T17:36:00+00:00,153673.0,stop_loss,2026-06-17T16:19:00+00:00,-16.754443,-4.398447,-1.058457,1663,weak,0.1326,17.644976,4.632233,7643.2,153628.32,10,1,16.754443,4.398447,11.659767,3.060971,-1.436945,trend_down,57,153340.0,ib_break_down,153620.0,153060.0,-18.024123,-4.731768,-8703.07,-1.138669,-19.928643,-5.231751,-9622.68,-1.258986,1.0,-8090.0,-9.857991,-2.587961,10,-0.5292,2026-06-17,15.829117,4.155526,commodity_futures,GOLD,31.658234,8.311052,151335.36,positional,GOLD
BUY,0.75,1.083,23.0,280.071429,23.0,0.014994,,22.4167,,1345,153396.0,ib_break_up,ib_break,2026-06-17T16:55:00+00:00,152600.0,stop_loss,2026-06-18T03:45:00+00:00,-34.608696,-2.842132,-1.037837,80,neutral,0.3018,31.26087,2.567202,7669.8,152629.02,10,1,36.565217,3.002805,32.086957,2.635042,-1.078591,trend_up,54,152540.0,ib_break_up,152980.0,152380.0,-37.26953,-3.060645,-8571.99,-1.117629,-41.260783,-3.388414,-9489.98,-1.237318,1.0,-7960.0,37.217391,3.056363,10,-0.5189,2026-06-18,33.346957,2.738516,commodity_futures,GOLD,56.695652,4.655955,154700.0,positional,GOLD
SELL,0.75,-3.833,51.7857,350.428571,51.7857,0.034064,,11.2333,,674,152023.0,ib_break_down,ib_break,2026-06-18T05:44:00+00:00,150595.0,trail_stop,2026-06-18T12:21:00+00:00,27.57518,4.07501,1.878663,397,weak,0.1643,13.401383,1.980432,7601.15,152783.115,10,1,0.926897,0.136975,43.737943,6.463514,0.630464,trend_down,9,152300.0,ib_break_down,152540.0,152140.0,26.406448,3.902297,13674.76,1.799039,24.65335,3.643227,12766.91,1.679602,1.0,14280.0,-5.348967,-0.790461,10,0.9393,2026-06-18,14.678087,2.169101,commodity_futures,GOLD,29.356174,4.338202,150502.77,positional,GOLD
SELL,0.75,-3.077,69.2857,498.142857,69.2857,0.047383,,10.2667,,616,146226.0,ib_break_down,ib_break,2026-06-19T04:46:00+00:00,146962.0,stop_loss,2026-06-19T06:57:00+00:00,-10.622683,-1.477488,-1.006661,131,weak,0.0175,21.432994,2.981073,7311.3,146957.13,10,1,10.622683,1.477488,7.447424,1.035847,-1.426357,trend_down,6,146640.0,ib_break_down,146900.0,146220.0,-11.468999,-1.5952,-7946.38,-1.086862,-12.738473,-1.771769,-8825.94,-1.207164,1.0,-7360.0,-5.975259,-0.831087,10,-0.5033,2026-06-19,10.552394,1.467712,commodity_futures,GOLD,21.104788,2.935423,144763.74,positional,GOLD
SELL,0.75,-6.5,68.5,358.071429,68.5,0.046832,,10.4833,,629,146268.0,ib_break_down,ib_break,2026-06-23T04:59:00+00:00,144900.0,trail_stop,2026-06-24T05:32:00+00:00,19.970803,3.820467,1.870539,903,weak,0.4626,8.20438,1.569519,7313.4,146999.34,10,1,10.671533,2.041492,31.445255,6.01556,0.635098,trend_down,6,146700.0,ib_break_down,147020.0,146640.0,19.120677,3.657836,13097.66,1.790913,17.845489,3.413889,12224.16,1.671474,1.0,13680.0,-6.306569,-1.206463,10,0.9353,2026-06-24,10.676496,2.042442,commodity_futures,GOLD,21.352993,4.084883,144805.32,positional,GOLD
SELL,0.75,-9.214,61.0,210.785714,61.0,0.042342,,16.6167,,997,144065.0,ib_break_down,ib_break,2026-06-24T11:07:00+00:00,141839.0,trail_stop,2026-06-24T13:31:00+00:00,36.491803,10.560488,3.090272,144,weak,0.0553,14.52459,4.203321,7203.25,144785.325,10,1,1.393443,0.403253,51.42623,14.882413,0.709595,trend_down,31,144500.0,ib_break_down,145000.0,144320.0,35.554413,10.289213,21688.19,3.01089,34.148328,9.882302,20830.48,2.891817,1.0,22260.0,-7.131148,-2.063707,10,1.5451,2026-06-24,11.808607,3.417333,commodity_futures,GOLD,23.617213,6.834666,142624.35,positional,GOLD
SELL,0.75,-3.6,61.3571,299.857143,61.3571,0.042858,,18.1833,,1091,143163.0,ib_break_down,ib_break,2026-06-26T12:41:00+00:00,143630.0,value_migration_reversal,2026-06-26T12:57:00+00:00,-7.611181,-1.557408,-0.652403,16,weak,0.2195,10.02329,2.050977,7158.15,143878.815,10,1,7.611181,1.557408,3.06403,0.626965,-2.484043,trend_down,5,143480.0,ib_break_down,143640.0,143320.0,-8.546013,-1.748695,-5243.59,-0.732534,-9.948262,-2.035624,-6103.97,-0.852729,1.0,-4670.0,-5.166476,-1.05717,10,-0.3262,2026-06-26,11.666376,2.387187,commodity_futures,GOLD,23.332752,4.774374,141731.37,positional,GOLD
SELL,0.75,-3.375,37.6429,302.928571,37.6429,0.026254,,10.0667,,604,143379.0,ib_break_down,ib_break,2026-06-29T04:34:00+00:00,141410.0,trail_stop,2026-06-30T04:33:00+00:00,52.307341,6.499882,2.746567,869,weak,0.1033,19.286506,2.396605,7168.95,144095.895,10,1,8.979117,1.115775,73.825343,9.17378,0.708528,trend_down,5,143600.0,ib_break_down,143820.0,143440.0,50.794232,6.311858,19120.42,2.667116,48.524569,6.029822,18266.06,2.54794,1.0,19690.0,-5.870961,-0.729545,10,1.3733,2026-06-30,19.044627,2.366548,commodity_futures,GOLD,38.089255,4.733096,141945.21,positional,GOLD
SELL,0.85,-1.941,54.1429,398.214286,54.1429,0.038411,,10.1,,606,140956.0,open_drive_down_below_pval,open_drive,2026-07-01T04:36:00+00:00,141984.0,stop_loss,2026-07-01T10:08:00+00:00,-18.986792,-2.581525,-1.003906,332,weak,0.0711,11.691284,1.589596,10240.0,141980.0,10,1,19.153019,2.604126,7.461736,1.014529,-2.544554,trend_down,5,141240.0,open_drive_down_below_pval,141440.0,141100.0,-20.031952,-2.723629,-10845.88,-1.059168,-21.599693,-2.936786,-11694.7,-1.142061,1.0,-10280.0,-5.245378,-0.713184,10,-0.7293,2026-07-01,18.912914,2.57148,commodity_futures,GOLD,37.825828,5.14296,138908.0,positional,GOLD
SELL,0.75,-3.167,28.2857,239.928571,28.2857,0.019661,,10.2,,612,143866.0,ib_break_down,ib_break,2026-07-02T04:42:00+00:00,144732.0,stop_loss,2026-07-02T06:02:00+00:00,-30.616177,-3.609408,-1.203898,80,weak,0.0283,20.010111,2.359035,7193.3,144585.33,10,1,30.792945,3.630247,3.570709,0.420959,-8.574257,trend_down,5,144180.0,ib_break_down,144400.0,144040.0,-32.65677,-3.849978,-9237.2,-1.284139,-35.717659,-4.210832,-10102.99,-1.4045,1.0,-8660.0,-11.101016,-1.308723,10,-0.6019,2026-07-02,25.430871,2.998101,commodity_futures,GOLD,44.050527,5.193212,142620.0,positional,GOLD
BUY,0.75,0.389,45.4286,311.714286,45.4286,0.031419,,12.5833,,755,144588.0,ib_break_up,ib_break,2026-07-02T07:05:00+00:00,145776.0,trail_stop,2026-07-02T16:30:00+00:00,26.150927,3.811182,1.64329,565,neutral,0.2473,12.459112,1.815765,7229.4,143865.06,10,1,10.742132,1.565536,45.74211,6.666361,0.571704,trend_up,15,143920.0,ib_break_up,144580.0,143840.0,24.872596,3.624881,11299.27,1.562961,22.955099,3.345429,10428.18,1.442468,1.0,11880.0,14.704393,2.142988,10,0.8216,2026-07-02,15.913764,2.319239,commodity_futures,GOLD,31.827527,4.638478,146033.88,positional,GOLD
